id,id_cliente,nombre_proyecto,duracion,presupuesto,recursos_asignados,resultado,fecha_inicio,fecha_fin,solvencia_economica_empresa,certificaciones_requeridas,precio_hora,fortaleza_tecnologica,experiencia_requerida,numero_perfiles_requeridos,curriculums,titulaciones_empleados,certificacion_empleados,idiomas,lugar_trabajo,horarios_trabajo,plazos,transicion_inicial,facturacion_anual,volumetria,slas,entregables_oferta,disponibilidad_referencias,informacion_adicional
244,6,Proyecto_244,336,167710.98,Recurso B,Exito,2020-08-31,2020-10-01,Alta,True,44.04,Nivel Bajo,Específica,5,26,Menos del 25%,True,True,Híbrido,Flexible,1,2,2930838.23,True,False,Entregable A,False,Info B
245,16,Proyecto_245,266,72477.94,Recurso C,Fracaso,2020-09-01,2020-10-02,Media,True,70.12,Nivel Experto,Sin Experiencia,12,23,Más del 75%,True,False,Remoto,Fijo,2,4,3363876.52,True,True,Entregable A,True,Info B
246,29,Proyecto_246,233,126472.54,Recurso C,Exito,2020-09-02,2020-10-03,Media,True,20.82,Nivel Alto,General,4,45,50%-75%,True,False,Presencial,Flexible,4,1,1662928.25,True,True,Entregable A,True,Info B
247,3,Proyecto_247,150,235083.73,Recurso C,Fracaso,2020-09-03,2020-10-04,Baja,False,91.28,Nivel Bajo,Específica,15,43,Menos del 25%,False,True,Presencial,Flexible,4,3,2892431.64,True,True,Entregable B,False,Info B
248,20,Proyecto_248,224,348257.76,Recurso B,Fracaso,2020-09-04,2020-10-05,Baja,False,25.15,Nivel Experto,Sin Experiencia,9,29,Menos del 25%,False,True,Presencial,Flexible,2,4,1497394.36,True,True,Entregable B,True,Info C
249,36,Proyecto_249,220,387100.43,Recurso B,Fracaso,2020-09-05,2020-10-06,Alta,True,42.87,Nivel Experto,General,7,38,Menos del 25%,True,False,Híbrido,Flexible,8,1,2041250.43,True,True,Entregable A,False,Info C
250,19,Proyecto_250,327,352858.55,Recurso C,Exito,2020-09-06,2020-10-07,Baja,False,84.34,Nivel Experto,Sin Experiencia,10,33,Más del 75%,False,True,Híbrido,Fijo,2,4,3835079.65,True,False,Entregable C,True,Info A
251,26,Proyecto_251,41,246664.78,Recurso C,Fracaso,2020-09-07,2020-10-08,Media,True,65.77,Nivel Alto,General,13,7,Más del 75%,False,False,Remoto,Fijo,3,2,1257466.19,True,True,Entregable C,True,Info C
252,3,Proyecto_252,167,514627.0,Recurso B,Fracaso,2020-09-08,2020-10-09,Baja,True,48.46,Nivel Experto,General,8,12,50%-75%,False,False,Híbrido,Flexible,4,3,4202287.78,False,True,Entregable C,False,Info A
253,19,Proyecto_253,294,827033.25,Recurso A,Exito,2020-09-09,2020-10-10,Alta,True,55.24,Nivel Alto,Sin Experiencia,12,31,50%-75%,False,True,Híbrido,Fijo,9,2,1910620.13,True,True,Entregable A,True,Info A
254,20,Proyecto_254,314,286906.5,Recurso C,Fracaso,2020-09-10,2020-10-11,Baja,True,87.64,Nivel Medio,Sin Experiencia,19,32,50%-75%,True,False,Presencial,Flexible,10,5,2684241.31,False,False,Entregable B,False,Info C
255,32,Proyecto_255,295,942963.15,Recurso A,Exito,2020-09-11,2020-10-12,Baja,False,43.9,Nivel Experto,General,1,20,Menos del 25%,False,False,Remoto,Flexible,1,3,4712704.41,True,True,Entregable B,False,Info C
256,7,Proyecto_256,153,874603.3,Recurso C,Exito,2020-09-12,2020-10-13,Alta,False,88.92,Nivel Bajo,General,16,17,25%-50%,False,True,Presencial,Flexible,8,2,3422215.37,False,True,Entregable C,False,Info A
257,41,Proyecto_257,28,170146.57,Recurso A,Exito,2020-09-13,2020-10-14,Alta,True,22.49,Nivel Experto,General,17,36,Más del 75%,False,False,Remoto,Flexible,5,3,3245740.36,True,True,Entregable C,False,Info C
258,33,Proyecto_258,27,788413.2,Recurso A,Exito,2020-09-14,2020-10-15,Media,False,81.03,Nivel Medio,Específica,18,3,Menos del 25%,True,False,Remoto,Fijo,7,1,3572458.25,False,False,Entregable B,True,Info C
259,40,Proyecto_259,266,578841.51,Recurso A,Exito,2020-09-15,2020-10-16,Baja,False,87.04,Nivel Medio,General,11,1,Menos del 25%,False,False,Híbrido,Flexible,8,3,4594651.13,True,True,Entregable C,False,Info C
260,39,Proyecto_260,87,570909.61,Recurso B,Fracaso,2020-09-16,2020-10-17,Media,True,30.45,Nivel Experto,Específica,18,27,50%-75%,True,False,Presencial,Fijo,5,3,1280142.86,False,False,Entregable C,True,Info B
261,18,Proyecto_261,184,397132.34,Recurso A,Exito,2020-09-17,2020-10-18,Baja,False,51.58,Nivel Medio,General,7,47,50%-75%,True,True,Híbrido,Flexible,8,1,3085543.97,True,False,Entregable B,False,Info B
262,40,Proyecto_262,203,506141.47,Recurso A,Exito,2020-09-18,2020-10-19,Baja,True,29.07,Nivel Alto,Específica,18,40,Menos del 25%,True,True,Híbrido,Fijo,10,2,2031949.58,False,True,Entregable C,True,Info A
263,1,Proyecto_263,122,403206.99,Recurso A,Exito,2020-09-19,2020-10-20,Media,True,75.06,Nivel Alto,General,8,33,Más del 75%,True,True,Híbrido,Fijo,11,3,108683.7,True,False,Entregable C,True,Info C
264,11,Proyecto_264,123,544335.29,Recurso C,Exito,2020-09-20,2020-10-21,Baja,True,60.5,Nivel Experto,General,6,20,Más del 75%,False,False,Remoto,Fijo,8,4,670239.44,False,False,Entregable A,True,Info A
265,28,Proyecto_265,231,631670.55,Recurso A,Fracaso,2020-09-21,2020-10-22,Baja,True,69.0,Nivel Alto,General,7,14,Menos del 25%,True,True,Presencial,Fijo,9,3,1658709.88,False,True,Entregable C,True,Info C
266,25,Proyecto_266,175,677560.77,Recurso C,Exito,2020-09-22,2020-10-23,Baja,False,31.7,Nivel Alto,Sin Experiencia,10,36,25%-50%,True,True,Presencial,Flexible,2,2,2846749.86,False,True,Entregable A,False,Info B
267,23,Proyecto_267,328,537156.38,Recurso A,Fracaso,2020-09-23,2020-10-24,Alta,True,33.0,Nivel Bajo,Sin Experiencia,11,5,25%-50%,True,True,Híbrido,Fijo,3,1,4413300.14,False,True,Entregable B,False,Info C
268,31,Proyecto_268,141,724207.85,Recurso A,Exito,2020-09-24,2020-10-25,Media,False,18.53,Nivel Experto,General,13,23,Más del 75%,True,False,Remoto,Flexible,1,2,3966014.89,False,True,Entregable A,True,Info C
269,30,Proyecto_269,273,149865.27,Recurso B,Fracaso,2020-09-25,2020-10-26,Alta,True,42.38,Nivel Medio,Específica,9,45,50%-75%,True,True,Presencial,Fijo,4,5,2789001.68,False,False,Entregable B,True,Info C
270,42,Proyecto_270,64,219862.67,Recurso C,Exito,2020-09-26,2020-10-27,Media,True,62.58,Nivel Experto,Específica,7,15,25%-50%,False,True,Presencial,Fijo,5,3,415658.57,False,False,Entregable A,False,Info B
271,35,Proyecto_271,140,820547.65,Recurso A,Exito,2020-09-27,2020-10-28,Media,False,87.92,Nivel Alto,General,9,6,25%-50%,True,False,Híbrido,Fijo,11,3,1465236.14,False,True,Entregable A,True,Info B
272,7,Proyecto_272,297,329302.7,Recurso C,Fracaso,2020-09-28,2020-10-29,Baja,True,71.69,Nivel Bajo,Sin Experiencia,13,33,50%-75%,False,False,Remoto,Flexible,1,1,1865207.81,True,True,Entregable A,True,Info B
273,16,Proyecto_273,275,32664.89,Recurso C,Exito,2020-09-29,2020-10-30,Media,False,52.01,Nivel Experto,Específica,3,19,25%-50%,False,False,Híbrido,Fijo,8,3,3127500.07,True,True,Entregable C,False,Info A
274,26,Proyecto_274,171,162253.24,Recurso B,Fracaso,2020-09-30,2020-10-31,Alta,False,96.02,Nivel Experto,Sin Experiencia,3,13,Menos del 25%,True,False,Presencial,Flexible,2,4,371371.93,True,False,Entregable C,True,Info C
275,48,Proyecto_275,96,231378.29,Recurso B,Exito,2020-10-01,2020-11-01,Alta,True,76.14,Nivel Alto,Específica,1,29,25%-50%,False,False,Remoto,Flexible,1,4,2674458.09,False,True,Entregable C,True,Info B
276,49,Proyecto_276,64,957749.66,Recurso B,Fracaso,2020-10-02,2020-11-02,Alta,True,94.06,Nivel Alto,General,2,6,50%-75%,False,False,Híbrido,Flexible,2,2,4512249.65,False,False,Entregable C,False,Info A
277,2,Proyecto_277,297,577311.01,Recurso B,Exito,2020-10-03,2020-11-03,Media,True,59.84,Nivel Experto,Sin Experiencia,3,15,Menos del 25%,False,True,Presencial,Fijo,5,1,3541891.84,True,False,Entregable C,True,Info B
278,1,Proyecto_278,187,933403.43,Recurso B,Exito,2020-10-04,2020-11-04,Alta,True,37.01,Nivel Alto,Específica,15,16,25%-50%,True,True,Híbrido,Fijo,9,5,3995530.19,True,False,Entregable A,False,Info C
279,48,Proyecto_279,358,579411.72,Recurso B,Fracaso,2020-10-05,2020-11-05,Media,True,19.49,Nivel Alto,General,6,24,Más del 75%,True,False,Híbrido,Fijo,9,2,3424294.46,False,False,Entregable C,False,Info A
280,12,Proyecto_280,17,484560.9,Recurso B,Exito,2020-10-06,2020-11-06,Alta,True,76.72,Nivel Alto,General,13,23,Menos del 25%,True,False,Híbrido,Fijo,2,1,1072616.11,False,True,Entregable B,False,Info B
281,5,Proyecto_281,330,320590.41,Recurso B,Exito,2020-10-07,2020-11-07,Alta,False,25.31,Nivel Alto,General,1,48,Menos del 25%,True,True,Remoto,Fijo,2,1,596894.91,True,True,Entregable A,False,Info B
282,37,Proyecto_282,322,610307.23,Recurso A,Exito,2020-10-08,2020-11-08,Media,False,40.74,Nivel Alto,Sin Experiencia,19,10,Más del 75%,True,False,Presencial,Fijo,3,2,4155978.83,False,True,Entregable A,True,Info A
283,32,Proyecto_283,256,147806.04,Recurso C,Exito,2020-10-09,2020-11-09,Alta,True,60.26,Nivel Bajo,Sin Experiencia,1,41,Más del 75%,True,False,Presencial,Fijo,7,2,3492746.96,True,False,Entregable B,False,Info A
284,9,Proyecto_284,332,899279.01,Recurso B,Exito,2020-10-10,2020-11-10,Baja,False,62.98,Nivel Alto,General,2,41,25%-50%,True,True,Presencial,Flexible,11,3,2896554.72,False,False,Entregable C,False,Info A
285,41,Proyecto_285,264,831039.08,Recurso B,Exito,2020-10-11,2020-11-11,Media,False,66.05,Nivel Medio,Sin Experiencia,15,49,25%-50%,False,False,Presencial,Fijo,3,5,986950.18,True,True,Entregable B,True,Info A
286,35,Proyecto_286,337,324356.13,Recurso C,Fracaso,2020-10-12,2020-11-12,Media,True,29.13,Nivel Experto,Específica,14,17,50%-75%,False,False,Remoto,Flexible,1,4,3036557.58,True,False,Entregable A,False,Info A
287,19,Proyecto_287,63,953269.55,Recurso A,Fracaso,2020-10-13,2020-11-13,Media,True,47.28,Nivel Bajo,General,19,49,50%-75%,True,True,Híbrido,Flexible,6,3,205042.84,False,False,Entregable A,True,Info B
288,48,Proyecto_288,258,826948.76,Recurso C,Fracaso,2020-10-14,2020-11-14,Baja,False,67.46,Nivel Bajo,General,11,44,Menos del 25%,False,True,Presencial,Fijo,3,1,638253.72,True,False,Entregable A,False,Info A
289,16,Proyecto_289,248,669643.82,Recurso C,Exito,2020-10-15,2020-11-15,Media,True,97.43,Nivel Alto,Sin Experiencia,15,45,Más del 75%,True,True,Remoto,Fijo,1,5,1593856.24,False,True,Entregable B,False,Info A
290,3,Proyecto_290,238,130544.29,Recurso B,Fracaso,2020-10-16,2020-11-16,Alta,False,76.85,Nivel Experto,General,6,30,Más del 75%,True,True,Híbrido,Flexible,4,5,2246504.47,False,True,Entregable C,False,Info C
291,20,Proyecto_291,76,483451.68,Recurso C,Exito,2020-10-17,2020-11-17,Alta,True,93.42,Nivel Medio,Específica,9,44,50%-75%,True,True,Remoto,Flexible,1,2,646794.25,False,True,Entregable A,False,Info B
292,24,Proyecto_292,60,511046.48,Recurso C,Exito,2020-10-18,2020-11-18,Alta,False,79.79,Nivel Alto,Sin Experiencia,5,46,Menos del 25%,False,False,Remoto,Fijo,1,5,643703.91,False,False,Entregable C,True,Info C
293,33,Proyecto_293,106,240225.84,Recurso B,Exito,2020-10-19,2020-11-19,Media,False,65.3,Nivel Experto,Sin Experiencia,2,10,Menos del 25%,True,False,Presencial,Flexible,2,5,3643173.62,False,True,Entregable A,True,Info B
294,24,Proyecto_294,101,89165.74,Recurso B,Exito,2020-10-20,2020-11-20,Alta,False,31.32,Nivel Alto,General,6,19,50%-75%,True,False,Presencial,Flexible,10,1,2870111.06,True,True,Entregable C,True,Info B
295,11,Proyecto_295,273,778956.39,Recurso B,Fracaso,2020-10-21,2020-11-21,Media,False,71.67,Nivel Alto,General,18,29,50%-75%,True,False,Híbrido,Flexible,8,3,2692022.8,False,True,Entregable B,False,Info B
296,49,Proyecto_296,300,130814.7,Recurso B,Exito,2020-10-22,2020-11-22,Alta,True,67.99,Nivel Alto,General,19,2,50%-75%,True,False,Híbrido,Flexible,2,5,2289550.75,False,False,Entregable A,False,Info A
297,8,Proyecto_297,105,598347.84,Recurso C,Fracaso,2020-10-23,2020-11-23,Baja,True,66.21,Nivel Alto,Sin Experiencia,9,36,25%-50%,False,True,Presencial,Fijo,11,2,4883888.38,True,False,Entregable A,False,Info C
298,36,Proyecto_298,97,937084.68,Recurso C,Exito,2020-10-24,2020-11-24,Baja,False,56.63,Nivel Alto,General,6,19,Menos del 25%,True,False,Remoto,Fijo,2,3,296511.4,False,False,Entregable A,True,Info B
299,38,Proyecto_299,87,877344.14,Recurso A,Fracaso,2020-10-25,2020-11-25,Baja,False,59.94,Nivel Alto,Específica,14,7,Menos del 25%,False,False,Presencial,Flexible,11,2,944104.52,True,False,Entregable B,False,Info B
300,40,Proyecto_300,297,284975.1,Recurso A,Fracaso,2020-10-26,2020-11-26,Baja,True,43.43,Nivel Alto,General,13,26,Menos del 25%,False,False,Híbrido,Flexible,11,5,3255163.4,False,False,Entregable B,True,Info B
301,20,Proyecto_301,129,852934.15,Recurso C,Fracaso,2020-10-27,2020-11-27,Media,True,59.14,Nivel Medio,General,11,15,50%-75%,True,False,Remoto,Flexible,10,3,725009.99,True,True,Entregable C,True,Info C
302,35,Proyecto_302,311,10329.18,Recurso A,Fracaso,2020-10-28,2020-11-28,Alta,False,31.79,Nivel Bajo,Sin Experiencia,12,47,50%-75%,True,False,Remoto,Fijo,10,5,2967435.64,False,True,Entregable B,True,Info B
303,48,Proyecto_303,174,27510.93,Recurso C,Fracaso,2020-10-29,2020-11-29,Baja,False,83.44,Nivel Medio,General,19,38,50%-75%,False,True,Remoto,Fijo,8,1,2860418.07,False,False,Entregable A,False,Info C
304,25,Proyecto_304,191,606527.63,Recurso A,Fracaso,2020-10-30,2020-11-30,Media,False,30.79,Nivel Alto,Sin Experiencia,19,3,50%-75%,False,False,Presencial,Flexible,6,3,4856475.66,False,False,Entregable C,False,Info C
305,35,Proyecto_305,232,371150.24,Recurso B,Exito,2020-10-31,2020-12-01,Baja,False,22.22,Nivel Alto,General,19,38,Más del 75%,False,False,Presencial,Flexible,11,2,4422763.11,False,True,Entregable B,False,Info A
306,25,Proyecto_306,320,392596.23,Recurso A,Fracaso,2020-11-01,2020-12-02,Baja,False,52.08,Nivel Medio,Específica,13,16,50%-75%,False,False,Híbrido,Flexible,4,1,4730489.05,False,False,Entregable C,False,Info B
307,29,Proyecto_307,16,568796.68,Recurso B,Exito,2020-11-02,2020-12-03,Media,True,70.96,Nivel Medio,Específica,14,2,25%-50%,True,False,Remoto,Fijo,3,4,612331.73,True,False,Entregable C,True,Info B
308,18,Proyecto_308,339,199864.63,Recurso B,Fracaso,2020-11-03,2020-12-04,Media,False,52.21,Nivel Bajo,Sin Experiencia,18,31,Más del 75%,False,False,Remoto,Flexible,1,2,4347334.76,True,False,Entregable C,True,Info C
309,46,Proyecto_309,272,219637.8,Recurso B,Exito,2020-11-04,2020-12-05,Alta,True,38.52,Nivel Medio,Sin Experiencia,12,28,Más del 75%,False,False,Presencial,Flexible,11,5,688998.78,False,False,Entregable A,False,Info C
310,18,Proyecto_310,170,489755.57,Recurso B,Fracaso,2020-11-05,2020-12-06,Alta,True,62.44,Nivel Bajo,General,4,7,50%-75%,False,True,Híbrido,Flexible,3,2,3183014.28,True,False,Entregable A,False,Info A
311,2,Proyecto_311,160,756711.01,Recurso A,Fracaso,2020-11-06,2020-12-07,Baja,True,44.5,Nivel Alto,General,10,30,Menos del 25%,False,False,Híbrido,Flexible,9,4,3614386.9,False,True,Entregable B,False,Info B
312,35,Proyecto_312,94,623302.77,Recurso C,Exito,2020-11-07,2020-12-08,Baja,False,94.29,Nivel Experto,Específica,17,43,50%-75%,True,True,Remoto,Flexible,5,2,846224.82,False,True,Entregable A,True,Info C
313,16,Proyecto_313,156,304381.5,Recurso B,Fracaso,2020-11-08,2020-12-09,Alta,True,93.42,Nivel Experto,General,4,7,Menos del 25%,True,True,Presencial,Fijo,6,1,3181663.91,False,False,Entregable C,False,Info B
314,41,Proyecto_314,121,436033.81,Recurso A,Fracaso,2020-11-09,2020-12-10,Alta,True,57.7,Nivel Experto,Específica,12,36,50%-75%,True,False,Remoto,Fijo,5,2,309679.44,True,False,Entregable C,True,Info B
315,36,Proyecto_315,45,178958.11,Recurso B,Fracaso,2020-11-10,2020-12-11,Media,True,42.87,Nivel Experto,Sin Experiencia,13,29,50%-75%,False,False,Presencial,Fijo,1,3,1501667.12,False,True,Entregable A,True,Info B
316,33,Proyecto_316,294,83883.52,Recurso A,Exito,2020-11-11,2020-12-12,Alta,True,77.66,Nivel Alto,General,4,24,Menos del 25%,False,False,Híbrido,Flexible,10,4,4609734.54,True,False,Entregable C,True,Info C
317,4,Proyecto_317,197,784869.08,Recurso A,Fracaso,2020-11-12,2020-12-13,Alta,False,18.12,Nivel Experto,Sin Experiencia,10,39,Menos del 25%,True,True,Remoto,Fijo,1,2,900069.26,False,True,Entregable A,True,Info B
318,33,Proyecto_318,91,272733.54,Recurso A,Exito,2020-11-13,2020-12-14,Baja,False,55.36,Nivel Medio,General,3,4,Menos del 25%,True,False,Remoto,Flexible,4,4,373086.46,False,False,Entregable C,True,Info C
319,14,Proyecto_319,11,185988.72,Recurso C,Fracaso,2020-11-14,2020-12-15,Alta,True,43.59,Nivel Medio,Específica,15,29,Menos del 25%,False,False,Remoto,Fijo,3,1,2246207.09,True,True,Entregable B,True,Info A
320,21,Proyecto_320,312,694701.88,Recurso A,Fracaso,2020-11-15,2020-12-16,Baja,True,93.25,Nivel Experto,Sin Experiencia,2,44,25%-50%,True,False,Híbrido,Fijo,11,3,4260560.13,False,True,Entregable B,True,Info A
321,48,Proyecto_321,206,621871.16,Recurso A,Exito,2020-11-16,2020-12-17,Alta,False,16.02,Nivel Medio,Sin Experiencia,17,5,Menos del 25%,False,True,Remoto,Flexible,8,5,429528.29,True,False,Entregable A,False,Info C
322,20,Proyecto_322,20,636857.73,Recurso C,Fracaso,2020-11-17,2020-12-18,Media,False,61.99,Nivel Bajo,General,6,29,50%-75%,False,True,Híbrido,Flexible,7,2,1809900.06,False,False,Entregable A,False,Info B
323,8,Proyecto_323,243,236605.66,Recurso C,Fracaso,2020-11-18,2020-12-19,Alta,False,77.96,Nivel Alto,Sin Experiencia,8,30,50%-75%,False,False,Presencial,Flexible,11,1,4503885.43,False,True,Entregable A,False,Info A
324,7,Proyecto_324,204,240319.08,Recurso A,Exito,2020-11-19,2020-12-20,Alta,True,56.23,Nivel Experto,Específica,3,29,25%-50%,False,True,Híbrido,Fijo,7,4,634869.97,False,False,Entregable A,True,Info A
325,3,Proyecto_325,128,228594.6,Recurso C,Fracaso,2020-11-20,2020-12-21,Alta,False,22.26,Nivel Experto,Sin Experiencia,18,26,Menos del 25%,False,False,Presencial,Flexible,8,4,1587809.1,True,True,Entregable A,True,Info C
326,17,Proyecto_326,29,182015.07,Recurso B,Exito,2020-11-21,2020-12-22,Baja,True,97.66,Nivel Alto,Sin Experiencia,1,19,50%-75%,False,True,Híbrido,Fijo,10,1,3903182.03,False,False,Entregable C,False,Info C
327,33,Proyecto_327,270,659166.44,Recurso B,Exito,2020-11-22,2020-12-23,Media,True,59.03,Nivel Medio,General,16,26,25%-50%,True,False,Híbrido,Fijo,7,2,2738894.39,True,False,Entregable B,True,Info C
328,48,Proyecto_328,302,849535.73,Recurso C,Exito,2020-11-23,2020-12-24,Alta,False,67.21,Nivel Alto,Sin Experiencia,7,37,50%-75%,True,True,Remoto,Fijo,10,5,4170049.05,False,False,Entregable C,True,Info C
329,12,Proyecto_329,265,727074.29,Recurso C,Fracaso,2020-11-24,2020-12-25,Baja,True,35.11,Nivel Alto,General,3,27,25%-50%,True,False,Híbrido,Flexible,2,2,602397.2,False,True,Entregable B,True,Info C
330,22,Proyecto_330,231,794172.7,Recurso A,Exito,2020-11-25,2020-12-26,Media,False,56.1,Nivel Medio,General,4,30,25%-50%,False,False,Remoto,Flexible,4,3,4606743.15,True,True,Entregable C,True,Info C
331,22,Proyecto_331,235,410750.44,Recurso C,Exito,2020-11-26,2020-12-27,Baja,True,51.48,Nivel Alto,Sin Experiencia,9,30,Más del 75%,True,True,Presencial,Flexible,11,2,4677813.38,False,False,Entregable C,True,Info C
332,46,Proyecto_332,62,657535.04,Recurso A,Fracaso,2020-11-27,2020-12-28,Baja,False,21.37,Nivel Medio,Específica,5,3,Más del 75%,False,True,Presencial,Fijo,6,3,818799.45,False,True,Entregable C,True,Info B
333,30,Proyecto_333,364,360693.88,Recurso B,Exito,2020-11-28,2020-12-29,Media,True,24.02,Nivel Medio,General,19,43,Menos del 25%,False,True,Remoto,Fijo,3,4,217683.55,True,False,Entregable A,True,Info B
334,38,Proyecto_334,351,530249.58,Recurso C,Fracaso,2020-11-29,2020-12-30,Alta,True,86.19,Nivel Alto,Sin Experiencia,15,7,Más del 75%,False,True,Presencial,Flexible,3,3,4949714.84,True,True,Entregable B,True,Info B
335,38,Proyecto_335,289,486818.5,Recurso A,Fracaso,2020-11-30,2020-12-31,Baja,False,35.38,Nivel Bajo,General,8,49,25%-50%,False,True,Híbrido,Fijo,6,5,2437145.38,True,False,Entregable A,True,Info B
336,45,Proyecto_336,90,185118.27,Recurso A,Fracaso,2020-12-01,2021-01-01,Baja,False,31.57,Nivel Medio,Específica,6,9,50%-75%,True,False,Remoto,Fijo,1,1,2881773.25,False,True,Entregable A,True,Info A
337,8,Proyecto_337,211,393207.97,Recurso B,Fracaso,2020-12-02,2021-01-02,Alta,False,57.92,Nivel Alto,Específica,18,41,50%-75%,True,False,Remoto,Fijo,1,3,3098728.43,True,True,Entregable C,True,Info B
338,27,Proyecto_338,167,964184.05,Recurso C,Exito,2020-12-03,2021-01-03,Alta,False,80.34,Nivel Medio,General,19,42,Menos del 25%,True,True,Remoto,Flexible,5,2,3958858.89,True,True,Entregable B,True,Info A
339,27,Proyecto_339,129,256094.46,Recurso B,Exito,2020-12-04,2021-01-04,Media,True,20.27,Nivel Bajo,Específica,15,13,Más del 75%,False,False,Presencial,Fijo,1,3,4069340.45,False,True,Entregable B,False,Info A
340,34,Proyecto_340,68,142465.7,Recurso A,Exito,2020-12-05,2021-01-05,Media,False,64.03,Nivel Bajo,Sin Experiencia,7,15,Menos del 25%,True,False,Presencial,Fijo,10,4,1009929.86,True,True,Entregable B,True,Info A
341,21,Proyecto_341,224,424394.82,Recurso A,Exito,2020-12-06,2021-01-06,Media,False,25.13,Nivel Experto,Sin Experiencia,10,5,25%-50%,True,True,Híbrido,Flexible,8,3,1221351.87,True,True,Entregable B,True,Info C
342,30,Proyecto_342,137,792434.36,Recurso C,Exito,2020-12-07,2021-01-07,Alta,True,18.1,Nivel Medio,General,6,29,Más del 75%,True,False,Híbrido,Flexible,2,5,4390323.49,False,False,Entregable A,False,Info A
343,33,Proyecto_343,233,586326.75,Recurso A,Fracaso,2020-12-08,2021-01-08,Baja,False,19.48,Nivel Medio,Específica,14,35,Menos del 25%,False,False,Remoto,Flexible,6,3,4106612.14,True,False,Entregable A,False,Info A
344,28,Proyecto_344,218,684165.08,Recurso C,Exito,2020-12-09,2021-01-09,Baja,False,85.9,Nivel Alto,Sin Experiencia,17,27,50%-75%,True,True,Híbrido,Flexible,10,5,3107215.94,False,True,Entregable B,False,Info A
345,47,Proyecto_345,124,197797.9,Recurso B,Exito,2020-12-10,2021-01-10,Media,True,25.03,Nivel Medio,Sin Experiencia,9,27,50%-75%,False,True,Presencial,Flexible,10,2,4973760.84,True,False,Entregable A,True,Info C
346,33,Proyecto_346,218,622758.71,Recurso C,Exito,2020-12-11,2021-01-11,Alta,False,18.84,Nivel Experto,Sin Experiencia,19,8,Menos del 25%,True,False,Híbrido,Flexible,5,4,3689160.52,True,True,Entregable B,True,Info B
347,5,Proyecto_347,23,330265.39,Recurso C,Fracaso,2020-12-12,2021-01-12,Baja,False,52.22,Nivel Bajo,General,5,32,Menos del 25%,False,True,Presencial,Fijo,10,1,1118392.0,False,False,Entregable A,False,Info B
348,48,Proyecto_348,18,835960.33,Recurso A,Fracaso,2020-12-13,2021-01-13,Media,False,86.74,Nivel Bajo,General,7,20,Menos del 25%,True,False,Híbrido,Fijo,4,2,4240888.12,True,False,Entregable C,False,Info A
349,19,Proyecto_349,49,633005.82,Recurso A,Exito,2020-12-14,2021-01-14,Baja,False,37.3,Nivel Experto,Sin Experiencia,19,10,25%-50%,True,True,Presencial,Fijo,1,2,2102926.55,False,False,Entregable C,False,Info A
350,4,Proyecto_350,246,206867.71,Recurso C,Fracaso,2020-12-15,2021-01-15,Baja,False,50.85,Nivel Medio,Sin Experiencia,7,13,25%-50%,True,True,Presencial,Fijo,3,1,228955.67,True,False,Entregable B,True,Info B
351,35,Proyecto_351,290,73970.51,Recurso A,Exito,2020-12-16,2021-01-16,Alta,False,18.39,Nivel Medio,Específica,2,29,50%-75%,False,True,Híbrido,Flexible,4,3,1641035.33,True,True,Entregable B,True,Info B
352,49,Proyecto_352,210,52206.88,Recurso A,Exito,2020-12-17,2021-01-17,Alta,True,53.17,Nivel Experto,Específica,16,35,25%-50%,True,True,Híbrido,Fijo,2,3,3829578.61,False,False,Entregable A,False,Info B
353,17,Proyecto_353,255,377694.48,Recurso A,Fracaso,2020-12-18,2021-01-18,Baja,False,64.1,Nivel Alto,Específica,13,8,25%-50%,True,False,Presencial,Flexible,2,3,4803020.73,False,False,Entregable B,True,Info B
354,44,Proyecto_354,287,273192.63,Recurso C,Fracaso,2020-12-19,2021-01-19,Media,True,63.53,Nivel Bajo,General,8,29,Más del 75%,False,True,Remoto,Flexible,2,4,1416875.26,True,False,Entregable B,True,Info A
355,28,Proyecto_355,244,649629.22,Recurso A,Exito,2020-12-20,2021-01-20,Alta,True,43.26,Nivel Experto,Sin Experiencia,6,31,25%-50%,False,True,Híbrido,Fijo,11,2,1270255.81,True,True,Entregable A,False,Info A
356,30,Proyecto_356,13,504340.5,Recurso C,Exito,2020-12-21,2021-01-21,Baja,True,41.82,Nivel Experto,General,6,41,Más del 75%,False,False,Presencial,Fijo,1,5,2839902.1,True,False,Entregable B,False,Info A
357,29,Proyecto_357,163,273359.09,Recurso A,Fracaso,2020-12-22,2021-01-22,Alta,True,24.06,Nivel Medio,Sin Experiencia,9,30,25%-50%,False,False,Híbrido,Flexible,10,1,4067835.3,False,True,Entregable B,False,Info B
358,46,Proyecto_358,38,157745.4,Recurso B,Exito,2020-12-23,2021-01-23,Alta,False,46.18,Nivel Bajo,Específica,4,22,50%-75%,True,False,Híbrido,Flexible,2,2,3745302.13,False,True,Entregable C,True,Info C
359,6,Proyecto_359,118,135927.77,Recurso A,Fracaso,2020-12-24,2021-01-24,Alta,False,23.46,Nivel Medio,Específica,11,21,Menos del 25%,True,False,Híbrido,Flexible,6,3,2821796.57,True,False,Entregable C,True,Info B
360,35,Proyecto_360,107,866013.79,Recurso A,Exito,2020-12-25,2021-01-25,Baja,False,80.16,Nivel Experto,Específica,5,12,50%-75%,False,True,Híbrido,Flexible,3,1,3175378.92,True,True,Entregable C,True,Info B
