duracion,presupuesto,facturacion_anual,fortaleza_tecnologica,experiencia_requerida,lugar_trabajo,numero_perfiles_requeridos,precio_hora,volumetria,exito,prob_exito
15,607443,Más de 1M,Intermedio,Específica,Presencial,1,Dentro del mercado,140,1,38.38
7,332454,Menos de 250k,Intermedio,Sin Experiencia,Presencial,5,Dentro del mercado,32,1,35.1
13,613264,250k a 1M,Básico,Sin Experiencia,Remoto,6,Por debajo del mercado,84,1,32.54
10,475728,250k a 1M,Intermedio,Sin Experiencia,Remoto,8,Dentro del mercado,87,1,28.84
23,213529,Menos de 250k,Básico,General,Presencial,7,Dentro del mercado,95,0,3.38
18,771724,Más de 1M,Básico,Específica,Presencial,9,Dentro del mercado,164,1,22.55
20,655329,Menos de 250k,Básico,Específica,Remoto,2,Por debajo del mercado,135,0,28.93
12,600635,Menos de 250k,Intermedio,Específica,Remoto,2,Dentro del mercado,92,1,40.75
17,371926,Más de 1M,Experto,Específica,Remoto,6,Por debajo del mercado,150,1,19.11
13,662217,Más de 1M,Experto,Sin Experiencia,Presencial,8,Por encima del mercado,159,1,28.84
21,243350,250k a 1M,Intermedio,General,Remoto,4,Por encima del mercado,72,0,12.59
12,54471,Más de 1M,Experto,Sin Experiencia,Presencial,3,Por debajo del mercado,70,0,26.53
4,187535,250k a 1M,Básico,Sin Experiencia,Híbrido,1,Por debajo del mercado,208,0,46.66
1,315602,Más de 1M,Experto,General,Remoto,6,Dentro del mercado,88,1,44.05
22,349033,Menos de 250k,Intermedio,General,Híbrido,5,Por encima del mercado,68,0,12.72
15,413031,250k a 1M,Experto,Sin Experiencia,Presencial,4,Dentro del mercado,92,1,28.14
15,421913,250k a 1M,Básico,Específica,Híbrido,8,Por encima del mercado,154,1,19.67
21,370032,250k a 1M,Básico,General,Remoto,5,Dentro del mercado,136,0,14.88
2,76737,Menos de 250k,Intermedio,General,Híbrido,5,Dentro del mercado,94,0,38.43
10,538425,Menos de 250k,Intermedio,Sin Experiencia,Híbrido,8,Por encima del mercado,131,1,31.65
11,447065,Menos de 250k,Intermedio,Específica,Híbrido,12,Dentro del mercado,113,0,20.39
16,360731,Menos de 250k,Básico,General,Presencial,4,Por encima del mercado,93,1,24.26
8,779604,Menos de 250k,Experto,Sin Experiencia,Remoto,2,Por debajo del mercado,85,1,51.67
5,451567,250k a 1M,Experto,General,Presencial,2,Dentro del mercado,107,1,49.24
5,511706,Menos de 250k,Intermedio,Específica,Híbrido,6,Por encima del mercado,79,1,42.04
19,659170,250k a 1M,Experto,Sin Experiencia,Híbrido,2,Por encima del mercado,104,0,31.53
8,202028,Menos de 250k,Experto,Sin Experiencia,Presencial,4,Dentro del mercado,98,1,34.72
9,495478,Más de 1M,Intermedio,Específica,Presencial,4,Por encima del mercado,27,1,39.62
16,658510,250k a 1M,Intermedio,Sin Experiencia,Híbrido,10,Dentro del mercado,74,1,20.78
8,481734,Más de 1M,Básico,Específica,Remoto,9,Dentro del mercado,87,1,31.88
2,239331,250k a 1M,Básico,Sin Experiencia,Presencial,1,Por debajo del mercado,193,1,51.03
3,403505,Más de 1M,Básico,Específica,Híbrido,10,Por debajo del mercado,92,1,36.4
12,537797,Menos de 250k,Básico,General,Híbrido,1,Por debajo del mercado,114,1,41.31
15,78624,Menos de 250k,Experto,General,Remoto,5,Dentro del mercado,208,0,16.03
11,229468,Menos de 250k,Experto,General,Híbrido,2,Dentro del mercado,21,1,32.77
15,894707,250k a 1M,Básico,Sin Experiencia,Presencial,4,Por encima del mercado,23,1,40.39
2,596918,Más de 1M,Básico,Específica,Híbrido,2,Por debajo del mercado,61,1,56.93
3,796694,Menos de 250k,Intermedio,Específica,Híbrido,10,Por debajo del mercado,83,0,45.32
26,673264,Más de 1M,Experto,General,Híbrido,5,Por encima del mercado,88,0,15.13
19,578797,Más de 1M,Experto,General,Híbrido,6,Por debajo del mercado,74,0,20.79
17,438184,Menos de 250k,Básico,General,Remoto,2,Por debajo del mercado,38,1,29.7
8,576243,Menos de 250k,Experto,Específica,Presencial,1,Por debajo del mercado,149,1,49.0
11,789993,Más de 1M,Intermedio,General,Híbrido,4,Por encima del mercado,77,1,44.79
12,665108,Menos de 250k,Intermedio,Sin Experiencia,Presencial,7,Por debajo del mercado,159,1,33.52
20,533362,Menos de 250k,Experto,General,Remoto,5,Dentro del mercado,49,0,20.92
14,465531,Menos de 250k,Básico,General,Presencial,8,Por debajo del mercado,198,1,21.76
15,599665,250k a 1M,Experto,Específica,Remoto,5,Dentro del mercado,17,1,28.99
11,393591,Más de 1M,Intermedio,Sin Experiencia,Presencial,5,Por debajo del mercado,99,1,31.48
17,599695,Más de 1M,Básico,Específica,Presencial,7,Dentro del mercado,50,1,23.86
14,360409,250k a 1M,Experto,Sin Experiencia,Híbrido,5,Por debajo del mercado,102,1,25.39
12,429216,Más de 1M,Básico,Sin Experiencia,Presencial,8,Dentro del mercado,51,1,24.63
8,294459,Menos de 250k,Básico,General,Híbrido,7,Dentro del mercado,10,1,31.46
11,412047,Más de 1M,Intermedio,General,Híbrido,8,Por debajo del mercado,61,1,25.97
6,363254,Menos de 250k,Básico,Específica,Presencial,7,Por encima del mercado,180,1,35.58
12,838383,250k a 1M,Experto,Específica,Híbrido,9,Por debajo del mercado,50,1,33.2
13,321101,Menos de 250k,Básico,Específica,Presencial,7,Por encima del mercado,125,1,22.16
1,576967,Más de 1M,Básico,Sin Experiencia,Híbrido,10,Por encima del mercado,100,0,42.27
11,310624,Más de 1M,Experto,Específica,Híbrido,3,Por encima del mercado,77,1,33.32
5,509379,Más de 1M,Intermedio,Sin Experiencia,Remoto,8,Por encima del mercado,202,1,39.48
15,557983,250k a 1M,Intermedio,Sin Experiencia,Remoto,1,Por encima del mercado,84,1,36.96
16,129779,250k a 1M,Experto,Sin Experiencia,Presencial,8,Por encima del mercado,108,0,11.19
9,220460,Más de 1M,Experto,Sin Experiencia,Híbrido,5,Por debajo del mercado,104,1,29.44
15,309065,Menos de 250k,Intermedio,Sin Experiencia,Remoto,8,Dentro del mercado,179,1,16.62
16,239353,250k a 1M,Básico,General,Remoto,10,Dentro del mercado,25,0,10.0
11,516817,Más de 1M,Experto,Sin Experiencia,Remoto,7,Por debajo del mercado,212,1,30.41
21,548516,Más de 1M,Básico,Sin Experiencia,Híbrido,4,Por debajo del mercado,176,0,20.85
8,287386,250k a 1M,Experto,General,Presencial,2,Por debajo del mercado,120,1,40.96
21,524840,250k a 1M,Intermedio,General,Híbrido,7,Por encima del mercado,131,0,15.19
11,415184,250k a 1M,Básico,General,Híbrido,4,Por encima del mercado,89,1,34.35
7,480105,Menos de 250k,Básico,Específica,Remoto,7,Dentro del mercado,108,1,36.45
10,374315,Menos de 250k,Experto,Específica,Híbrido,3,Por debajo del mercado,121,1,35.91
5,597531,Más de 1M,Básico,Sin Experiencia,Híbrido,2,Dentro del mercado,55,1,51.51
17,826986,250k a 1M,Experto,Sin Experiencia,Remoto,4,Dentro del mercado,176,1,34.28
2,654867,Menos de 250k,Intermedio,Sin Experiencia,Remoto,7,Por encima del mercado,111,1,49.39
20,778678,250k a 1M,Básico,Sin Experiencia,Híbrido,5,Por encima del mercado,107,0,24.84
6,219435,Más de 1M,Experto,General,Remoto,3,Dentro del mercado,57,1,39.72
17,364858,Menos de 250k,Básico,Específica,Presencial,10,Por encima del mercado,158,0,9.95
12,613047,Menos de 250k,Experto,General,Presencial,5,Por encima del mercado,98,1,35.92
14,801659,Menos de 250k,Experto,Específica,Presencial,1,Por encima del mercado,74,1,45.33
8,630088,Más de 1M,Experto,General,Presencial,8,Dentro del mercado,46,1,36.06
14,294755,250k a 1M,Intermedio,Sin Experiencia,Presencial,5,Dentro del mercado,92,1,23.91
13,413069,Menos de 250k,Básico,Específica,Remoto,4,Dentro del mercado,42,1,30.0
3,566681,Más de 1M,Intermedio,Sin Experiencia,Remoto,4,Por debajo del mercado,117,1,49.89
6,467068,250k a 1M,Experto,Específica,Presencial,4,Dentro del mercado,139,1,42.41
9,340246,Más de 1M,Experto,Específica,Presencial,10,Por encima del mercado,80,0,23.9
7,441949,250k a 1M,Intermedio,Sin Experiencia,Presencial,6,Dentro del mercado,112,1,35.81
20,497113,Más de 1M,Intermedio,Sin Experiencia,Remoto,6,Por debajo del mercado,161,0,18.34
12,283016,250k a 1M,Básico,Sin Experiencia,Remoto,4,Por encima del mercado,91,1,28.58
7,696902,Menos de 250k,Experto,General,Híbrido,10,Dentro del mercado,95,0,34.84
9,412077,250k a 1M,Intermedio,Específica,Híbrido,8,Dentro del mercado,100,1,30.15
9,485485,Más de 1M,Experto,Específica,Híbrido,8,Por encima del mercado,78,1,31.25
10,707011,Más de 1M,Experto,Específica,Híbrido,6,Dentro del mercado,82,1,38.89
6,475000,250k a 1M,Básico,Sin Experiencia,Remoto,8,Por debajo del mercado,62,1,36.63
7,696072,Menos de 250k,Básico,Específica,Remoto,6,Por encima del mercado,121,1,43.18
17,294160,Menos de 250k,Básico,Específica,Remoto,4,Dentro del mercado,96,1,21.92
13,586591,250k a 1M,Intermedio,Sin Experiencia,Remoto,6,Por encima del mercado,130,1,30.59
11,667864,250k a 1M,Experto,Sin Experiencia,Presencial,11,Dentro del mercado,151,0,25.64
12,334026,Más de 1M,Intermedio,Específica,Híbrido,6,Dentro del mercado,47,1,27.1
12,464326,Menos de 250k,Intermedio,General,Remoto,9,Por encima del mercado,58,1,24.44
11,468465,250k a 1M,Básico,Sin Experiencia,Remoto,9,Dentro del mercado,135,1,26.65
15,541928,Menos de 250k,Experto,General,Híbrido,7,Dentro del mercado,87,1,25.0
15,594960,250k a 1M,Experto,General,Remoto,10,Por encima del mercado,104,1,20.5
3,317759,250k a 1M,Básico,General,Presencial,1,Dentro del mercado,104,1,51.66
11,487989,Menos de 250k,Experto,General,Remoto,1,Dentro del mercado,53,1,41.52
3,818264,250k a 1M,Básico,Sin Experiencia,Híbrido,10,Por encima del mercado,125,0,45.15
16,710775,250k a 1M,Intermedio,Específica,Presencial,3,Por debajo del mercado,112,1,35.3
17,658769,Más de 1M,Intermedio,Específica,Presencial,5,Por debajo del mercado,50,1,28.12
8,461444,250k a 1M,Básico,Sin Experiencia,Híbrido,10,Por debajo del mercado,92,0,27.14
11,925766,250k a 1M,Intermedio,Sin Experiencia,Híbrido,6,Por debajo del mercado,95,1,43.11
1,705963,250k a 1M,Intermedio,General,Presencial,10,Por debajo del mercado,137,0,45.84
18,507484,Más de 1M,Básico,General,Remoto,4,Por debajo del mercado,159,1,25.29
16,544082,Menos de 250k,Intermedio,Sin Experiencia,Híbrido,7,Por encima del mercado,100,1,22.81
19,408230,Más de 1M,Experto,Específica,Presencial,5,Por encima del mercado,16,0,18.36
21,578674,Más de 1M,Intermedio,General,Híbrido,9,Por encima del mercado,136,0,10.66
5,618615,Menos de 250k,Básico,Sin Experiencia,Remoto,4,Dentro del mercado,210,1,49.28
17,640522,Más de 1M,Experto,Sin Experiencia,Remoto,2,Por debajo del mercado,136,1,32.92
21,463863,Menos de 250k,Experto,Sin Experiencia,Presencial,4,Por debajo del mercado,86,0,19.61
3,205260,Más de 1M,Intermedio,General,Remoto,4,Por encima del mercado,120,1,42.62
11,548358,Menos de 250k,Experto,Sin Experiencia,Remoto,3,Dentro del mercado,140,1,39.3
10,641359,250k a 1M,Básico,Específica,Remoto,3,Dentro del mercado,106,1,43.8
17,304289,Más de 1M,Experto,Sin Experiencia,Híbrido,8,Por encima del mercado,166,1,12.32
1,481833,Más de 1M,Intermedio,General,Presencial,9,Por debajo del mercado,43,1,41.93
23,768293,Más de 1M,Intermedio,Específica,Presencial,6,Dentro del mercado,80,0,18.7
11,259305,Más de 1M,Experto,Específica,Presencial,3,Por debajo del mercado,123,1,31.49
17,443253,250k a 1M,Básico,Sin Experiencia,Remoto,3,Dentro del mercado,135,1,25.42
12,797428,Más de 1M,Básico,Sin Experiencia,Híbrido,1,Por debajo del mercado,73,1,48.54
15,531543,250k a 1M,Intermedio,Específica,Presencial,6,Dentro del mercado,77,1,26.09
1,394798,250k a 1M,Intermedio,Sin Experiencia,Híbrido,3,Por debajo del mercado,67,1,52.3
10,498594,250k a 1M,Básico,General,Presencial,9,Por debajo del mercado,63,1,27.49
17,665183,250k a 1M,Experto,Específica,Remoto,1,Por debajo del mercado,126,1,36.15
14,459299,Menos de 250k,Experto,Sin Experiencia,Presencial,3,Por encima del mercado,98,1,32.15
2,619516,Menos de 250k,Experto,Específica,Presencial,5,Por debajo del mercado,165,1,52.43
12,546998,Más de 1M,Experto,Sin Experiencia,Remoto,6,Por debajo del mercado,45,1,30.27
7,563416,Menos de 250k,Básico,Sin Experiencia,Remoto,10,Dentro del mercado,92,0,31.46
7,632308,Menos de 250k,Intermedio,General,Presencial,1,Dentro del mercado,137,1,52.86
3,441034,Más de 1M,Intermedio,Sin Experiencia,Híbrido,4,Por encima del mercado,117,1,48.04
16,311098,Más de 1M,Experto,Sin Experiencia,Remoto,1,Dentro del mercado,45,1,29.59
19,594879,Más de 1M,Básico,Sin Experiencia,Presencial,7,Por debajo del mercado,158,0,19.0
25,473519,Menos de 250k,Básico,General,Remoto,3,Por encima del mercado,105,0,14.52
3,410378,Menos de 250k,Experto,Sin Experiencia,Híbrido,5,Por encima del mercado,196,1,45.62
17,605277,Más de 1M,Experto,Sin Experiencia,Presencial,4,Por encima del mercado,93,1,28.49
17,755469,250k a 1M,Experto,Sin Experiencia,Presencial,5,Por debajo del mercado,158,1,29.86
9,469084,Más de 1M,Intermedio,Específica,Híbrido,5,Por debajo del mercado,82,1,38.47
6,501690,250k a 1M,Experto,General,Híbrido,2,Dentro del mercado,88,1,47.55
5,263647,250k a 1M,Intermedio,Específica,Presencial,5,Dentro del mercado,125,1,36.94
9,455461,Más de 1M,Básico,General,Híbrido,3,Dentro del mercado,15,1,41.43
13,544258,Más de 1M,Básico,General,Híbrido,7,Por encima del mercado,10,1,26.69
20,495911,Más de 1M,Intermedio,Específica,Presencial,5,Por debajo del mercado,66,0,18.45
19,427569,Menos de 250k,Intermedio,General,Remoto,2,Dentro del mercado,35,0,25.87
2,645168,250k a 1M,Intermedio,General,Híbrido,12,Por debajo del mercado,10,0,37.84
7,511602,Menos de 250k,Intermedio,Específica,Remoto,10,Por encima del mercado,137,1,30.73
20,1017761,Menos de 250k,Experto,Sin Experiencia,Remoto,12,Por debajo del mercado,60,0,17.79
8,541544,Más de 1M,Básico,General,Remoto,4,Por debajo del mercado,83,1,42.91
12,50000,Menos de 250k,Experto,Específica,Híbrido,2,Por encima del mercado,107,0,26.83
2,277594,Más de 1M,Intermedio,General,Presencial,7,Dentro del mercado,125,1,39.15
19,606424,250k a 1M,Experto,Específica,Presencial,8,Por debajo del mercado,114,0,16.98
1,371338,Más de 1M,Experto,Sin Experiencia,Presencial,6,Por debajo del mercado,110,1,46.44
2,383754,Menos de 250k,Básico,General,Presencial,1,Por encima del mercado,123,1,54.02
18,252154,Menos de 250k,Experto,Sin Experiencia,Presencial,2,Por debajo del mercado,75,0,21.68
24,404654,Más de 1M,Básico,Sin Experiencia,Presencial,6,Por debajo del mercado,64,0,8.38
10,538786,Más de 1M,Intermedio,Específica,Remoto,3,Por debajo del mercado,10,1,40.34
12,577167,Menos de 250k,Experto,General,Remoto,1,Por encima del mercado,132,1,42.9
17,296021,250k a 1M,Intermedio,General,Remoto,4,Por debajo del mercado,66,1,19.86
14,661081,250k a 1M,Básico,General,Híbrido,1,Por encima del mercado,199,1,41.63
10,261726,Más de 1M,Intermedio,General,Híbrido,3,Dentro del mercado,137,1,33.9
9,587591,250k a 1M,Intermedio,General,Híbrido,4,Por debajo del mercado,148,1,42.1
3,567409,Menos de 250k,Básico,Específica,Presencial,6,Por encima del mercado,135,1,47.99
13,313128,Más de 1M,Intermedio,General,Remoto,7,Por encima del mercado,127,1,22.21
11,289337,Menos de 250k,Intermedio,Sin Experiencia,Híbrido,6,Por debajo del mercado,124,1,25.89
9,576458,Menos de 250k,Intermedio,Sin Experiencia,Remoto,8,Por encima del mercado,128,1,33.41
6,388023,250k a 1M,Experto,General,Presencial,4,Dentro del mercado,109,1,40.73
7,461900,Más de 1M,Intermedio,Específica,Remoto,1,Dentro del mercado,69,1,48.55
16,637467,Más de 1M,Básico,Específica,Presencial,5,Dentro del mercado,41,1,29.49
17,595827,250k a 1M,Experto,General,Híbrido,2,Dentro del mercado,121,1,31.33
10,316811,Menos de 250k,Experto,Sin Experiencia,Presencial,1,Por encima del mercado,165,1,39.19
9,489284,Menos de 250k,Básico,General,Presencial,7,Por encima del mercado,94,1,33.08
7,313057,Menos de 250k,Intermedio,General,Remoto,1,Dentro del mercado,108,1,44.36
18,673988,Menos de 250k,Experto,General,Presencial,7,Dentro del mercado,34,1,23.4
12,807303,Más de 1M,Experto,Específica,Híbrido,1,Dentro del mercado,77,1,47.63
14,330981,Más de 1M,Experto,Específica,Híbrido,4,Dentro del mercado,39,1,26.34
14,493767,250k a 1M,Intermedio,Sin Experiencia,Presencial,3,Dentro del mercado,42,1,32.14
10,683492,250k a 1M,Experto,Sin Experiencia,Remoto,8,Por encima del mercado,105,1,33.34
5,504842,Más de 1M,Básico,General,Híbrido,7,Dentro del mercado,97,1,40.71
6,612301,Más de 1M,Intermedio,Sin Experiencia,Híbrido,3,Dentro del mercado,139,1,50.21
19,510321,Menos de 250k,Básico,General,Presencial,5,Por debajo del mercado,138,0,22.42
8,288639,Menos de 250k,Básico,Sin Experiencia,Presencial,9,Por encima del mercado,56,1,26.5
10,523785,250k a 1M,Experto,General,Híbrido,9,Dentro del mercado,10,1,28.24
5,725457,Más de 1M,Experto,Específica,Presencial,1,Por encima del mercado,53,1,57.48
5,562858,250k a 1M,Experto,General,Presencial,9,Por debajo del mercado,64,1,38.33
7,824735,Más de 1M,Básico,Específica,Híbrido,9,Por debajo del mercado,128,1,40.87
22,145699,Menos de 250k,Intermedio,Específica,Remoto,6,Dentro del mercado,131,0,5.69
16,575809,250k a 1M,Experto,Sin Experiencia,Remoto,5,Dentro del mercado,98,1,28.36
9,370398,250k a 1M,Experto,Sin Experiencia,Híbrido,3,Dentro del mercado,137,1,37.83
18,324874,Más de 1M,Básico,Específica,Presencial,1,Dentro del mercado,228,0,24.81
11,766884,Menos de 250k,Intermedio,General,Híbrido,6,Por debajo del mercado,94,1,38.66
20,448999,250k a 1M,Básico,General,Híbrido,4,Por encima del mercado,88,0,18.7
25,429691,Menos de 250k,Experto,Sin Experiencia,Presencial,6,Dentro del mercado,58,0,6.02
18,568715,250k a 1M,Básico,General,Remoto,6,Por encima del mercado,116,0,21.18
13,69496,Menos de 250k,Experto,General,Remoto,13,Dentro del mercado,157,0,5.68
16,770973,Más de 1M,Intermedio,General,Presencial,9,Dentro del mercado,75,1,25.1
12,880886,250k a 1M,Básico,Específica,Híbrido,7,Por debajo del mercado,80,1,38.59
1,683023,250k a 1M,Experto,Específica,Presencial,1,Dentro del mercado,74,1,63.41
8,582398,Menos de 250k,Experto,General,Híbrido,6,Dentro del mercado,42,1,38.75
6,456685,Menos de 250k,Experto,Sin Experiencia,Presencial,10,Dentro del mercado,107,1,31.44
8,284958,250k a 1M,Experto,General,Presencial,4,Por debajo del mercado,108,1,36.45
23,738813,Más de 1M,Básico,Sin Experiencia,Remoto,12,Por encima del mercado,98,0,7.39
19,683268,Menos de 250k,Experto,Específica,Remoto,7,Por debajo del mercado,192,0,22.6
15,590023,Menos de 250k,Básico,General,Presencial,6,Dentro del mercado,120,1,28.57
17,566726,Menos de 250k,Experto,General,Presencial,2,Dentro del mercado,44,1,31.99
1,560118,250k a 1M,Básico,Sin Experiencia,Remoto,10,Dentro del mercado,132,1,43.31
16,394813,250k a 1M,Básico,Sin Experiencia,Híbrido,3,Por encima del mercado,83,1,27.57
18,1000234,250k a 1M,Experto,General,Remoto,3,Por encima del mercado,84,1,39.0
1,442875,250k a 1M,Experto,General,Híbrido,1,Dentro del mercado,91,1,57.41
17,414659,Más de 1M,Experto,Sin Experiencia,Remoto,8,Dentro del mercado,86,1,17.34
3,724121,Más de 1M,Experto,Específica,Remoto,7,Por encima del mercado,113,1,48.82
1,494159,250k a 1M,Intermedio,Sin Experiencia,Híbrido,5,Por debajo del mercado,206,1,50.63
20,496201,Más de 1M,Experto,General,Presencial,7,Por debajo del mercado,82,0,14.7
6,782914,Menos de 250k,Experto,Específica,Remoto,7,Por encima del mercado,104,1,45.77
8,635723,Menos de 250k,Experto,Específica,Remoto,4,Por encima del mercado,112,1,45.25
18,645884,Menos de 250k,Básico,Específica,Remoto,3,Dentro del mercado,74,1,30.96
10,216458,250k a 1M,Experto,Específica,Presencial,1,Por encima del mercado,80,1,36.46
11,580108,Menos de 250k,Básico,General,Remoto,4,Por encima del mercado,150,1,37.37
11,298878,Más de 1M,Básico,Específica,Presencial,1,Dentro del mercado,74,1,37.34
14,409001,250k a 1M,Básico,Sin Experiencia,Remoto,5,Por encima del mercado,56,1,25.77
11,535128,Más de 1M,Básico,Sin Experiencia,Híbrido,5,Dentro del mercado,189,1,36.6
13,492758,Menos de 250k,Intermedio,Sin Experiencia,Remoto,4,Por debajo del mercado,40,1,33.59
9,630844,Menos de 250k,Experto,General,Remoto,8,Por debajo del mercado,144,1,34.53
14,654140,Menos de 250k,Básico,Específica,Presencial,2,Por debajo del mercado,90,1,38.75
14,669127,250k a 1M,Experto,Sin Experiencia,Presencial,1,Dentro del mercado,39,1,41.59
23,231160,Más de 1M,Básico,Sin Experiencia,Presencial,4,Por debajo del mercado,81,0,8.15
10,972532,250k a 1M,Intermedio,Sin Experiencia,Híbrido,3,Por debajo del mercado,89,1,52.57
11,495084,250k a 1M,Básico,Específica,Híbrido,5,Dentro del mercado,18,1,33.49
13,742587,Menos de 250k,Experto,Sin Experiencia,Presencial,2,Dentro del mercado,121,1,41.66
18,50000,250k a 1M,Experto,Específica,Híbrido,6,Por debajo del mercado,116,0,9.08
5,446934,250k a 1M,Intermedio,Específica,Presencial,2,Por debajo del mercado,83,1,47.93
13,207864,Menos de 250k,Experto,Específica,Híbrido,2,Por debajo del mercado,124,1,30.06
1,327727,250k a 1M,Experto,General,Presencial,7,Por encima del mercado,110,1,42.83
10,510111,Menos de 250k,Básico,General,Presencial,5,Dentro del mercado,165,1,35.75
18,433050,Menos de 250k,Experto,Específica,Híbrido,1,Dentro del mercado,46,0,27.22
8,762803,Menos de 250k,Básico,Específica,Remoto,2,Dentro del mercado,85,1,52.04
13,853798,Menos de 250k,Intermedio,General,Presencial,4,Dentro del mercado,150,1,41.81
9,306633,250k a 1M,Experto,General,Presencial,2,Por debajo del mercado,127,1,39.81
7,402447,Menos de 250k,Básico,Específica,Remoto,4,Dentro del mercado,10,1,40.38
18,293782,Menos de 250k,Experto,General,Presencial,4,Por encima del mercado,17,1,19.15
6,731180,250k a 1M,Básico,Sin Experiencia,Presencial,2,Por encima del mercado,100,1,54.23
14,531809,250k a 1M,Intermedio,Específica,Híbrido,7,Por debajo del mercado,182,1,26.47
14,506466,Más de 1M,Básico,Específica,Remoto,2,Por debajo del mercado,78,1,35.7
7,562493,250k a 1M,Experto,General,Presencial,9,Dentro del mercado,132,1,35.11
13,437766,250k a 1M,Básico,Sin Experiencia,Presencial,4,Por debajo del mercado,104,1,30.7
6,328706,Más de 1M,Experto,General,Remoto,3,Por debajo del mercado,129,1,41.53
15,510211,250k a 1M,Intermedio,Sin Experiencia,Remoto,7,Por debajo del mercado,154,1,24.3
4,446598,250k a 1M,Básico,Sin Experiencia,Híbrido,5,Por encima del mercado,147,1,44.11
10,569405,250k a 1M,Experto,Específica,Híbrido,7,Dentro del mercado,145,1,33.07
10,173604,250k a 1M,Experto,Sin Experiencia,Híbrido,1,Por debajo del mercado,69,0,34.87
19,537272,Más de 1M,Experto,Específica,Presencial,7,Dentro del mercado,92,0,19.2
13,362151,250k a 1M,Básico,Sin Experiencia,Remoto,3,Dentro del mercado,126,1,30.77
18,530261,250k a 1M,Básico,Específica,Híbrido,5,Dentro del mercado,124,1,23.48
15,681018,Más de 1M,Básico,Sin Experiencia,Remoto,5,Por encima del mercado,130,1,32.01
15,388750,Menos de 250k,Intermedio,General,Presencial,9,Dentro del mercado,12,1,16.16
10,739344,Más de 1M,Experto,Sin Experiencia,Presencial,1,Dentro del mercado,160,1,49.8
18,151847,Menos de 250k,Experto,General,Remoto,10,Por debajo del mercado,15,0,3.9
10,808766,Más de 1M,Intermedio,Sin Experiencia,Remoto,7,Por debajo del mercado,62,1,39.54
2,747699,Más de 1M,Intermedio,Sin Experiencia,Híbrido,5,Por encima del mercado,110,1,55.08
11,322682,250k a 1M,Básico,Específica,Remoto,1,Dentro del mercado,99,1,38.21
15,324355,Menos de 250k,Básico,Sin Experiencia,Híbrido,1,Por encima del mercado,171,1,31.57
2,201009,250k a 1M,Básico,Sin Experiencia,Remoto,3,Dentro del mercado,41,1,44.46
7,684276,Menos de 250k,Básico,Sin Experiencia,Remoto,7,Por encima del mercado,82,1,42.15
5,433918,Más de 1M,Básico,General,Remoto,5,Dentro del mercado,10,1,43.19
17,419246,Más de 1M,Básico,Específica,Presencial,7,Por debajo del mercado,107,1,19.14
22,275437,Menos de 250k,Intermedio,Específica,Presencial,1,Por encima del mercado,90,0,18.16
11,862395,250k a 1M,Intermedio,Sin Experiencia,Presencial,5,Por debajo del mercado,38,1,43.39
15,305448,250k a 1M,Intermedio,Sin Experiencia,Híbrido,8,Dentro del mercado,165,1,15.75
15,504833,250k a 1M,Experto,General,Híbrido,9,Por encima del mercado,154,1,18.85
21,543194,250k a 1M,Experto,Sin Experiencia,Presencial,1,Por debajo del mercado,104,0,25.57
8,420266,Más de 1M,Básico,Específica,Presencial,4,Por debajo del mercado,157,1,39.14
11,379822,Más de 1M,Intermedio,Específica,Remoto,4,Por debajo del mercado,95,1,33.74
10,426148,Más de 1M,Experto,General,Remoto,3,Dentro del mercado,136,1,37.82
12,613067,Más de 1M,Experto,General,Híbrido,8,Por encima del mercado,143,1,29.13
27,430589,Más de 1M,Intermedio,Específica,Híbrido,14,Por debajo del mercado,47,0,0.0
12,825109,250k a 1M,Experto,General,Remoto,2,Dentro del mercado,122,1,47.0
7,344592,250k a 1M,Experto,Sin Experiencia,Híbrido,6,Dentro del mercado,108,1,34.61
5,650821,250k a 1M,Intermedio,Sin Experiencia,Presencial,6,Dentro del mercado,49,1,46.04
20,148720,250k a 1M,Experto,General,Remoto,6,Por encima del mercado,36,0,9.29
7,344615,Más de 1M,Intermedio,Específica,Remoto,9,Dentro del mercado,125,1,29.21
16,336742,Más de 1M,Experto,General,Híbrido,6,Dentro del mercado,86,1,19.54
8,279217,Más de 1M,Intermedio,Específica,Remoto,1,Por encima del mercado,27,1,41.78
4,556695,Menos de 250k,Experto,General,Remoto,1,Por encima del mercado,129,1,54.58
16,477963,250k a 1M,Experto,General,Presencial,2,Dentro del mercado,147,1,32.3
8,50000,250k a 1M,Intermedio,General,Remoto,3,Dentro del mercado,41,0,32.05
15,899107,Más de 1M,Experto,Sin Experiencia,Remoto,5,Por debajo del mercado,100,1,39.06
15,535203,250k a 1M,Intermedio,Sin Experiencia,Remoto,4,Por encima del mercado,176,1,29.68
15,500235,250k a 1M,Intermedio,Específica,Remoto,1,Por encima del mercado,54,1,35.04
10,762024,Más de 1M,Experto,General,Presencial,1,Por debajo del mercado,185,1,49.73
16,697772,Menos de 250k,Básico,Sin Experiencia,Remoto,1,Dentro del mercado,84,1,38.58
6,440365,Menos de 250k,Experto,General,Presencial,1,Dentro del mercado,96,1,48.23
1,109497,Menos de 250k,Básico,Específica,Presencial,8,Dentro del mercado,30,0,35.12
16,612877,Más de 1M,Básico,Sin Experiencia,Presencial,4,Dentro del mercado,32,1,29.88
13,307431,250k a 1M,Experto,Específica,Híbrido,2,Por debajo del mercado,67,1,31.75
