duracion,presupuesto,facturacion_anual,fortaleza_tecnologica,experiencia_requerida,lugar_trabajo,numero_perfiles_requeridos,precio_hora,volumetria,prob_exito,exito
50,117091,Entre 250k y 1M,Intermedio,General,Presencial,19,Dentro del mercado,0,100.0,1
23,944148,Menos de 250k,Experto,Específica,Remoto,3,Dentro del mercado,0,88.6,1
60,588054,Más de 1M,Intermedio,Sin Experiencia,Híbrido,15,Por debajo del mercado,1,100.0,1
24,540820,Menos de 250k,Intermedio,General,Híbrido,16,Dentro del mercado,0,70.2,1
40,870676,Menos de 250k,Intermedio,Específica,Presencial,5,Por debajo del mercado,0,97.1,1
60,600346,Más de 1M,Experto,General,Híbrido,19,Por encima del mercado,0,100.0,1
53,800113,Más de 1M,Intermedio,Específica,Híbrido,7,Por encima del mercado,0,100.0,1
59,150015,Entre 250k y 1M,Experto,Específica,Remoto,13,Por encima del mercado,0,100.0,1
46,104802,Entre 250k y 1M,Experto,Específica,Presencial,5,Por encima del mercado,1,95.3,1
21,219511,Más de 1M,Básico,General,Presencial,19,Por encima del mercado,1,100.0,1
37,290001,Más de 1M,Intermedio,General,Presencial,10,Dentro del mercado,0,100.0,1
56,911553,Menos de 250k,Experto,Sin Experiencia,Híbrido,7,Por debajo del mercado,1,76.1,1
18,65050,Más de 1M,Experto,Sin Experiencia,Híbrido,20,Por debajo del mercado,1,100.0,1
59,566228,Entre 250k y 1M,Experto,Sin Experiencia,Remoto,7,Por encima del mercado,0,100.0,1
44,932475,Menos de 250k,Experto,Específica,Híbrido,17,Por encima del mercado,0,81.0,1
32,715639,Menos de 250k,Básico,Sin Experiencia,Remoto,12,Dentro del mercado,1,81.8,1
44,795046,Más de 1M,Intermedio,Específica,Presencial,19,Dentro del mercado,1,95.4,1
48,79007,Más de 1M,Básico,Sin Experiencia,Híbrido,5,Por encima del mercado,0,63.4,0
16,915387,Menos de 250k,Básico,Específica,Presencial,1,Por encima del mercado,1,84.0,1
41,454687,Entre 250k y 1M,Experto,General,Híbrido,8,Por debajo del mercado,1,100.0,1
56,308390,Más de 1M,Experto,Específica,Remoto,14,Por debajo del mercado,1,92.0,1
15,145166,Menos de 250k,Intermedio,General,Híbrido,17,Dentro del mercado,0,100.0,1
48,883934,Más de 1M,Experto,Específica,Híbrido,14,Por debajo del mercado,1,83.5,1
21,649723,Más de 1M,Experto,General,Remoto,4,Por encima del mercado,1,85.4,1
37,720110,Entre 250k y 1M,Intermedio,Sin Experiencia,Híbrido,17,Dentro del mercado,0,100.0,1
12,111398,Más de 1M,Básico,General,Remoto,3,Por encima del mercado,0,97.5,1
30,908868,Menos de 250k,Intermedio,Específica,Híbrido,15,Por debajo del mercado,1,100.0,1
49,806103,Entre 250k y 1M,Intermedio,General,Presencial,9,Dentro del mercado,1,100.0,1
42,690903,Entre 250k y 1M,Básico,Sin Experiencia,Remoto,20,Por encima del mercado,1,59.4,0
43,613353,Menos de 250k,Intermedio,Sin Experiencia,Híbrido,13,Por debajo del mercado,0,100.0,1
17,733548,Entre 250k y 1M,Intermedio,Específica,Presencial,5,Por debajo del mercado,0,100.0,1
24,341521,Entre 250k y 1M,Experto,Específica,Híbrido,5,Por debajo del mercado,1,88.0,1
30,751403,Menos de 250k,Intermedio,Específica,Híbrido,3,Por debajo del mercado,1,81.5,1
21,987370,Entre 250k y 1M,Experto,Específica,Presencial,17,Por encima del mercado,1,72.5,1
54,931138,Menos de 250k,Básico,Específica,Remoto,8,Por encima del mercado,0,73.8,1
46,760781,Menos de 250k,Intermedio,Específica,Presencial,14,Por encima del mercado,0,50.5,0
60,757110,Menos de 250k,Intermedio,Sin Experiencia,Presencial,2,Dentro del mercado,1,100.0,1
57,678693,Más de 1M,Intermedio,General,Híbrido,2,Dentro del mercado,1,100.0,1
20,384439,Menos de 250k,Básico,Sin Experiencia,Presencial,19,Dentro del mercado,1,91.5,1
56,150951,Entre 250k y 1M,Experto,General,Presencial,18,Por encima del mercado,1,55.0,0
28,467485,Entre 250k y 1M,Intermedio,General,Híbrido,14,Dentro del mercado,0,81.7,1
48,751604,Menos de 250k,Experto,Sin Experiencia,Remoto,7,Dentro del mercado,0,100.0,1
29,137383,Entre 250k y 1M,Intermedio,Específica,Remoto,19,Por encima del mercado,1,84.6,1
37,528311,Más de 1M,Básico,Específica,Remoto,17,Por debajo del mercado,0,100.0,1
46,968115,Menos de 250k,Básico,Sin Experiencia,Presencial,11,Dentro del mercado,0,100.0,1
44,985036,Más de 1M,Experto,Específica,Remoto,6,Por debajo del mercado,1,60.9,0
50,82132,Menos de 250k,Intermedio,General,Remoto,7,Dentro del mercado,1,100.0,1
54,160263,Menos de 250k,Básico,Específica,Remoto,5,Por debajo del mercado,0,65.8,0
27,504697,Entre 250k y 1M,Experto,Específica,Presencial,15,Por encima del mercado,1,100.0,1
12,721469,Entre 250k y 1M,Básico,Sin Experiencia,Presencial,13,Dentro del mercado,0,84.5,1
34,70530,Menos de 250k,Experto,Específica,Presencial,2,Por encima del mercado,1,100.0,1
38,742139,Menos de 250k,Experto,Sin Experiencia,Remoto,11,Por encima del mercado,0,54.8,0
46,406104,Menos de 250k,Intermedio,General,Presencial,1,Por debajo del mercado,1,62.9,0
56,164570,Entre 250k y 1M,Básico,Específica,Híbrido,4,Dentro del mercado,0,100.0,1
48,497448,Menos de 250k,Básico,Específica,Remoto,6,Por debajo del mercado,0,100.0,1
20,709495,Más de 1M,Experto,General,Presencial,3,Por debajo del mercado,0,88.3,1
43,209157,Menos de 250k,Experto,General,Presencial,13,Por encima del mercado,1,100.0,1
43,703010,Entre 250k y 1M,Básico,Específica,Híbrido,7,Por debajo del mercado,1,76.5,1
28,942047,Más de 1M,Básico,Específica,Presencial,12,Dentro del mercado,1,75.8,1
32,849215,Más de 1M,Experto,Específica,Híbrido,20,Por debajo del mercado,1,76.0,1
28,463803,Entre 250k y 1M,Experto,General,Remoto,9,Dentro del mercado,0,100.0,1
50,599691,Menos de 250k,Experto,General,Remoto,7,Por encima del mercado,1,58.4,0
40,359112,Menos de 250k,Experto,Sin Experiencia,Presencial,15,Dentro del mercado,1,85.3,1
55,279024,Más de 1M,Básico,General,Presencial,5,Dentro del mercado,0,86.1,1
29,682485,Más de 1M,Experto,Sin Experiencia,Presencial,8,Por encima del mercado,1,100.0,1
17,472597,Entre 250k y 1M,Básico,Específica,Remoto,17,Dentro del mercado,0,67.2,0
56,679633,Entre 250k y 1M,Experto,Sin Experiencia,Presencial,20,Dentro del mercado,0,76.2,1
33,448440,Más de 1M,Experto,Sin Experiencia,Presencial,9,Dentro del mercado,0,72.3,1
56,231168,Más de 1M,Intermedio,General,Remoto,2,Por encima del mercado,1,97.8,1
39,499818,Menos de 250k,Básico,Sin Experiencia,Remoto,19,Dentro del mercado,0,100.0,1
24,756704,Más de 1M,Experto,General,Remoto,6,Dentro del mercado,1,95.2,1
20,337590,Más de 1M,Experto,Sin Experiencia,Híbrido,17,Por encima del mercado,1,90.8,1
29,549842,Menos de 250k,Experto,Sin Experiencia,Remoto,5,Por debajo del mercado,1,96.7,1
38,960506,Entre 250k y 1M,Básico,Sin Experiencia,Remoto,20,Por encima del mercado,0,56.9,0
34,107368,Más de 1M,Experto,General,Híbrido,2,Dentro del mercado,0,85.8,1
44,444538,Entre 250k y 1M,Intermedio,General,Híbrido,2,Por encima del mercado,1,73.3,1
57,677012,Menos de 250k,Experto,Específica,Híbrido,19,Por encima del mercado,1,100.0,1
59,560023,Menos de 250k,Intermedio,Específica,Remoto,4,Por encima del mercado,0,91.4,1
25,863632,Menos de 250k,Experto,Específica,Presencial,17,Por encima del mercado,1,82.7,1
36,431838,Más de 1M,Básico,Específica,Híbrido,12,Por encima del mercado,0,100.0,1
21,80306,Menos de 250k,Intermedio,Sin Experiencia,Presencial,19,Por debajo del mercado,0,68.0,0
12,798444,Menos de 250k,Intermedio,Específica,Presencial,5,Por encima del mercado,1,66.4,0
21,678761,Más de 1M,Experto,Específica,Híbrido,12,Dentro del mercado,1,60.9,0
30,391574,Más de 1M,Experto,General,Híbrido,6,Por encima del mercado,1,85.2,1
27,887833,Menos de 250k,Básico,Sin Experiencia,Presencial,4,Dentro del mercado,0,96.5,1
27,864399,Menos de 250k,Intermedio,General,Presencial,2,Por encima del mercado,0,91.6,1
46,845901,Más de 1M,Experto,General,Remoto,8,Por encima del mercado,0,100.0,1
34,740287,Entre 250k y 1M,Intermedio,Sin Experiencia,Remoto,14,Por debajo del mercado,1,75.1,1
34,779872,Más de 1M,Experto,Sin Experiencia,Presencial,13,Por encima del mercado,1,100.0,1
13,298066,Menos de 250k,Básico,Específica,Híbrido,16,Por encima del mercado,0,100.0,1
23,570421,Más de 1M,Experto,Sin Experiencia,Presencial,19,Dentro del mercado,0,69.3,0
24,810864,Menos de 250k,Básico,Sin Experiencia,Presencial,5,Dentro del mercado,0,100.0,1
45,438469,Más de 1M,Experto,General,Remoto,5,Por encima del mercado,0,100.0,1
25,400298,Más de 1M,Básico,General,Presencial,15,Dentro del mercado,0,95.1,1
23,476062,Menos de 250k,Básico,Sin Experiencia,Remoto,6,Por encima del mercado,1,74.3,1
26,251837,Menos de 250k,Básico,Sin Experiencia,Remoto,20,Dentro del mercado,1,99.6,1
55,179211,Entre 250k y 1M,Básico,Sin Experiencia,Remoto,19,Dentro del mercado,1,100.0,1
37,252763,Menos de 250k,Experto,Específica,Remoto,15,Por encima del mercado,0,58.1,0
29,435317,Menos de 250k,Intermedio,Sin Experiencia,Presencial,4,Por encima del mercado,0,59.0,0
19,989254,Entre 250k y 1M,Experto,Específica,Híbrido,14,Por debajo del mercado,1,97.6,1
31,573672,Menos de 250k,Experto,General,Presencial,16,Por debajo del mercado,1,91.0,1
49,707019,Entre 250k y 1M,Experto,Sin Experiencia,Presencial,13,Por debajo del mercado,1,100.0,1
29,951080,Más de 1M,Básico,General,Híbrido,6,Por debajo del mercado,0,100.0,1
26,259315,Más de 1M,Intermedio,Específica,Presencial,2,Dentro del mercado,0,100.0,1
55,565354,Menos de 250k,Intermedio,Sin Experiencia,Presencial,13,Por encima del mercado,0,97.1,1
49,261859,Más de 1M,Básico,Sin Experiencia,Remoto,3,Dentro del mercado,0,100.0,1
12,428079,Más de 1M,Básico,Específica,Híbrido,7,Por debajo del mercado,1,100.0,1
55,695169,Entre 250k y 1M,Básico,General,Remoto,5,Por encima del mercado,1,100.0,1
56,642437,Entre 250k y 1M,Experto,Sin Experiencia,Híbrido,6,Por encima del mercado,0,100.0,1
13,939913,Menos de 250k,Intermedio,General,Remoto,16,Por debajo del mercado,0,99.0,1
54,857508,Entre 250k y 1M,Intermedio,General,Presencial,9,Por encima del mercado,0,78.1,1
34,419283,Más de 1M,Experto,Sin Experiencia,Remoto,20,Por encima del mercado,1,100.0,1
52,498932,Entre 250k y 1M,Básico,Específica,Presencial,8,Por encima del mercado,1,96.7,1
26,886991,Entre 250k y 1M,Intermedio,Específica,Presencial,7,Por debajo del mercado,1,94.8,1
48,675307,Más de 1M,Intermedio,Específica,Remoto,11,Dentro del mercado,0,100.0,1
14,185951,Más de 1M,Experto,General,Híbrido,6,Dentro del mercado,1,100.0,1
14,553405,Menos de 250k,Básico,General,Presencial,19,Por debajo del mercado,0,96.4,1
17,159117,Más de 1M,Experto,Específica,Presencial,6,Por debajo del mercado,0,60.8,0
47,145528,Más de 1M,Intermedio,Sin Experiencia,Híbrido,4,Dentro del mercado,0,100.0,1
34,228393,Más de 1M,Intermedio,Específica,Remoto,17,Por encima del mercado,0,100.0,1
57,151294,Entre 250k y 1M,Intermedio,Sin Experiencia,Presencial,9,Por encima del mercado,0,100.0,1
28,733849,Entre 250k y 1M,Básico,Específica,Presencial,19,Por debajo del mercado,0,100.0,1
44,522653,Menos de 250k,Básico,General,Presencial,15,Dentro del mercado,0,100.0,1
41,185331,Entre 250k y 1M,Intermedio,General,Remoto,3,Por encima del mercado,0,100.0,1
33,748082,Más de 1M,Básico,General,Presencial,8,Por debajo del mercado,0,87.6,1
58,868741,Más de 1M,Básico,General,Presencial,14,Por encima del mercado,0,64.6,0
50,768696,Más de 1M,Intermedio,Sin Experiencia,Presencial,7,Dentro del mercado,1,100.0,1
29,326511,Menos de 250k,Intermedio,Sin Experiencia,Remoto,13,Por debajo del mercado,0,96.1,1
54,644237,Más de 1M,Experto,Sin Experiencia,Híbrido,6,Por debajo del mercado,0,66.7,0
52,789519,Más de 1M,Básico,Específica,Híbrido,19,Por encima del mercado,1,100.0,1
29,709982,Entre 250k y 1M,Intermedio,General,Remoto,14,Por debajo del mercado,0,100.0,1
34,58852,Entre 250k y 1M,Experto,General,Presencial,20,Por debajo del mercado,1,55.0,0
42,368887,Entre 250k y 1M,Básico,Específica,Presencial,4,Por encima del mercado,1,67.6,0
24,132566,Entre 250k y 1M,Intermedio,Sin Experiencia,Presencial,9,Por debajo del mercado,1,68.8,0
51,817742,Más de 1M,Básico,General,Presencial,8,Dentro del mercado,0,97.5,1
51,661836,Entre 250k y 1M,Experto,Sin Experiencia,Presencial,16,Por encima del mercado,1,73.4,1
36,843651,Menos de 250k,Intermedio,General,Híbrido,10,Por encima del mercado,1,100.0,1
38,500390,Entre 250k y 1M,Intermedio,Sin Experiencia,Híbrido,11,Por encima del mercado,1,96.8,1
30,219088,Entre 250k y 1M,Intermedio,Sin Experiencia,Presencial,11,Por debajo del mercado,0,96.2,1
19,884356,Entre 250k y 1M,Básico,Específica,Híbrido,18,Dentro del mercado,0,95.5,1
24,142720,Más de 1M,Intermedio,Sin Experiencia,Remoto,9,Por encima del mercado,1,70.1,1
41,127024,Más de 1M,Experto,Específica,Presencial,11,Por encima del mercado,1,85.0,1
22,650771,Entre 250k y 1M,Experto,Específica,Presencial,9,Por encima del mercado,1,100.0,1
19,217711,Más de 1M,Intermedio,Específica,Presencial,13,Dentro del mercado,1,93.2,1
36,883346,Entre 250k y 1M,Básico,General,Presencial,12,Dentro del mercado,1,100.0,1
42,834523,Más de 1M,Básico,General,Remoto,4,Por debajo del mercado,0,100.0,1
33,145169,Entre 250k y 1M,Intermedio,Sin Experiencia,Híbrido,20,Dentro del mercado,0,100.0,1
35,700193,Más de 1M,Intermedio,General,Presencial,18,Por encima del mercado,0,100.0,1
33,596453,Más de 1M,Intermedio,General,Híbrido,1,Dentro del mercado,1,92.7,1
13,877074,Menos de 250k,Básico,Específica,Remoto,7,Dentro del mercado,0,100.0,1
57,304873,Más de 1M,Experto,Sin Experiencia,Híbrido,11,Dentro del mercado,1,77.3,1
43,272459,Menos de 250k,Intermedio,Específica,Presencial,8,Por debajo del mercado,0,99.4,1
23,903823,Entre 250k y 1M,Experto,Sin Experiencia,Remoto,19,Por debajo del mercado,1,100.0,1
34,147940,Más de 1M,Básico,General,Presencial,17,Por encima del mercado,0,100.0,1
51,977627,Más de 1M,Básico,General,Presencial,5,Por encima del mercado,0,88.7,1
52,864137,Menos de 250k,Básico,Específica,Presencial,8,Dentro del mercado,0,100.0,1
46,638795,Más de 1M,Intermedio,Específica,Remoto,20,Por debajo del mercado,1,100.0,1
44,957602,Entre 250k y 1M,Intermedio,Sin Experiencia,Presencial,10,Por debajo del mercado,1,89.5,1
42,620909,Entre 250k y 1M,Intermedio,Específica,Presencial,20,Por debajo del mercado,1,78.5,1
33,591615,Menos de 250k,Básico,Específica,Remoto,7,Dentro del mercado,0,96.4,1
41,569885,Más de 1M,Básico,Sin Experiencia,Remoto,4,Dentro del mercado,0,100.0,1
42,852606,Entre 250k y 1M,Básico,General,Remoto,15,Dentro del mercado,1,57.2,0
48,639634,Más de 1M,Básico,General,Remoto,6,Por debajo del mercado,0,86.0,1
37,438593,Menos de 250k,Intermedio,Específica,Híbrido,20,Por encima del mercado,0,100.0,1
58,464859,Entre 250k y 1M,Intermedio,General,Remoto,18,Por debajo del mercado,0,90.7,1
12,390010,Entre 250k y 1M,Intermedio,Específica,Remoto,7,Dentro del mercado,1,98.7,1
19,992852,Más de 1M,Experto,General,Remoto,18,Por encima del mercado,1,77.9,1
36,108410,Menos de 250k,Básico,Específica,Híbrido,20,Por debajo del mercado,0,91.3,1
53,173054,Más de 1M,Básico,Específica,Remoto,20,Por debajo del mercado,1,73.2,1
12,289989,Menos de 250k,Intermedio,General,Remoto,3,Dentro del mercado,0,100.0,1
19,262111,Entre 250k y 1M,Básico,Sin Experiencia,Remoto,6,Dentro del mercado,0,100.0,1
44,733203,Menos de 250k,Básico,General,Presencial,16,Por encima del mercado,1,85.9,1
48,699357,Más de 1M,Experto,Específica,Híbrido,11,Por debajo del mercado,0,79.4,1
31,909942,Entre 250k y 1M,Intermedio,Específica,Remoto,1,Por debajo del mercado,0,100.0,1
37,717838,Más de 1M,Básico,Específica,Híbrido,5,Por debajo del mercado,1,100.0,1
31,482570,Más de 1M,Experto,General,Remoto,1,Dentro del mercado,1,83.8,1
37,373480,Menos de 250k,Intermedio,Específica,Presencial,6,Por encima del mercado,1,91.7,1
43,210991,Menos de 250k,Experto,General,Híbrido,4,Por encima del mercado,1,100.0,1
32,615699,Menos de 250k,Intermedio,Específica,Presencial,4,Por debajo del mercado,1,74.3,1
21,902033,Menos de 250k,Intermedio,Específica,Presencial,11,Dentro del mercado,1,98.9,1
56,516474,Menos de 250k,Intermedio,Sin Experiencia,Presencial,20,Por debajo del mercado,1,100.0,1
39,677769,Entre 250k y 1M,Intermedio,Sin Experiencia,Presencial,14,Por encima del mercado,0,92.9,1
33,192193,Entre 250k y 1M,Experto,Sin Experiencia,Remoto,19,Por encima del mercado,0,67.8,0
24,727809,Menos de 250k,Básico,Específica,Presencial,13,Dentro del mercado,1,100.0,1
48,982522,Más de 1M,Intermedio,General,Presencial,19,Dentro del mercado,0,100.0,1
45,307216,Entre 250k y 1M,Experto,Específica,Híbrido,7,Por encima del mercado,1,100.0,1
58,340581,Menos de 250k,Experto,Sin Experiencia,Híbrido,17,Dentro del mercado,1,100.0,1
20,63417,Más de 1M,Experto,General,Presencial,5,Por debajo del mercado,0,100.0,1
46,799912,Más de 1M,Experto,Específica,Remoto,20,Por debajo del mercado,1,99.7,1
19,551348,Menos de 250k,Experto,Sin Experiencia,Presencial,20,Dentro del mercado,1,76.6,1
39,251730,Menos de 250k,Intermedio,Sin Experiencia,Presencial,6,Dentro del mercado,1,85.1,1
24,655252,Menos de 250k,Básico,General,Presencial,19,Por debajo del mercado,1,74.4,1
32,284069,Menos de 250k,Intermedio,General,Remoto,16,Por encima del mercado,1,100.0,1
52,98220,Entre 250k y 1M,Experto,Específica,Presencial,11,Por encima del mercado,0,100.0,1
30,613086,Más de 1M,Experto,Sin Experiencia,Remoto,20,Por encima del mercado,1,66.1,0
31,516586,Menos de 250k,Básico,Específica,Presencial,1,Por encima del mercado,0,100.0,1
48,897872,Más de 1M,Básico,Específica,Remoto,18,Por debajo del mercado,0,94.8,1
34,143431,Entre 250k y 1M,Experto,Específica,Híbrido,8,Por encima del mercado,0,100.0,1
23,837378,Más de 1M,Experto,Específica,Presencial,1,Por debajo del mercado,1,81.1,1
17,514069,Entre 250k y 1M,Básico,General,Remoto,16,Por debajo del mercado,0,82.8,1
42,363305,Menos de 250k,Básico,Sin Experiencia,Remoto,1,Dentro del mercado,1,100.0,1
53,362666,Entre 250k y 1M,Experto,General,Remoto,5,Por encima del mercado,1,100.0,1
22,605420,Menos de 250k,Intermedio,General,Híbrido,17,Por encima del mercado,0,78.9,1
41,124416,Más de 1M,Experto,General,Remoto,4,Por debajo del mercado,1,100.0,1
29,207719,Más de 1M,Básico,General,Híbrido,15,Por encima del mercado,0,99.1,1
58,309445,Más de 1M,Intermedio,General,Remoto,4,Dentro del mercado,0,76.8,1
26,266234,Más de 1M,Básico,Sin Experiencia,Presencial,15,Por encima del mercado,0,72.6,1
14,753366,Menos de 250k,Experto,General,Presencial,6,Por encima del mercado,1,100.0,1
43,862637,Más de 1M,Intermedio,Específica,Presencial,14,Por debajo del mercado,0,100.0,1
42,326360,Más de 1M,Intermedio,Sin Experiencia,Híbrido,11,Por debajo del mercado,0,62.2,0
27,471415,Más de 1M,Intermedio,Sin Experiencia,Híbrido,19,Por debajo del mercado,0,80.4,1
40,653030,Más de 1M,Intermedio,Sin Experiencia,Híbrido,19,Por debajo del mercado,1,97.3,1
57,814394,Menos de 250k,Intermedio,General,Remoto,20,Dentro del mercado,1,100.0,1
22,325171,Más de 1M,Experto,Específica,Remoto,12,Dentro del mercado,0,99.1,1
30,802271,Más de 1M,Experto,General,Presencial,14,Por encima del mercado,0,100.0,1
14,762783,Más de 1M,Básico,Sin Experiencia,Remoto,19,Por encima del mercado,0,100.0,1
35,879810,Más de 1M,Experto,Sin Experiencia,Remoto,11,Dentro del mercado,0,82.4,1
12,323138,Entre 250k y 1M,Intermedio,General,Híbrido,19,Por encima del mercado,0,100.0,1
14,561984,Entre 250k y 1M,Experto,Sin Experiencia,Híbrido,15,Por debajo del mercado,0,100.0,1
41,768676,Más de 1M,Experto,Específica,Remoto,2,Por debajo del mercado,0,66.7,0
46,399353,Entre 250k y 1M,Experto,General,Híbrido,18,Por debajo del mercado,0,89.9,1
57,470804,Entre 250k y 1M,Básico,General,Presencial,5,Dentro del mercado,0,98.7,1
30,512273,Más de 1M,Básico,Específica,Presencial,18,Por debajo del mercado,1,100.0,1
25,851661,Más de 1M,Experto,Sin Experiencia,Remoto,14,Dentro del mercado,0,68.1,0
24,899156,Entre 250k y 1M,Intermedio,General,Híbrido,10,Dentro del mercado,0,100.0,1
35,108540,Más de 1M,Intermedio,Específica,Híbrido,5,Por debajo del mercado,0,59.0,0
38,784394,Menos de 250k,Básico,Específica,Remoto,19,Por encima del mercado,1,79.8,1
25,108717,Más de 1M,Básico,General,Remoto,10,Por debajo del mercado,1,57.9,0
56,64445,Menos de 250k,Básico,Específica,Híbrido,13,Dentro del mercado,0,100.0,1
48,883657,Más de 1M,Básico,Específica,Presencial,20,Por encima del mercado,0,93.8,1
28,122031,Más de 1M,Básico,Sin Experiencia,Remoto,1,Por debajo del mercado,0,100.0,1
12,116182,Entre 250k y 1M,Experto,General,Remoto,12,Por encima del mercado,1,70.0,1
53,287270,Entre 250k y 1M,Intermedio,Sin Experiencia,Remoto,20,Por debajo del mercado,0,95.0,1
51,439534,Más de 1M,Básico,General,Híbrido,1,Dentro del mercado,1,100.0,1
27,248940,Más de 1M,Experto,Específica,Remoto,14,Dentro del mercado,1,100.0,1
42,156839,Entre 250k y 1M,Básico,Sin Experiencia,Remoto,16,Por encima del mercado,1,91.3,1
15,533539,Menos de 250k,Básico,Específica,Remoto,18,Dentro del mercado,1,74.4,1
32,344879,Más de 1M,Intermedio,Sin Experiencia,Híbrido,12,Por debajo del mercado,1,93.4,1
53,940963,Entre 250k y 1M,Básico,Sin Experiencia,Presencial,12,Dentro del mercado,0,100.0,1
21,764912,Entre 250k y 1M,Intermedio,General,Remoto,2,Por debajo del mercado,0,66.8,0
17,722015,Entre 250k y 1M,Experto,Sin Experiencia,Híbrido,2,Por debajo del mercado,1,100.0,1
27,781067,Entre 250k y 1M,Básico,Sin Experiencia,Presencial,1,Dentro del mercado,1,79.7,1
55,612080,Entre 250k y 1M,Intermedio,Específica,Híbrido,10,Por encima del mercado,0,96.6,1
47,87754,Entre 250k y 1M,Experto,General,Presencial,10,Por debajo del mercado,0,89.3,1
28,554646,Menos de 250k,Experto,Específica,Remoto,14,Por debajo del mercado,0,99.3,1
52,219943,Menos de 250k,Intermedio,General,Híbrido,7,Dentro del mercado,1,100.0,1
47,66024,Entre 250k y 1M,Intermedio,Específica,Presencial,11,Por encima del mercado,1,100.0,1
39,177316,Menos de 250k,Experto,Específica,Remoto,5,Por encima del mercado,0,91.2,1
47,599377,Entre 250k y 1M,Experto,Específica,Remoto,18,Por debajo del mercado,1,91.3,1
18,130089,Entre 250k y 1M,Experto,Sin Experiencia,Remoto,6,Por encima del mercado,1,79.5,1
58,891317,Entre 250k y 1M,Básico,Sin Experiencia,Presencial,16,Dentro del mercado,0,100.0,1
22,793155,Más de 1M,Básico,Sin Experiencia,Remoto,10,Dentro del mercado,0,100.0,1
22,247750,Entre 250k y 1M,Intermedio,Sin Experiencia,Remoto,5,Dentro del mercado,1,100.0,1
42,301677,Más de 1M,Experto,Específica,Presencial,17,Por debajo del mercado,1,72.1,1
30,761608,Menos de 250k,Experto,Sin Experiencia,Remoto,19,Por debajo del mercado,1,100.0,1
19,750737,Más de 1M,Básico,General,Presencial,1,Por debajo del mercado,1,100.0,1
25,227662,Más de 1M,Intermedio,Específica,Híbrido,8,Por debajo del mercado,0,100.0,1
33,230512,Más de 1M,Experto,Específica,Presencial,9,Por debajo del mercado,0,100.0,1
32,398243,Menos de 250k,Básico,General,Remoto,17,Por encima del mercado,0,100.0,1
20,887113,Entre 250k y 1M,Básico,General,Presencial,13,Por encima del mercado,0,95.2,1
32,973978,Más de 1M,Básico,Específica,Remoto,20,Dentro del mercado,1,100.0,1
15,372115,Menos de 250k,Experto,Específica,Presencial,5,Dentro del mercado,1,100.0,1
55,70619,Menos de 250k,Experto,Específica,Remoto,19,Por debajo del mercado,1,100.0,1
23,572490,Menos de 250k,Experto,Sin Experiencia,Híbrido,2,Por debajo del mercado,1,86.5,1
19,779738,Entre 250k y 1M,Intermedio,Específica,Híbrido,18,Dentro del mercado,1,100.0,1
23,909513,Entre 250k y 1M,Experto,General,Presencial,1,Por debajo del mercado,1,96.8,1
31,826680,Entre 250k y 1M,Básico,Sin Experiencia,Híbrido,9,Por debajo del mercado,1,84.6,1
36,751364,Entre 250k y 1M,Básico,General,Híbrido,14,Por encima del mercado,1,100.0,1
59,185197,Entre 250k y 1M,Básico,Sin Experiencia,Híbrido,14,Por encima del mercado,1,62.5,0
22,905528,Entre 250k y 1M,Básico,General,Presencial,2,Por encima del mercado,0,100.0,1
28,737127,Entre 250k y 1M,Básico,General,Presencial,13,Por debajo del mercado,1,92.9,1
39,239592,Entre 250k y 1M,Intermedio,General,Híbrido,3,Por debajo del mercado,1,66.8,0
19,944886,Menos de 250k,Intermedio,General,Remoto,20,Dentro del mercado,0,72.7,1
57,433157,Más de 1M,Experto,Sin Experiencia,Presencial,9,Por encima del mercado,1,98.3,1
17,283820,Entre 250k y 1M,Experto,Específica,Híbrido,5,Por encima del mercado,1,94.2,1
25,407218,Más de 1M,Experto,Específica,Híbrido,7,Por debajo del mercado,1,100.0,1
56,516191,Más de 1M,Experto,General,Presencial,14,Por debajo del mercado,0,67.4,0
23,781760,Más de 1M,Intermedio,Específica,Híbrido,8,Dentro del mercado,0,69.5,0
53,257772,Menos de 250k,Intermedio,Sin Experiencia,Presencial,3,Dentro del mercado,1,99.9,1
12,297037,Entre 250k y 1M,Experto,Sin Experiencia,Híbrido,17,Dentro del mercado,1,90.8,1
15,50331,Entre 250k y 1M,Experto,Específica,Remoto,2,Por debajo del mercado,1,100.0,1
25,990130,Menos de 250k,Básico,Específica,Híbrido,13,Por encima del mercado,0,72.2,1
32,119481,Más de 1M,Básico,Sin Experiencia,Híbrido,19,Por encima del mercado,0,99.2,1
37,122635,Menos de 250k,Básico,Específica,Remoto,15,Por encima del mercado,1,100.0,1
58,768747,Más de 1M,Experto,Sin Experiencia,Presencial,2,Por debajo del mercado,0,94.3,1
31,740342,Entre 250k y 1M,Experto,Específica,Presencial,5,Dentro del mercado,0,84.7,1
20,730463,Entre 250k y 1M,Experto,General,Remoto,9,Dentro del mercado,1,72.2,1
57,331356,Entre 250k y 1M,Experto,General,Remoto,8,Por debajo del mercado,0,100.0,1
29,999356,Más de 1M,Intermedio,General,Presencial,10,Dentro del mercado,1,90.0,1
43,200530,Entre 250k y 1M,Experto,Específica,Presencial,11,Dentro del mercado,0,100.0,1
17,584610,Más de 1M,Intermedio,Sin Experiencia,Remoto,11,Por debajo del mercado,1,100.0,1
