duracion,presupuesto,facturacion_anual,fortaleza_tecnologica,experiencia_requerida,lugar_trabajo,numero_perfiles_requeridos,precio_hora,volumetria,prob_exito
59,411939,Menos de 250k,Básico,Sin Experiencia,Presencial,10,Dentro del mercado,0,9
48,854923,250k a 1M,Intermedio,Específica,Remoto,8,Por encima del mercado,0,77
36,925585,Más de 1M,Intermedio,Sin Experiencia,Remoto,5,Dentro del mercado,1,100
58,836984,250k a 1M,Básico,Sin Experiencia,Presencial,3,Dentro del mercado,1,63
34,692894,250k a 1M,Intermedio,Sin Experiencia,Remoto,10,Dentro del mercado,1,79
48,858343,Menos de 250k,Intermedio,Sin Experiencia,Presencial,9,Dentro del mercado,1,55
22,275152,250k a 1M,Intermedio,Sin Experiencia,Remoto,2,Por encima del mercado,1,70
52,227755,250k a 1M,Intermedio,General,Presencial,4,Dentro del mercado,0,58
41,110266,250k a 1M,Intermedio,Sin Experiencia,Remoto,3,Por encima del mercado,0,44
60,867761,Menos de 250k,Intermedio,Específica,Presencial,9,Por debajo del mercado,0,45
36,916009,250k a 1M,Básico,General,Remoto,2,Por encima del mercado,0,53
28,617393,Más de 1M,Intermedio,Sin Experiencia,Remoto,4,Por encima del mercado,1,86
57,265079,250k a 1M,Experto,Sin Experiencia,Remoto,10,Dentro del mercado,0,66
43,800765,Más de 1M,Intermedio,Sin Experiencia,Remoto,3,Por encima del mercado,1,88
49,175631,250k a 1M,Básico,Específica,Remoto,5,Por debajo del mercado,0,54
34,783127,250k a 1M,Experto,General,Remoto,4,Por debajo del mercado,0,84
26,192736,250k a 1M,Básico,General,Remoto,9,Dentro del mercado,1,66
37,730022,Más de 1M,Intermedio,Sin Experiencia,Remoto,3,Dentro del mercado,1,96
27,399466,Menos de 250k,Intermedio,General,Presencial,8,Por debajo del mercado,0,27
29,712286,250k a 1M,Experto,Sin Experiencia,Presencial,4,Dentro del mercado,1,93
54,361266,250k a 1M,Básico,Sin Experiencia,Presencial,10,Dentro del mercado,0,28
40,369827,Más de 1M,Básico,General,Remoto,5,Por encima del mercado,0,58
44,939793,250k a 1M,Intermedio,Sin Experiencia,Presencial,1,Dentro del mercado,0,56
31,427190,250k a 1M,Intermedio,Específica,Presencial,1,Dentro del mercado,0,66
15,547249,250k a 1M,Básico,General,Presencial,8,Dentro del mercado,1,75
45,169636,250k a 1M,Básico,Específica,Presencial,7,Dentro del mercado,1,70
45,719595,250k a 1M,Intermedio,General,Remoto,3,Dentro del mercado,1,96
14,824692,Más de 1M,Experto,Específica,Remoto,6,Dentro del mercado,0,100
13,136266,250k a 1M,Intermedio,General,Remoto,4,Dentro del mercado,1,96
57,438532,250k a 1M,Básico,Específica,Presencial,8,Dentro del mercado,0,53
13,705772,Más de 1M,Intermedio,General,Remoto,4,Dentro del mercado,0,98
56,869045,Menos de 250k,Experto,General,Remoto,2,Por encima del mercado,0,62
31,433546,250k a 1M,Experto,Sin Experiencia,Presencial,7,Dentro del mercado,1,85
28,155206,Más de 1M,Experto,General,Presencial,2,Dentro del mercado,0,78
46,906140,Más de 1M,Intermedio,Específica,Remoto,1,Por debajo del mercado,1,100
59,741125,Menos de 250k,Básico,General,Remoto,8,Dentro del mercado,1,59
52,979461,250k a 1M,Experto,Sin Experiencia,Remoto,8,Dentro del mercado,0,84
51,748468,Más de 1M,Intermedio,Sin Experiencia,Presencial,7,Por debajo del mercado,1,76
42,409770,250k a 1M,Básico,General,Presencial,6,Dentro del mercado,1,67
32,432196,250k a 1M,Básico,Sin Experiencia,Presencial,3,Dentro del mercado,1,55
50,354945,Más de 1M,Intermedio,General,Remoto,2,Por encima del mercado,1,87
18,297158,250k a 1M,Intermedio,General,Remoto,5,Dentro del mercado,0,76
40,405198,Menos de 250k,Intermedio,Específica,Presencial,5,Dentro del mercado,0,54
59,144371,Menos de 250k,Experto,General,Presencial,7,Dentro del mercado,0,49
42,559123,Más de 1M,Experto,Sin Experiencia,Presencial,2,Dentro del mercado,0,76
54,220209,Menos de 250k,Experto,General,Presencial,9,Por debajo del mercado,0,37
56,176042,Más de 1M,Intermedio,General,Remoto,9,Por debajo del mercado,1,81
56,419384,250k a 1M,Intermedio,Específica,Presencial,2,Por encima del mercado,1,78
18,763085,Más de 1M,Intermedio,General,Presencial,1,Por debajo del mercado,1,88
49,750433,250k a 1M,Básico,General,Remoto,6,Dentro del mercado,1,84
44,788827,Menos de 250k,Básico,Específica,Remoto,10,Por debajo del mercado,0,36
17,568473,Menos de 250k,Experto,General,Presencial,7,Dentro del mercado,1,88
10,949190,250k a 1M,Intermedio,Sin Experiencia,Remoto,6,Dentro del mercado,1,100
27,448267,250k a 1M,Intermedio,General,Presencial,10,Dentro del mercado,1,74
38,597005,250k a 1M,Intermedio,Sin Experiencia,Presencial,2,Dentro del mercado,1,71
30,196264,Menos de 250k,Intermedio,General,Presencial,5,Por debajo del mercado,1,49
37,316700,Menos de 250k,Experto,Sin Experiencia,Presencial,1,Dentro del mercado,1,59
28,264385,Menos de 250k,Básico,Específica,Presencial,7,Por debajo del mercado,1,42
42,101090,250k a 1M,Intermedio,General,Presencial,5,Por encima del mercado,0,48
45,808326,Menos de 250k,Intermedio,Sin Experiencia,Presencial,9,Dentro del mercado,0,34
34,545265,Menos de 250k,Experto,Sin Experiencia,Presencial,10,Dentro del mercado,1,61
6,146634,Menos de 250k,Básico,Sin Experiencia,Presencial,6,Por debajo del mercado,0,16
42,708382,Menos de 250k,Intermedio,General,Remoto,1,Dentro del mercado,0,52
40,856253,250k a 1M,Básico,Específica,Remoto,6,Dentro del mercado,1,96
52,347146,250k a 1M,Intermedio,Específica,Presencial,6,Dentro del mercado,1,90
54,157385,Más de 1M,Básico,General,Presencial,8,Dentro del mercado,0,48
59,936547,250k a 1M,Intermedio,General,Remoto,10,Por debajo del mercado,1,84
36,110197,250k a 1M,Intermedio,Específica,Remoto,6,Dentro del mercado,1,96
26,267001,250k a 1M,Básico,General,Remoto,9,Por debajo del mercado,1,58
6,147715,250k a 1M,Básico,General,Presencial,1,Dentro del mercado,0,50
29,508839,250k a 1M,Intermedio,Específica,Presencial,3,Por debajo del mercado,0,62
45,693123,Menos de 250k,Experto,Específica,Remoto,4,Dentro del mercado,1,100
37,709386,Más de 1M,Intermedio,General,Presencial,4,Por debajo del mercado,1,88
31,868778,Menos de 250k,Experto,General,Presencial,1,Dentro del mercado,0,60
55,854382,250k a 1M,Experto,General,Remoto,4,Dentro del mercado,1,100
6,149321,250k a 1M,Intermedio,Específica,Remoto,9,Por encima del mercado,0,75
27,468668,Menos de 250k,Experto,Sin Experiencia,Presencial,5,Dentro del mercado,1,70
46,653998,250k a 1M,Básico,General,Presencial,4,Por encima del mercado,0,42
45,901796,250k a 1M,Intermedio,Sin Experiencia,Remoto,4,Por encima del mercado,0,62
42,122052,250k a 1M,Básico,Sin Experiencia,Remoto,7,Por debajo del mercado,1,49
36,269842,250k a 1M,Básico,General,Presencial,10,Por encima del mercado,1,46
34,773033,250k a 1M,Básico,Específica,Remoto,9,Dentro del mercado,1,88
24,167835,Más de 1M,Intermedio,Específica,Remoto,5,Dentro del mercado,1,100
49,323658,250k a 1M,Básico,Específica,Remoto,3,Dentro del mercado,1,83
11,163663,250k a 1M,Intermedio,Sin Experiencia,Presencial,7,Dentro del mercado,1,80
38,523977,250k a 1M,Experto,Específica,Remoto,3,Dentro del mercado,1,100
8,292278,250k a 1M,Intermedio,Específica,Remoto,5,Dentro del mercado,0,96
38,738565,250k a 1M,Básico,Específica,Presencial,2,Dentro del mercado,1,79
55,834268,250k a 1M,Experto,Específica,Remoto,6,Por encima del mercado,0,95
6,142758,Más de 1M,Intermedio,General,Presencial,4,Por debajo del mercado,0,71
53,621651,250k a 1M,Intermedio,General,Presencial,4,Por debajo del mercado,1,76
11,761372,250k a 1M,Experto,General,Presencial,6,Por encima del mercado,0,89
40,516781,Menos de 250k,Intermedio,General,Presencial,8,Dentro del mercado,1,60
42,612707,Más de 1M,Experto,Específica,Presencial,2,Dentro del mercado,0,97
52,791304,Más de 1M,Básico,Sin Experiencia,Remoto,1,Por encima del mercado,0,48
50,957029,250k a 1M,Intermedio,Específica,Presencial,5,Por encima del mercado,0,75
26,848556,Menos de 250k,Experto,Específica,Presencial,2,Dentro del mercado,0,71
27,983800,Más de 1M,Intermedio,General,Remoto,4,Por encima del mercado,1,100
40,164291,Menos de 250k,Experto,Sin Experiencia,Presencial,9,Por debajo del mercado,1,46
44,223201,Más de 1M,Básico,General,Remoto,5,Por encima del mercado,1,75
25,117797,Más de 1M,Intermedio,General,Presencial,8,Por debajo del mercado,0,52
40,485544,250k a 1M,Experto,General,Presencial,7,Dentro del mercado,0,76
47,168356,250k a 1M,Experto,General,Remoto,6,Dentro del mercado,1,100
56,461223,Menos de 250k,Básico,Específica,Remoto,1,Dentro del mercado,0,42
34,540530,250k a 1M,Básico,General,Presencial,7,Dentro del mercado,1,67
29,919216,250k a 1M,Experto,Sin Experiencia,Remoto,5,Dentro del mercado,1,100
6,728525,250k a 1M,Básico,Sin Experiencia,Presencial,7,Por encima del mercado,1,66
54,842395,Menos de 250k,Básico,Específica,Remoto,7,Dentro del mercado,0,53
24,665027,Menos de 250k,Básico,General,Remoto,10,Dentro del mercado,1,54
41,678998,Menos de 250k,Intermedio,General,Presencial,10,Por debajo del mercado,1,49
21,651261,250k a 1M,Básico,General,Presencial,5,Dentro del mercado,0,59
41,902524,250k a 1M,Básico,Sin Experiencia,Presencial,8,Dentro del mercado,0,43
23,372984,250k a 1M,Intermedio,Sin Experiencia,Remoto,4,Por encima del mercado,1,76
18,183939,250k a 1M,Experto,Sin Experiencia,Presencial,4,Dentro del mercado,0,67
35,607891,Menos de 250k,Básico,General,Remoto,3,Dentro del mercado,1,59
39,525151,Más de 1M,Experto,General,Remoto,8,Por encima del mercado,0,85
50,926891,250k a 1M,Experto,General,Remoto,3,Dentro del mercado,0,95
34,832081,Menos de 250k,Intermedio,Específica,Presencial,2,Dentro del mercado,1,76
53,907486,Más de 1M,Intermedio,General,Remoto,10,Dentro del mercado,1,100
19,741641,Más de 1M,Intermedio,General,Presencial,3,Dentro del mercado,0,81
16,412811,250k a 1M,Experto,Específica,Presencial,3,Por encima del mercado,0,85
52,954476,250k a 1M,Intermedio,Sin Experiencia,Presencial,10,Dentro del mercado,1,75
16,831191,Menos de 250k,Básico,General,Presencial,2,Por debajo del mercado,0,31
12,136710,250k a 1M,Básico,General,Presencial,6,Dentro del mercado,0,51
59,501546,Más de 1M,Básico,Sin Experiencia,Presencial,3,Dentro del mercado,1,67
28,355380,Más de 1M,Básico,Específica,Remoto,9,Por debajo del mercado,1,80
44,841474,250k a 1M,Experto,General,Presencial,10,Dentro del mercado,1,97
8,278882,Menos de 250k,Básico,Específica,Presencial,9,Dentro del mercado,0,43
57,164499,250k a 1M,Experto,General,Remoto,9,Por debajo del mercado,1,86
49,494600,Más de 1M,Experto,General,Remoto,9,Dentro del mercado,1,100
27,795383,Menos de 250k,Intermedio,General,Remoto,8,Por debajo del mercado,1,65
9,962467,250k a 1M,Básico,Sin Experiencia,Remoto,1,Dentro del mercado,0,67
31,217657,Menos de 250k,Experto,Sin Experiencia,Remoto,10,Dentro del mercado,1,65
39,332392,250k a 1M,Básico,Sin Experiencia,Presencial,4,Por debajo del mercado,1,45
30,901035,Menos de 250k,Básico,Sin Experiencia,Presencial,10,Por debajo del mercado,1,29
8,304415,Menos de 250k,Intermedio,General,Remoto,3,Dentro del mercado,1,83
57,648554,250k a 1M,Intermedio,Sin Experiencia,Presencial,5,Dentro del mercado,1,78
54,627055,250k a 1M,Intermedio,Sin Experiencia,Presencial,9,Por debajo del mercado,1,60
48,452417,Más de 1M,Experto,Sin Experiencia,Remoto,4,Dentro del mercado,1,100
9,377221,Menos de 250k,Básico,Específica,Presencial,4,Dentro del mercado,0,51
54,909564,Menos de 250k,Básico,Específica,Presencial,3,Dentro del mercado,0,45
44,108190,250k a 1M,Intermedio,Sin Experiencia,Remoto,2,Por encima del mercado,1,62
6,647737,250k a 1M,Básico,General,Presencial,7,Dentro del mercado,1,84
35,726935,Menos de 250k,Básico,Específica,Presencial,7,Dentro del mercado,1,61
28,199881,250k a 1M,Básico,Sin Experiencia,Remoto,10,Dentro del mercado,0,34
27,955523,250k a 1M,Básico,Sin Experiencia,Remoto,7,Por encima del mercado,1,66
22,767759,Menos de 250k,Intermedio,General,Remoto,8,Por debajo del mercado,1,70
21,229731,250k a 1M,Intermedio,Sin Experiencia,Presencial,10,Por encima del mercado,0,35
21,714562,250k a 1M,Intermedio,General,Remoto,5,Dentro del mercado,1,100
56,626625,Más de 1M,Experto,Sin Experiencia,Remoto,6,Dentro del mercado,0,91
15,887407,250k a 1M,Básico,General,Remoto,2,Por debajo del mercado,0,62
6,814109,Menos de 250k,Básico,Específica,Remoto,6,Por encima del mercado,0,60
10,978772,Menos de 250k,Experto,General,Remoto,6,Por debajo del mercado,0,83
60,349453,250k a 1M,Experto,General,Presencial,9,Dentro del mercado,0,69
7,921993,Menos de 250k,Experto,Sin Experiencia,Presencial,8,Dentro del mercado,1,88
56,416955,Menos de 250k,Intermedio,General,Remoto,7,Dentro del mercado,0,50
52,622915,250k a 1M,Básico,Sin Experiencia,Presencial,4,Por encima del mercado,0,31
14,837433,250k a 1M,Básico,General,Remoto,1,Dentro del mercado,1,89
53,428349,250k a 1M,Intermedio,Sin Experiencia,Remoto,6,Dentro del mercado,0,62
20,257019,250k a 1M,Intermedio,Sin Experiencia,Remoto,7,Dentro del mercado,0,62
54,273954,250k a 1M,Intermedio,Específica,Remoto,7,Dentro del mercado,0,77
18,298932,Menos de 250k,Intermedio,General,Remoto,10,Dentro del mercado,1,66
34,210187,Más de 1M,Intermedio,General,Presencial,8,Dentro del mercado,0,64
59,663140,250k a 1M,Experto,Específica,Presencial,1,Por encima del mercado,1,96
28,590730,Menos de 250k,Intermedio,Específica,Presencial,8,Dentro del mercado,0,51
48,498313,Menos de 250k,Experto,Sin Experiencia,Presencial,8,Por debajo del mercado,0,34
23,249732,250k a 1M,Intermedio,General,Presencial,2,Dentro del mercado,0,59
29,552812,250k a 1M,Intermedio,Sin Experiencia,Remoto,4,Dentro del mercado,1,85
16,627656,250k a 1M,Básico,Sin Experiencia,Presencial,2,Dentro del mercado,1,67
19,181051,250k a 1M,Experto,General,Remoto,4,Por debajo del mercado,1,97
15,125571,Menos de 250k,Básico,General,Remoto,3,Dentro del mercado,1,59
29,414412,Más de 1M,Básico,Específica,Remoto,5,Dentro del mercado,0,79
14,841835,Más de 1M,Intermedio,General,Presencial,2,Dentro del mercado,1,100
19,884535,250k a 1M,Intermedio,Específica,Presencial,7,Por encima del mercado,0,74
23,912620,Menos de 250k,Intermedio,Sin Experiencia,Presencial,4,Por debajo del mercado,0,37
55,615224,Menos de 250k,Intermedio,General,Remoto,2,Por debajo del mercado,0,42
9,184015,250k a 1M,Intermedio,Sin Experiencia,Remoto,6,Dentro del mercado,1,92
30,724068,250k a 1M,Básico,General,Presencial,2,Dentro del mercado,0,49
27,470624,250k a 1M,Intermedio,General,Remoto,7,Dentro del mercado,0,71
6,396233,Menos de 250k,Intermedio,General,Remoto,9,Dentro del mercado,0,60
15,605892,Más de 1M,Intermedio,Sin Experiencia,Remoto,7,Por encima del mercado,0,74
28,244011,250k a 1M,Básico,Sin Experiencia,Remoto,7,Por encima del mercado,1,51
13,584255,250k a 1M,Intermedio,General,Remoto,6,Por debajo del mercado,0,75
34,705936,250k a 1M,Básico,General,Remoto,2,Por debajo del mercado,1,69
52,319958,Menos de 250k,Intermedio,Específica,Presencial,9,Por encima del mercado,1,54
26,712863,Menos de 250k,Intermedio,General,Remoto,5,Dentro del mercado,0,60
49,506187,250k a 1M,Básico,Sin Experiencia,Presencial,9,Dentro del mercado,0,33
58,628463,Más de 1M,Intermedio,Sin Experiencia,Remoto,2,Por debajo del mercado,0,62
15,696442,250k a 1M,Experto,General,Presencial,8,Dentro del mercado,1,100
27,723196,Más de 1M,Intermedio,Sin Experiencia,Presencial,8,Dentro del mercado,1,84
9,855515,Menos de 250k,Intermedio,Sin Experiencia,Remoto,10,Dentro del mercado,0,58
41,109217,250k a 1M,Intermedio,Sin Experiencia,Remoto,6,Dentro del mercado,0,56
18,629896,Más de 1M,Básico,Específica,Presencial,1,Dentro del mercado,0,70
52,501967,Menos de 250k,Básico,General,Remoto,3,Dentro del mercado,1,57
42,775215,250k a 1M,Básico,General,Presencial,4,Por debajo del mercado,0,44
50,864797,250k a 1M,Básico,General,Presencial,9,Dentro del mercado,0,50
16,125058,250k a 1M,Intermedio,General,Remoto,9,Dentro del mercado,0,70
6,849202,250k a 1M,Básico,General,Presencial,1,Dentro del mercado,0,64
22,727619,Menos de 250k,Básico,Sin Experiencia,Presencial,10,Dentro del mercado,0,20
27,858986,Más de 1M,Básico,Sin Experiencia,Presencial,6,Dentro del mercado,0,56
14,758212,Menos de 250k,Intermedio,General,Presencial,2,Por debajo del mercado,1,65
18,731543,250k a 1M,Básico,Específica,Remoto,10,Dentro del mercado,0,70
53,474994,250k a 1M,Intermedio,General,Presencial,2,Dentro del mercado,1,79
17,178069,Menos de 250k,Intermedio,Específica,Remoto,7,Dentro del mercado,1,85
52,494371,Menos de 250k,Básico,General,Remoto,2,Dentro del mercado,1,54
47,296871,250k a 1M,Básico,General,Remoto,2,Por debajo del mercado,1,60
11,871366,Más de 1M,Experto,Sin Experiencia,Remoto,5,Dentro del mercado,0,100
43,364734,250k a 1M,Intermedio,Sin Experiencia,Remoto,5,Por encima del mercado,0,53
38,247884,250k a 1M,Intermedio,General,Remoto,7,Dentro del mercado,0,66
56,136116,250k a 1M,Intermedio,General,Remoto,3,Dentro del mercado,1,84
6,652189,Menos de 250k,Intermedio,Sin Experiencia,Remoto,7,Dentro del mercado,1,80
8,173616,Menos de 250k,Experto,Específica,Presencial,5,Dentro del mercado,1,99
23,604080,250k a 1M,Básico,General,Remoto,8,Dentro del mercado,0,62
55,612074,Menos de 250k,Básico,Específica,Presencial,9,Dentro del mercado,1,55
28,172836,250k a 1M,Básico,General,Presencial,4,Por debajo del mercado,0,32
26,356908,Menos de 250k,Experto,General,Presencial,2,Dentro del mercado,1,72
22,282464,250k a 1M,Experto,Sin Experiencia,Remoto,1,Dentro del mercado,1,93
43,901861,250k a 1M,Experto,General,Remoto,2,Dentro del mercado,1,100
38,920708,Menos de 250k,Básico,Específica,Remoto,10,Por debajo del mercado,1,59
33,127709,Más de 1M,Intermedio,General,Remoto,2,Dentro del mercado,0,72
46,201854,Menos de 250k,Básico,General,Presencial,6,Dentro del mercado,1,43
55,104189,250k a 1M,Intermedio,Específica,Presencial,3,Dentro del mercado,1,84
19,352975,Más de 1M,Intermedio,Específica,Presencial,2,Por encima del mercado,0,72
38,273943,250k a 1M,Básico,General,Presencial,4,Dentro del mercado,1,64
43,808861,250k a 1M,Intermedio,General,Remoto,1,Por encima del mercado,1,84
6,734167,250k a 1M,Intermedio,Sin Experiencia,Remoto,8,Dentro del mercado,0,79
38,469175,250k a 1M,Básico,Específica,Presencial,5,Dentro del mercado,0,60
18,983921,Menos de 250k,Básico,General,Presencial,3,Dentro del mercado,1,61
26,401764,Menos de 250k,Básico,Sin Experiencia,Presencial,8,Dentro del mercado,0,13
10,332143,Menos de 250k,Básico,General,Remoto,1,Por encima del mercado,1,54
21,990838,250k a 1M,Experto,General,Remoto,4,Dentro del mercado,1,100
8,884621,Menos de 250k,Experto,Específica,Presencial,2,Dentro del mercado,1,100
10,509543,250k a 1M,Básico,General,Remoto,4,Dentro del mercado,1,94
44,647800,250k a 1M,Básico,General,Remoto,3,Dentro del mercado,1,79
36,622508,250k a 1M,Experto,Específica,Remoto,3,Dentro del mercado,0,99
52,649251,250k a 1M,Intermedio,Sin Experiencia,Remoto,5,Dentro del mercado,0,68
58,950843,250k a 1M,Intermedio,General,Presencial,2,Por debajo del mercado,1,79
45,751160,Más de 1M,Básico,General,Remoto,6,Dentro del mercado,1,94
30,478090,250k a 1M,Experto,General,Presencial,10,Dentro del mercado,1,90
60,874932,Más de 1M,Básico,Sin Experiencia,Remoto,7,Dentro del mercado,1,84
28,762377,250k a 1M,Intermedio,Específica,Remoto,6,Dentro del mercado,1,100
39,278384,Más de 1M,Básico,General,Presencial,8,Dentro del mercado,0,50
10,625186,Menos de 250k,Intermedio,Específica,Presencial,8,Por debajo del mercado,0,57
43,367714,250k a 1M,Básico,Sin Experiencia,Remoto,7,Por debajo del mercado,0,34
29,578413,250k a 1M,Experto,General,Presencial,9,Dentro del mercado,1,94
39,957862,Más de 1M,Intermedio,General,Presencial,7,Dentro del mercado,0,81
51,441606,250k a 1M,Intermedio,Específica,Remoto,9,Por debajo del mercado,0,66
31,256276,250k a 1M,Básico,Específica,Remoto,1,Por debajo del mercado,0,48
44,757820,Menos de 250k,Básico,Específica,Presencial,10,Por debajo del mercado,1,46
59,677635,Más de 1M,Básico,General,Presencial,7,Por encima del mercado,1,70
55,771707,Menos de 250k,Básico,General,Remoto,2,Por debajo del mercado,0,30
36,434884,250k a 1M,Experto,General,Remoto,8,Por debajo del mercado,1,93
36,485875,250k a 1M,Intermedio,Sin Experiencia,Remoto,4,Por debajo del mercado,0,53
48,762249,250k a 1M,Experto,General,Remoto,1,Dentro del mercado,0,88
34,415152,250k a 1M,Intermedio,General,Presencial,10,Dentro del mercado,1,74
41,523759,Menos de 250k,Básico,Sin Experiencia,Remoto,9,Dentro del mercado,1,43
33,431845,250k a 1M,Intermedio,Específica,Presencial,10,Dentro del mercado,1,84
9,846472,Menos de 250k,Básico,Sin Experiencia,Presencial,7,Dentro del mercado,1,58
45,249241,Más de 1M,Experto,Sin Experiencia,Remoto,3,Dentro del mercado,0,81
46,815936,250k a 1M,Experto,Específica,Remoto,5,Por encima del mercado,0,97
52,728299,Menos de 250k,Experto,Sin Experiencia,Remoto,1,Dentro del mercado,1,77
11,247325,Menos de 250k,Intermedio,General,Remoto,7,Dentro del mercado,1,81
28,650672,250k a 1M,Intermedio,Específica,Remoto,8,Dentro del mercado,0,83
48,952349,250k a 1M,Básico,General,Presencial,10,Por encima del mercado,1,60
21,917015,250k a 1M,Intermedio,Sin Experiencia,Remoto,10,Dentro del mercado,0,69
34,349486,Menos de 250k,Intermedio,Específica,Remoto,1,Dentro del mercado,1,74
50,183582,Más de 1M,Intermedio,General,Presencial,8,Por debajo del mercado,1,73
33,386784,250k a 1M,Intermedio,Específica,Remoto,9,Dentro del mercado,0,75
35,560224,250k a 1M,Básico,Sin Experiencia,Remoto,5,Por encima del mercado,1,62
52,766846,250k a 1M,Intermedio,Sin Experiencia,Presencial,8,Dentro del mercado,1,75
22,406924,250k a 1M,Intermedio,General,Presencial,3,Dentro del mercado,0,65
21,760116,Menos de 250k,Básico,General,Remoto,3,Dentro del mercado,0,47
21,283863,Más de 1M,Intermedio,General,Remoto,6,Por encima del mercado,1,94
29,247719,250k a 1M,Básico,General,Remoto,8,Por debajo del mercado,1,59
27,808098,250k a 1M,Experto,General,Remoto,3,Dentro del mercado,0,93
57,471515,Menos de 250k,Intermedio,Sin Experiencia,Presencial,1,Dentro del mercado,1,47
42,651645,Menos de 250k,Intermedio,Sin Experiencia,Presencial,5,Por debajo del mercado,1,49
49,686192,Más de 1M,Intermedio,Sin Experiencia,Remoto,8,Dentro del mercado,0,73
56,952449,Menos de 250k,Intermedio,Sin Experiencia,Remoto,3,Por encima del mercado,0,41
32,558751,250k a 1M,Experto,Específica,Remoto,7,Por debajo del mercado,1,100
44,253669,Menos de 250k,Intermedio,Sin Experiencia,Presencial,7,Por debajo del mercado,0,17
25,511979,Más de 1M,Básico,General,Remoto,2,Dentro del mercado,0,65
12,591131,250k a 1M,Intermedio,General,Presencial,6,Dentro del mercado,0,75
58,921261,Menos de 250k,Intermedio,Sin Experiencia,Remoto,8,Por debajo del mercado,0,38
14,935505,250k a 1M,Básico,Sin Experiencia,Presencial,8,Dentro del mercado,1,73
31,640737,Más de 1M,Intermedio,Sin Experiencia,Presencial,8,Dentro del mercado,1,82
17,455238,250k a 1M,Básico,Específica,Remoto,3,Por encima del mercado,1,86
19,922688,Más de 1M,Intermedio,General,Remoto,7,Dentro del mercado,0,95
53,418833,250k a 1M,Intermedio,General,Presencial,6,Dentro del mercado,0,62
57,413463,250k a 1M,Intermedio,Específica,Remoto,10,Por debajo del mercado,0,64
28,348717,250k a 1M,Intermedio,Sin Experiencia,Remoto,7,Dentro del mercado,0,58
22,897471,Más de 1M,Básico,Sin Experiencia,Presencial,6,Dentro del mercado,0,61
22,275304,Más de 1M,Básico,Específica,Remoto,4,Dentro del mercado,0,79
38,172870,Menos de 250k,Intermedio,Sin Experiencia,Remoto,7,Por encima del mercado,0,25
53,996287,Más de 1M,Intermedio,General,Presencial,5,Por debajo del mercado,0,75
32,185566,250k a 1M,Básico,Sin Experiencia,Remoto,4,Dentro del mercado,1,62
15,909868,Menos de 250k,Básico,Sin Experiencia,Presencial,9,Dentro del mercado,0,31
17,559526,Menos de 250k,Experto,Sin Experiencia,Presencial,9,Por debajo del mercado,0,44
40,748580,Menos de 250k,Básico,General,Presencial,4,Por debajo del mercado,0,23
33,678572,250k a 1M,Experto,Sin Experiencia,Remoto,7,Por debajo del mercado,1,90
15,190558,250k a 1M,Intermedio,General,Remoto,2,Por debajo del mercado,0,63
53,799761,Menos de 250k,Básico,General,Presencial,3,Dentro del mercado,1,52
31,960132,250k a 1M,Intermedio,Sin Experiencia,Remoto,8,Dentro del mercado,1,89
28,890179,Menos de 250k,Intermedio,Sin Experiencia,Remoto,8,Por encima del mercado,1,57
20,646541,250k a 1M,Experto,Sin Experiencia,Presencial,4,Dentro del mercado,0,76
10,287228,250k a 1M,Intermedio,General,Presencial,7,Por encima del mercado,0,62
13,832649,250k a 1M,Básico,General,Presencial,1,Por encima del mercado,0,49
52,662381,250k a 1M,Experto,General,Presencial,2,Por encima del mercado,0,68
16,953303,250k a 1M,Básico,General,Presencial,6,Dentro del mercado,1,88
53,543260,250k a 1M,Básico,General,Remoto,3,Por debajo del mercado,0,47
36,231272,Más de 1M,Experto,Específica,Presencial,6,Dentro del mercado,1,100
17,874893,Menos de 250k,Intermedio,Sin Experiencia,Presencial,4,Por debajo del mercado,0,41
53,575355,Más de 1M,Intermedio,General,Presencial,4,Dentro del mercado,1,95
47,935063,Menos de 250k,Intermedio,Sin Experiencia,Presencial,1,Dentro del mercado,0,36
27,316207,Menos de 250k,Experto,General,Remoto,7,Dentro del mercado,1,83
45,687021,Más de 1M,Experto,Sin Experiencia,Presencial,6,Por debajo del mercado,0,72
24,774765,250k a 1M,Intermedio,General,Remoto,6,Dentro del mercado,1,99
45,354894,Menos de 250k,Básico,General,Remoto,3,Por debajo del mercado,1,44
6,604784,250k a 1M,Experto,Sin Experiencia,Remoto,7,Dentro del mercado,1,100
37,553289,Menos de 250k,Básico,General,Remoto,3,Por encima del mercado,0,28
45,674497,Menos de 250k,Básico,General,Remoto,2,Por debajo del mercado,1,48
10,156131,Menos de 250k,Experto,Específica,Remoto,4,Por debajo del mercado,1,97
15,790209,Menos de 250k,Básico,General,Remoto,5,Dentro del mercado,0,56
34,799166,Más de 1M,Básico,Sin Experiencia,Presencial,4,Por debajo del mercado,0,44
49,891571,250k a 1M,Básico,Específica,Remoto,2,Dentro del mercado,1,92
43,253217,250k a 1M,Básico,Sin Experiencia,Presencial,7,Dentro del mercado,0,32
44,212419,250k a 1M,Experto,Sin Experiencia,Presencial,4,Por encima del mercado,1,73
13,379581,Menos de 250k,Intermedio,Específica,Remoto,3,Por debajo del mercado,0,59
48,947688,Menos de 250k,Básico,General,Presencial,4,Por debajo del mercado,0,27
35,374395,Más de 1M,Intermedio,General,Remoto,3,Dentro del mercado,0,79
