duracion,presupuesto,facturacion_anual,fortaleza_tecnologica,experiencia_requerida,lugar_trabajo,numero_perfiles_requeridos,precio_hora,volumetria,prob_exito,exito
41,458222,Menos de 250k,Básico,Sin Experiencia,Híbrido,15,Dentro del mercado,0,71.6,1
35,856587,Menos de 250k,Intermedio,General,Híbrido,3,Dentro del mercado,0,69.0,0
54,931323,Entre 250k y 1M,Básico,Sin Experiencia,Híbrido,15,Dentro del mercado,0,100.0,1
38,992775,Menos de 250k,Básico,Sin Experiencia,Híbrido,17,Por debajo del mercado,1,100.0,1
32,248559,Menos de 250k,Básico,Específica,Presencial,15,Por debajo del mercado,0,100.0,1
34,269435,Entre 250k y 1M,Básico,Específica,Híbrido,3,Por encima del mercado,1,100.0,1
25,592515,Entre 250k y 1M,Intermedio,General,Presencial,8,Por debajo del mercado,1,90.5,1
40,844984,Entre 250k y 1M,Intermedio,General,Remoto,12,Dentro del mercado,1,100.0,1
33,954538,Entre 250k y 1M,Básico,Específica,Remoto,10,Dentro del mercado,1,83.7,1
60,902607,Más de 1M,Intermedio,Sin Experiencia,Presencial,5,Dentro del mercado,1,100.0,1
24,136124,Más de 1M,Experto,Específica,Híbrido,2,Por encima del mercado,0,65.0,0
23,975865,Entre 250k y 1M,Básico,Sin Experiencia,Híbrido,16,Por debajo del mercado,1,100.0,1
36,360375,Menos de 250k,Experto,Sin Experiencia,Remoto,12,Dentro del mercado,0,100.0,1
15,680093,Más de 1M,Experto,Específica,Remoto,18,Por encima del mercado,1,99.3,1
38,107211,Más de 1M,Experto,Específica,Híbrido,4,Por encima del mercado,0,100.0,1
36,470270,Más de 1M,Experto,Sin Experiencia,Híbrido,14,Por encima del mercado,0,73.2,1
44,541142,Entre 250k y 1M,Experto,Específica,Híbrido,3,Dentro del mercado,0,86.8,1
28,867478,Menos de 250k,Básico,Sin Experiencia,Híbrido,8,Dentro del mercado,0,98.3,1
23,615464,Entre 250k y 1M,Experto,Sin Experiencia,Presencial,7,Dentro del mercado,1,81.4,1
47,987582,Más de 1M,Básico,Sin Experiencia,Híbrido,1,Por debajo del mercado,0,86.0,1
36,531765,Entre 250k y 1M,Básico,Específica,Remoto,17,Por encima del mercado,0,100.0,1
35,557588,Más de 1M,Básico,Específica,Presencial,17,Por encima del mercado,0,83.2,1
16,376687,Más de 1M,Experto,Sin Experiencia,Presencial,18,Por debajo del mercado,1,68.4,0
30,146645,Menos de 250k,Básico,Específica,Remoto,18,Dentro del mercado,1,100.0,1
19,189117,Menos de 250k,Intermedio,Específica,Híbrido,17,Por encima del mercado,1,77.4,1
28,491262,Menos de 250k,Básico,Específica,Presencial,12,Por encima del mercado,0,79.0,1
44,559414,Más de 1M,Experto,General,Presencial,19,Por encima del mercado,1,100.0,1
50,830192,Entre 250k y 1M,Experto,General,Híbrido,4,Por encima del mercado,0,70.7,1
32,295891,Más de 1M,Intermedio,General,Presencial,16,Dentro del mercado,1,69.5,0
15,166278,Entre 250k y 1M,Experto,Específica,Presencial,10,Dentro del mercado,1,100.0,1
36,677995,Más de 1M,Intermedio,Específica,Híbrido,15,Por encima del mercado,1,98.6,1
15,494594,Menos de 250k,Básico,Sin Experiencia,Remoto,2,Por debajo del mercado,1,100.0,1
49,417704,Más de 1M,Experto,Sin Experiencia,Presencial,3,Dentro del mercado,0,69.4,0
36,576162,Entre 250k y 1M,Experto,Específica,Presencial,5,Por encima del mercado,1,53.9,0
31,262674,Más de 1M,Básico,Específica,Híbrido,1,Por encima del mercado,0,84.8,1
18,448940,Más de 1M,Intermedio,Sin Experiencia,Híbrido,5,Dentro del mercado,0,58.6,0
41,392671,Entre 250k y 1M,Básico,General,Remoto,14,Por debajo del mercado,0,94.5,1
48,419345,Entre 250k y 1M,Experto,Específica,Híbrido,17,Por debajo del mercado,1,86.4,1
60,189819,Menos de 250k,Básico,Sin Experiencia,Híbrido,10,Por debajo del mercado,0,100.0,1
57,421141,Menos de 250k,Experto,General,Híbrido,4,Por debajo del mercado,0,100.0,1
32,157429,Más de 1M,Intermedio,Específica,Híbrido,5,Por encima del mercado,0,100.0,1
27,721680,Entre 250k y 1M,Experto,Específica,Remoto,2,Dentro del mercado,0,100.0,1
53,114564,Entre 250k y 1M,Básico,General,Híbrido,16,Dentro del mercado,0,100.0,1
40,840386,Más de 1M,Experto,General,Remoto,18,Dentro del mercado,0,100.0,1
29,860999,Más de 1M,Intermedio,Sin Experiencia,Híbrido,8,Dentro del mercado,1,98.8,1
40,915857,Menos de 250k,Básico,General,Remoto,11,Por encima del mercado,1,100.0,1
48,904423,Entre 250k y 1M,Experto,Sin Experiencia,Presencial,5,Por encima del mercado,1,83.0,1
48,450303,Menos de 250k,Intermedio,General,Remoto,17,Dentro del mercado,1,100.0,1
34,829995,Más de 1M,Experto,Específica,Presencial,3,Por debajo del mercado,0,100.0,1
27,136760,Entre 250k y 1M,Experto,Sin Experiencia,Híbrido,19,Por debajo del mercado,0,66.9,0
56,539084,Más de 1M,Intermedio,Específica,Presencial,4,Por debajo del mercado,0,100.0,1
41,594242,Más de 1M,Intermedio,General,Remoto,5,Dentro del mercado,1,100.0,1
44,334940,Entre 250k y 1M,Básico,Específica,Presencial,13,Por debajo del mercado,1,100.0,1
48,613905,Entre 250k y 1M,Básico,General,Remoto,20,Dentro del mercado,1,100.0,1
29,440300,Menos de 250k,Intermedio,Sin Experiencia,Remoto,10,Por encima del mercado,0,70.0,1
33,382428,Más de 1M,Intermedio,Sin Experiencia,Híbrido,13,Por encima del mercado,0,98.4,1
15,805614,Más de 1M,Experto,General,Remoto,2,Por debajo del mercado,1,77.3,1
23,564080,Más de 1M,Experto,Específica,Presencial,19,Por encima del mercado,0,100.0,1
19,905197,Entre 250k y 1M,Intermedio,General,Remoto,12,Por encima del mercado,0,100.0,1
13,643065,Menos de 250k,Intermedio,Específica,Presencial,16,Por encima del mercado,0,83.2,1
39,129849,Menos de 250k,Experto,Específica,Híbrido,4,Dentro del mercado,1,100.0,1
54,631347,Entre 250k y 1M,Intermedio,General,Presencial,20,Por debajo del mercado,1,68.0,0
43,410398,Entre 250k y 1M,Experto,Específica,Presencial,11,Por debajo del mercado,1,100.0,1
58,992288,Menos de 250k,Básico,General,Híbrido,1,Por encima del mercado,1,99.6,1
20,82042,Más de 1M,Básico,Específica,Remoto,14,Por encima del mercado,1,90.8,1
42,243194,Menos de 250k,Básico,Específica,Híbrido,6,Por debajo del mercado,1,71.9,1
46,485626,Menos de 250k,Intermedio,Específica,Presencial,16,Por debajo del mercado,1,83.5,1
14,475993,Entre 250k y 1M,Básico,General,Presencial,20,Por debajo del mercado,1,88.1,1
42,824337,Menos de 250k,Básico,General,Híbrido,6,Por debajo del mercado,1,61.1,0
46,806462,Menos de 250k,Intermedio,General,Remoto,16,Por encima del mercado,0,81.7,1
21,443994,Entre 250k y 1M,Experto,Sin Experiencia,Híbrido,7,Por debajo del mercado,0,100.0,1
32,817564,Menos de 250k,Experto,Específica,Presencial,13,Dentro del mercado,0,72.5,1
35,522523,Menos de 250k,Experto,General,Híbrido,17,Por debajo del mercado,0,63.4,0
26,598570,Menos de 250k,Básico,General,Presencial,13,Por debajo del mercado,1,85.3,1
50,346157,Menos de 250k,Intermedio,Sin Experiencia,Híbrido,1,Dentro del mercado,0,100.0,1
14,373487,Entre 250k y 1M,Experto,Sin Experiencia,Híbrido,11,Dentro del mercado,1,71.1,1
41,852522,Más de 1M,Experto,General,Remoto,9,Por debajo del mercado,1,100.0,1
44,858391,Menos de 250k,Experto,Sin Experiencia,Híbrido,13,Dentro del mercado,0,100.0,1
50,439637,Más de 1M,Intermedio,Específica,Híbrido,6,Por debajo del mercado,1,57.1,0
30,905984,Menos de 250k,Intermedio,Específica,Híbrido,17,Dentro del mercado,0,67.7,0
57,584047,Entre 250k y 1M,Básico,General,Híbrido,9,Por encima del mercado,0,85.2,1
49,557376,Más de 1M,Experto,General,Remoto,15,Dentro del mercado,1,68.7,0
12,983044,Más de 1M,Intermedio,General,Remoto,6,Por encima del mercado,1,88.3,1
32,286618,Más de 1M,Básico,Sin Experiencia,Remoto,1,Por encima del mercado,0,92.5,1
58,656192,Entre 250k y 1M,Intermedio,Específica,Presencial,5,Dentro del mercado,0,76.2,1
36,542101,Menos de 250k,Intermedio,Específica,Híbrido,10,Por debajo del mercado,1,100.0,1
26,402389,Entre 250k y 1M,Intermedio,Específica,Híbrido,12,Dentro del mercado,1,100.0,1
56,741673,Entre 250k y 1M,Experto,Sin Experiencia,Presencial,18,Dentro del mercado,1,79.7,1
16,445538,Más de 1M,Básico,Sin Experiencia,Remoto,11,Por encima del mercado,0,88.9,1
28,134570,Entre 250k y 1M,Básico,Específica,Remoto,10,Por encima del mercado,1,100.0,1
30,339487,Menos de 250k,Experto,Específica,Remoto,8,Dentro del mercado,1,97.3,1
22,380222,Más de 1M,Experto,Específica,Remoto,11,Por encima del mercado,1,100.0,1
38,299231,Más de 1M,Experto,Específica,Presencial,5,Dentro del mercado,0,100.0,1
34,262350,Menos de 250k,Intermedio,Sin Experiencia,Presencial,20,Por encima del mercado,0,83.5,1
39,856794,Entre 250k y 1M,Intermedio,Específica,Remoto,4,Por encima del mercado,1,77.5,1
14,129682,Más de 1M,Intermedio,General,Híbrido,14,Por debajo del mercado,1,94.2,1
50,272119,Más de 1M,Intermedio,Sin Experiencia,Remoto,11,Dentro del mercado,0,100.0,1
12,791869,Más de 1M,Experto,Específica,Presencial,12,Por encima del mercado,0,100.0,1
43,628862,Más de 1M,Intermedio,Específica,Híbrido,14,Dentro del mercado,0,100.0,1
55,407918,Más de 1M,Intermedio,General,Remoto,18,Por encima del mercado,1,100.0,1
22,652863,Más de 1M,Experto,Específica,Remoto,3,Por encima del mercado,0,100.0,1
24,966547,Menos de 250k,Experto,Específica,Presencial,3,Por encima del mercado,1,100.0,1
14,785806,Menos de 250k,Intermedio,Sin Experiencia,Remoto,6,Dentro del mercado,1,84.7,1
29,964233,Más de 1M,Intermedio,Sin Experiencia,Híbrido,9,Por encima del mercado,1,68.7,0
45,497827,Menos de 250k,Básico,Sin Experiencia,Presencial,12,Dentro del mercado,1,100.0,1
22,809286,Entre 250k y 1M,Experto,General,Híbrido,4,Por debajo del mercado,0,85.4,1
60,89481,Menos de 250k,Intermedio,General,Remoto,15,Por debajo del mercado,0,100.0,1
59,550746,Menos de 250k,Intermedio,General,Remoto,6,Por debajo del mercado,0,100.0,1
45,843711,Más de 1M,Intermedio,Sin Experiencia,Remoto,13,Por encima del mercado,1,57.3,0
24,243447,Menos de 250k,Experto,Específica,Presencial,6,Dentro del mercado,1,91.7,1
31,519993,Más de 1M,Intermedio,Específica,Presencial,11,Dentro del mercado,1,100.0,1
43,398623,Menos de 250k,Básico,General,Remoto,20,Dentro del mercado,1,88.6,1
41,115023,Entre 250k y 1M,Intermedio,General,Remoto,15,Dentro del mercado,0,58.9,0
26,53077,Menos de 250k,Experto,Sin Experiencia,Presencial,1,Dentro del mercado,1,70.5,1
30,524992,Más de 1M,Básico,Sin Experiencia,Híbrido,14,Por encima del mercado,1,100.0,1
45,98832,Entre 250k y 1M,Intermedio,General,Híbrido,17,Dentro del mercado,1,80.1,1
17,372688,Menos de 250k,Experto,Específica,Híbrido,1,Dentro del mercado,1,100.0,1
18,147875,Menos de 250k,Experto,Sin Experiencia,Presencial,4,Dentro del mercado,1,100.0,1
40,467235,Menos de 250k,Básico,Específica,Presencial,4,Por debajo del mercado,0,100.0,1
51,591660,Entre 250k y 1M,Experto,Específica,Remoto,20,Por encima del mercado,0,80.5,1
46,192641,Menos de 250k,Básico,Específica,Remoto,5,Por debajo del mercado,0,85.3,1
47,392076,Más de 1M,Básico,Sin Experiencia,Remoto,4,Dentro del mercado,1,100.0,1
29,243110,Entre 250k y 1M,Básico,Sin Experiencia,Remoto,12,Dentro del mercado,1,79.1,1
24,987513,Entre 250k y 1M,Intermedio,General,Presencial,13,Por debajo del mercado,1,78.7,1
45,343491,Menos de 250k,Básico,Específica,Híbrido,19,Por encima del mercado,1,99.6,1
16,715894,Menos de 250k,Básico,General,Híbrido,13,Por encima del mercado,0,50.4,0
52,191283,Más de 1M,Experto,Específica,Remoto,14,Por encima del mercado,0,92.5,1
37,740698,Menos de 250k,Básico,Sin Experiencia,Remoto,17,Por debajo del mercado,0,63.9,0
38,949735,Entre 250k y 1M,Experto,Sin Experiencia,Remoto,14,Por debajo del mercado,0,100.0,1
40,159167,Entre 250k y 1M,Intermedio,Sin Experiencia,Híbrido,14,Por debajo del mercado,1,66.6,0
19,833695,Más de 1M,Intermedio,General,Remoto,12,Dentro del mercado,1,100.0,1
15,988469,Menos de 250k,Intermedio,General,Híbrido,20,Dentro del mercado,0,100.0,1
48,209594,Menos de 250k,Experto,Específica,Presencial,13,Por encima del mercado,1,100.0,1
39,644995,Entre 250k y 1M,Experto,General,Remoto,16,Dentro del mercado,0,100.0,1
60,124371,Menos de 250k,Experto,Sin Experiencia,Presencial,18,Dentro del mercado,0,100.0,1
53,427300,Más de 1M,Intermedio,Específica,Híbrido,19,Dentro del mercado,1,73.4,1
39,981292,Entre 250k y 1M,Experto,Sin Experiencia,Híbrido,6,Por debajo del mercado,0,100.0,1
45,396844,Más de 1M,Experto,Específica,Remoto,7,Por debajo del mercado,1,100.0,1
34,590700,Entre 250k y 1M,Experto,Específica,Remoto,12,Dentro del mercado,1,90.1,1
21,251247,Más de 1M,Experto,General,Remoto,7,Dentro del mercado,0,100.0,1
43,689188,Menos de 250k,Intermedio,Específica,Híbrido,10,Por debajo del mercado,0,100.0,1
20,694168,Menos de 250k,Básico,Sin Experiencia,Remoto,4,Dentro del mercado,1,93.8,1
24,447327,Menos de 250k,Intermedio,Específica,Presencial,10,Por encima del mercado,0,100.0,1
25,938199,Menos de 250k,Experto,General,Híbrido,9,Por encima del mercado,1,100.0,1
27,567232,Entre 250k y 1M,Básico,Sin Experiencia,Híbrido,14,Dentro del mercado,0,60.2,0
14,374062,Más de 1M,Básico,Específica,Presencial,4,Dentro del mercado,1,75.5,1
27,272900,Entre 250k y 1M,Experto,General,Híbrido,16,Por encima del mercado,0,76.8,1
25,612792,Más de 1M,Experto,General,Híbrido,15,Por debajo del mercado,1,87.8,1
16,139909,Más de 1M,Básico,Sin Experiencia,Híbrido,9,Por debajo del mercado,0,98.2,1
37,356348,Menos de 250k,Básico,Sin Experiencia,Híbrido,13,Por encima del mercado,0,95.4,1
13,937450,Más de 1M,Intermedio,Específica,Presencial,6,Dentro del mercado,1,73.1,1
12,322296,Más de 1M,Intermedio,Sin Experiencia,Presencial,13,Por debajo del mercado,0,81.0,1
38,197149,Más de 1M,Experto,General,Híbrido,1,Por debajo del mercado,1,100.0,1
53,848219,Menos de 250k,Experto,Sin Experiencia,Presencial,10,Por encima del mercado,0,100.0,1
32,866134,Menos de 250k,Básico,General,Híbrido,2,Por encima del mercado,1,100.0,1
47,443605,Menos de 250k,Experto,General,Presencial,15,Dentro del mercado,0,80.9,1
13,335158,Entre 250k y 1M,Experto,General,Presencial,6,Dentro del mercado,1,85.5,1
14,656273,Menos de 250k,Experto,Específica,Presencial,2,Dentro del mercado,0,66.9,0
27,917046,Menos de 250k,Experto,Específica,Remoto,15,Por encima del mercado,1,55.1,0
58,995053,Menos de 250k,Básico,Específica,Presencial,3,Por encima del mercado,1,81.5,1
39,755309,Más de 1M,Básico,Sin Experiencia,Híbrido,2,Por encima del mercado,1,97.5,1
56,101015,Más de 1M,Experto,Sin Experiencia,Remoto,16,Dentro del mercado,0,61.6,0
30,151249,Menos de 250k,Experto,Específica,Presencial,16,Por debajo del mercado,0,56.2,0
23,178556,Más de 1M,Intermedio,General,Híbrido,5,Por encima del mercado,1,68.1,0
31,284067,Entre 250k y 1M,Básico,Sin Experiencia,Híbrido,6,Por debajo del mercado,1,67.5,0
19,700534,Entre 250k y 1M,Básico,General,Remoto,20,Por encima del mercado,0,85.2,1
30,536479,Más de 1M,Básico,General,Remoto,18,Dentro del mercado,1,87.0,1
54,897511,Menos de 250k,Experto,Sin Experiencia,Presencial,16,Por encima del mercado,0,89.7,1
53,887259,Menos de 250k,Experto,Específica,Remoto,16,Por encima del mercado,0,87.8,1
32,105476,Más de 1M,Experto,Sin Experiencia,Remoto,14,Por debajo del mercado,0,93.7,1
25,906330,Más de 1M,Básico,Específica,Híbrido,9,Dentro del mercado,0,100.0,1
44,858562,Menos de 250k,Básico,General,Híbrido,2,Dentro del mercado,1,100.0,1
13,291873,Más de 1M,Intermedio,General,Remoto,5,Dentro del mercado,1,90.7,1
59,184827,Menos de 250k,Intermedio,Sin Experiencia,Híbrido,13,Por encima del mercado,1,100.0,1
35,447871,Menos de 250k,Experto,General,Híbrido,13,Por debajo del mercado,0,95.4,1
21,732956,Entre 250k y 1M,Básico,Sin Experiencia,Híbrido,1,Dentro del mercado,1,100.0,1
41,730859,Más de 1M,Experto,Sin Experiencia,Presencial,4,Dentro del mercado,1,100.0,1
26,698549,Más de 1M,Experto,Específica,Híbrido,5,Por encima del mercado,0,100.0,1
38,118089,Menos de 250k,Básico,General,Híbrido,14,Por debajo del mercado,0,64.8,0
26,897961,Más de 1M,Intermedio,Específica,Presencial,4,Por debajo del mercado,1,96.6,1
44,385847,Entre 250k y 1M,Intermedio,General,Presencial,15,Por encima del mercado,1,51.5,0
54,498694,Menos de 250k,Básico,Sin Experiencia,Híbrido,15,Dentro del mercado,0,100.0,1
39,173388,Entre 250k y 1M,Intermedio,Específica,Híbrido,7,Por debajo del mercado,0,100.0,1
37,353944,Más de 1M,Intermedio,Sin Experiencia,Remoto,20,Por debajo del mercado,0,100.0,1
47,106667,Menos de 250k,Básico,Sin Experiencia,Presencial,16,Dentro del mercado,1,76.3,1
24,62237,Menos de 250k,Experto,Sin Experiencia,Híbrido,10,Por debajo del mercado,0,64.4,0
36,767423,Más de 1M,Básico,General,Remoto,20,Por debajo del mercado,0,100.0,1
16,624077,Entre 250k y 1M,Básico,General,Remoto,5,Por encima del mercado,1,95.5,1
43,253527,Entre 250k y 1M,Experto,Específica,Híbrido,7,Por encima del mercado,0,87.4,1
14,231458,Más de 1M,Intermedio,General,Híbrido,19,Dentro del mercado,0,100.0,1
30,409399,Más de 1M,Básico,General,Remoto,8,Por debajo del mercado,0,100.0,1
20,747249,Menos de 250k,Intermedio,Sin Experiencia,Presencial,2,Dentro del mercado,0,100.0,1
42,637626,Menos de 250k,Básico,General,Remoto,20,Por debajo del mercado,0,94.2,1
58,335041,Entre 250k y 1M,Experto,General,Presencial,16,Por debajo del mercado,0,100.0,1
58,807879,Entre 250k y 1M,Básico,Sin Experiencia,Remoto,7,Por debajo del mercado,1,100.0,1
18,441236,Entre 250k y 1M,Básico,Específica,Híbrido,2,Por debajo del mercado,0,86.5,1
20,423399,Más de 1M,Experto,Específica,Híbrido,9,Por debajo del mercado,1,68.1,0
19,656254,Menos de 250k,Experto,Específica,Híbrido,8,Por debajo del mercado,0,100.0,1
41,405364,Entre 250k y 1M,Intermedio,General,Híbrido,5,Por encima del mercado,0,97.1,1
34,491490,Más de 1M,Básico,Específica,Presencial,15,Por debajo del mercado,0,73.7,1
47,704695,Entre 250k y 1M,Intermedio,Sin Experiencia,Remoto,14,Por debajo del mercado,1,65.3,0
51,538516,Entre 250k y 1M,Intermedio,Específica,Presencial,10,Por encima del mercado,0,92.1,1
13,330472,Menos de 250k,Básico,Sin Experiencia,Presencial,17,Por encima del mercado,0,100.0,1
40,593305,Más de 1M,Intermedio,Sin Experiencia,Presencial,17,Por debajo del mercado,1,83.1,1
45,122246,Más de 1M,Intermedio,Sin Experiencia,Presencial,11,Dentro del mercado,0,100.0,1
34,68615,Menos de 250k,Básico,General,Híbrido,2,Dentro del mercado,0,94.5,1
30,869226,Entre 250k y 1M,Básico,Específica,Híbrido,1,Dentro del mercado,0,100.0,1
35,493984,Entre 250k y 1M,Experto,General,Presencial,8,Por encima del mercado,1,88.6,1
25,360839,Menos de 250k,Intermedio,Específica,Remoto,14,Por debajo del mercado,0,100.0,1
36,102189,Más de 1M,Básico,General,Presencial,4,Por encima del mercado,0,100.0,1
15,260656,Más de 1M,Experto,Específica,Presencial,19,Dentro del mercado,0,75.7,1
18,751201,Más de 1M,Experto,Específica,Presencial,9,Dentro del mercado,0,71.8,1
44,890562,Entre 250k y 1M,Experto,Específica,Híbrido,13,Por encima del mercado,1,100.0,1
60,315448,Más de 1M,Intermedio,General,Presencial,18,Dentro del mercado,0,100.0,1
18,491512,Más de 1M,Intermedio,General,Remoto,11,Por encima del mercado,1,80.5,1
49,217215,Menos de 250k,Intermedio,General,Remoto,9,Dentro del mercado,1,100.0,1
54,406145,Menos de 250k,Básico,General,Remoto,9,Por encima del mercado,0,100.0,1
32,409196,Entre 250k y 1M,Intermedio,General,Híbrido,9,Por encima del mercado,1,100.0,1
59,445274,Entre 250k y 1M,Intermedio,Sin Experiencia,Presencial,20,Por debajo del mercado,1,100.0,1
17,188349,Entre 250k y 1M,Experto,General,Híbrido,8,Por debajo del mercado,0,100.0,1
54,863576,Entre 250k y 1M,Experto,Sin Experiencia,Híbrido,7,Por debajo del mercado,1,70.1,1
25,196425,Entre 250k y 1M,Básico,Sin Experiencia,Remoto,20,Por debajo del mercado,0,90.1,1
36,228995,Entre 250k y 1M,Experto,Sin Experiencia,Híbrido,4,Por debajo del mercado,0,61.3,0
23,697063,Menos de 250k,Experto,Específica,Remoto,6,Por encima del mercado,1,100.0,1
38,406364,Menos de 250k,Intermedio,Específica,Presencial,2,Por debajo del mercado,1,95.0,1
20,374286,Entre 250k y 1M,Experto,Específica,Presencial,8,Por debajo del mercado,1,90.8,1
42,249229,Menos de 250k,Básico,General,Presencial,9,Dentro del mercado,1,85.8,1
20,925961,Entre 250k y 1M,Básico,Específica,Híbrido,15,Por debajo del mercado,0,77.4,1
12,483492,Menos de 250k,Experto,Específica,Presencial,2,Por encima del mercado,1,100.0,1
22,521547,Menos de 250k,Básico,General,Híbrido,19,Por debajo del mercado,0,100.0,1
17,603896,Entre 250k y 1M,Experto,General,Híbrido,14,Por encima del mercado,0,100.0,1
33,317183,Menos de 250k,Intermedio,Específica,Presencial,12,Por debajo del mercado,0,55.2,0
14,906066,Menos de 250k,Experto,Específica,Presencial,17,Por debajo del mercado,0,100.0,1
18,954200,Menos de 250k,Experto,Específica,Remoto,13,Por debajo del mercado,1,94.9,1
21,632892,Más de 1M,Básico,Sin Experiencia,Remoto,4,Por debajo del mercado,1,100.0,1
26,619610,Entre 250k y 1M,Básico,Específica,Presencial,16,Por debajo del mercado,0,100.0,1
41,933528,Menos de 250k,Básico,Sin Experiencia,Remoto,20,Por debajo del mercado,0,67.4,0
39,709593,Entre 250k y 1M,Básico,Sin Experiencia,Remoto,10,Dentro del mercado,1,76.7,1
24,591205,Entre 250k y 1M,Básico,Específica,Híbrido,7,Por debajo del mercado,1,100.0,1
54,424537,Menos de 250k,Experto,General,Remoto,15,Dentro del mercado,0,100.0,1
37,316798,Entre 250k y 1M,Básico,Sin Experiencia,Híbrido,11,Por debajo del mercado,1,84.5,1
15,955282,Menos de 250k,Básico,Específica,Híbrido,2,Por debajo del mercado,1,100.0,1
15,434648,Entre 250k y 1M,Intermedio,Específica,Híbrido,7,Por debajo del mercado,1,100.0,1
21,837965,Entre 250k y 1M,Básico,General,Presencial,6,Por debajo del mercado,0,100.0,1
19,975716,Entre 250k y 1M,Intermedio,Específica,Presencial,7,Dentro del mercado,1,70.1,1
41,803847,Más de 1M,Básico,Específica,Remoto,10,Dentro del mercado,1,91.4,1
56,606427,Menos de 250k,Experto,General,Híbrido,12,Por encima del mercado,1,100.0,1
17,303382,Más de 1M,Básico,Sin Experiencia,Híbrido,11,Por debajo del mercado,1,100.0,1
20,105289,Menos de 250k,Básico,General,Presencial,16,Dentro del mercado,1,100.0,1
54,827468,Más de 1M,Intermedio,General,Remoto,18,Por encima del mercado,0,100.0,1
14,865930,Entre 250k y 1M,Experto,General,Híbrido,12,Dentro del mercado,1,61.7,0
34,442385,Menos de 250k,Intermedio,Específica,Remoto,8,Por encima del mercado,1,80.9,1
40,758810,Entre 250k y 1M,Básico,General,Presencial,4,Por encima del mercado,1,100.0,1
25,68582,Más de 1M,Experto,General,Híbrido,7,Dentro del mercado,1,81.4,1
27,233285,Entre 250k y 1M,Básico,Específica,Remoto,13,Dentro del mercado,0,99.1,1
27,889558,Entre 250k y 1M,Básico,General,Remoto,13,Dentro del mercado,1,100.0,1
39,901265,Más de 1M,Experto,General,Remoto,8,Dentro del mercado,0,54.2,0
33,528275,Más de 1M,Básico,Sin Experiencia,Híbrido,16,Dentro del mercado,1,70.7,1
54,95966,Entre 250k y 1M,Básico,Específica,Presencial,11,Por encima del mercado,0,100.0,1
21,206341,Menos de 250k,Experto,General,Remoto,4,Dentro del mercado,1,100.0,1
17,724368,Menos de 250k,Básico,General,Remoto,18,Por debajo del mercado,1,66.7,0
55,81949,Entre 250k y 1M,Experto,General,Híbrido,7,Dentro del mercado,1,100.0,1
12,120694,Más de 1M,Experto,Específica,Híbrido,16,Dentro del mercado,0,100.0,1
30,915748,Entre 250k y 1M,Experto,Específica,Presencial,20,Por debajo del mercado,0,63.0,0
32,181284,Menos de 250k,Básico,General,Presencial,14,Dentro del mercado,1,63.9,0
54,265813,Entre 250k y 1M,Intermedio,Específica,Híbrido,1,Por encima del mercado,0,96.2,1
37,284263,Más de 1M,Intermedio,Específica,Remoto,14,Por encima del mercado,0,55.9,0
34,800485,Más de 1M,Experto,Sin Experiencia,Híbrido,9,Por encima del mercado,1,86.7,1
26,526923,Entre 250k y 1M,Experto,Específica,Remoto,10,Dentro del mercado,0,73.0,1
15,218114,Más de 1M,Intermedio,Sin Experiencia,Híbrido,7,Por debajo del mercado,1,89.5,1
15,149561,Menos de 250k,Básico,General,Remoto,11,Por debajo del mercado,1,100.0,1
47,898008,Entre 250k y 1M,Básico,Específica,Remoto,16,Por debajo del mercado,0,88.7,1
16,835161,Más de 1M,Básico,Específica,Presencial,13,Por encima del mercado,0,100.0,1
19,293594,Entre 250k y 1M,Experto,Sin Experiencia,Remoto,20,Por debajo del mercado,0,100.0,1
27,611819,Más de 1M,Básico,Sin Experiencia,Remoto,17,Dentro del mercado,1,100.0,1
30,980589,Más de 1M,Experto,General,Remoto,9,Dentro del mercado,0,93.6,1
27,579342,Más de 1M,Intermedio,General,Híbrido,13,Dentro del mercado,0,63.2,0
20,92782,Menos de 250k,Experto,Específica,Presencial,1,Por encima del mercado,1,97.7,1
47,65904,Más de 1M,Experto,Específica,Remoto,9,Dentro del mercado,1,83.9,1
12,681414,Entre 250k y 1M,Experto,Específica,Híbrido,1,Por debajo del mercado,0,100.0,1
50,591866,Menos de 250k,Intermedio,Sin Experiencia,Presencial,7,Por debajo del mercado,0,100.0,1
53,892534,Entre 250k y 1M,Básico,General,Presencial,11,Por encima del mercado,0,100.0,1
46,186218,Más de 1M,Experto,Específica,Híbrido,5,Por encima del mercado,1,86.9,1
28,229805,Menos de 250k,Intermedio,Sin Experiencia,Híbrido,12,Por debajo del mercado,1,100.0,1
38,754470,Entre 250k y 1M,Experto,Específica,Presencial,6,Por debajo del mercado,0,100.0,1
47,166849,Menos de 250k,Básico,Específica,Presencial,10,Por debajo del mercado,0,95.9,1
35,463176,Más de 1M,Básico,General,Remoto,5,Dentro del mercado,1,100.0,1
35,766280,Menos de 250k,Intermedio,Específica,Híbrido,2,Por debajo del mercado,0,100.0,1
52,670590,Menos de 250k,Intermedio,General,Híbrido,15,Dentro del mercado,0,91.5,1
20,282802,Entre 250k y 1M,Experto,Específica,Remoto,18,Dentro del mercado,1,69.3,0
38,692281,Menos de 250k,Intermedio,Específica,Híbrido,1,Por encima del mercado,0,100.0,1
