duracion,presupuesto,facturacion_anual,fortaleza_tecnologica,experiencia_requerida,lugar_trabajo,numero_perfiles_requeridos,precio_hora,volumetria,exito,prob_exito
34,2051815,Más de 1M,Básico,General,Remoto,4,Dentro del mercado,45,0,34.87
24,1583691,250k a 1M,Básico,Específica,Presencial,16,Dentro del mercado,23,0,48.53
9,19801,Menos de 250k,Experto,Sin Experiencia,Híbrido,20,Dentro del mercado,48,0,36.64
28,1192673,250k a 1M,Intermedio,General,Híbrido,15,Por debajo del mercado,215,1,49.63
24,2370529,Menos de 250k,Experto,Específica,Remoto,20,Dentro del mercado,337,1,88.82
8,547331,Más de 1M,Básico,Específica,Presencial,15,Dentro del mercado,40,0,37.92
3,2645119,250k a 1M,Intermedio,Sin Experiencia,Presencial,11,Por encima del mercado,461,1,58.53
7,1886313,250k a 1M,Experto,General,Presencial,6,Por encima del mercado,158,0,58.1
20,1703061,Menos de 250k,Intermedio,Sin Experiencia,Presencial,18,Dentro del mercado,119,0,44.1
32,2450543,250k a 1M,Básico,Sin Experiencia,Híbrido,15,Dentro del mercado,200,0,41.76
29,2404365,Más de 1M,Experto,Específica,Remoto,13,Dentro del mercado,484,1,88.31
9,593440,250k a 1M,Básico,Sin Experiencia,Presencial,15,Por debajo del mercado,448,1,30.62
24,2586493,Más de 1M,Básico,Específica,Híbrido,17,Por encima del mercado,390,1,70.31
10,796766,250k a 1M,Experto,General,Híbrido,9,Por debajo del mercado,195,1,50.57
36,940011,Menos de 250k,Básico,Específica,Híbrido,14,Por debajo del mercado,324,1,49.62
2,1361001,Menos de 250k,Intermedio,Específica,Remoto,9,Por encima del mercado,81,0,52.79
13,2795183,Más de 1M,Intermedio,General,Híbrido,6,Por encima del mercado,373,1,63.64
20,1646058,250k a 1M,Intermedio,Sin Experiencia,Híbrido,4,Por debajo del mercado,203,1,35.55
33,2793302,250k a 1M,Básico,General,Remoto,13,Por debajo del mercado,96,0,50.56
16,514661,250k a 1M,Intermedio,General,Híbrido,20,Por debajo del mercado,389,1,51.82
17,1536929,Más de 1M,Intermedio,General,Híbrido,18,Por encima del mercado,358,1,59.61
9,1754115,Más de 1M,Básico,General,Remoto,8,Por debajo del mercado,65,0,35.49
6,514593,250k a 1M,Intermedio,General,Presencial,16,Dentro del mercado,47,1,38.56
19,2531478,Menos de 250k,Básico,Específica,Presencial,4,Por debajo del mercado,176,0,53.59
35,771382,Menos de 250k,Básico,Sin Experiencia,Híbrido,14,Dentro del mercado,142,0,22.47
18,940261,Menos de 250k,Experto,Específica,Remoto,4,Por debajo del mercado,50,0,53.9
2,1319108,Más de 1M,Intermedio,Específica,Híbrido,14,Por debajo del mercado,317,0,63.2
27,2013252,Más de 1M,Experto,Específica,Presencial,10,Dentro del mercado,242,1,74.89
25,1204208,Más de 1M,Experto,Sin Experiencia,Presencial,19,Dentro del mercado,211,1,52.62
20,864829,Más de 1M,Experto,Sin Experiencia,Híbrido,4,Dentro del mercado,2,1,31.71
21,299379,Menos de 250k,Básico,General,Híbrido,12,Por encima del mercado,351,0,32.52
36,68278,Menos de 250k,Básico,Específica,Remoto,7,Por debajo del mercado,357,0,36.64
11,85032,Menos de 250k,Básico,Sin Experiencia,Remoto,16,Por debajo del mercado,84,0,15.37
10,1425204,250k a 1M,Experto,Específica,Híbrido,5,Por encima del mercado,7,0,58.21
23,2483895,Más de 1M,Intermedio,General,Híbrido,5,Por debajo del mercado,224,1,55.31
9,379716,Más de 1M,Experto,General,Remoto,5,Por debajo del mercado,14,1,37.97
24,1928361,Más de 1M,Básico,Específica,Híbrido,3,Por encima del mercado,277,0,49.84
30,1859247,250k a 1M,Experto,Específica,Presencial,1,Por debajo del mercado,428,1,72.18
22,1866129,Menos de 250k,Básico,Sin Experiencia,Presencial,2,Por debajo del mercado,244,1,27.48
3,2164439,Más de 1M,Experto,Sin Experiencia,Híbrido,19,Por encima del mercado,358,1,66.63
10,2770273,250k a 1M,Experto,General,Presencial,16,Dentro del mercado,438,1,82.84
6,2993101,Más de 1M,Básico,Específica,Híbrido,5,Dentro del mercado,51,0,55.21
32,2804307,250k a 1M,Experto,General,Presencial,18,Dentro del mercado,56,0,73.22
26,2365478,250k a 1M,Experto,Sin Experiencia,Remoto,17,Por debajo del mercado,24,1,57.12
18,160057,Menos de 250k,Básico,Específica,Presencial,10,Por debajo del mercado,341,0,39.33
1,612012,250k a 1M,Básico,General,Remoto,18,Por encima del mercado,184,1,35.14
23,2406288,Más de 1M,Experto,Sin Experiencia,Presencial,19,Dentro del mercado,117,1,61.82
5,562758,Más de 1M,Básico,Específica,Híbrido,16,Dentro del mercado,158,0,42.37
1,1632883,250k a 1M,Básico,General,Presencial,1,Por encima del mercado,17,0,27.59
17,2344330,250k a 1M,Experto,General,Presencial,19,Por debajo del mercado,193,1,73.48
13,2831073,250k a 1M,Experto,General,Presencial,14,Dentro del mercado,58,1,70.55
4,150833,Más de 1M,Básico,General,Híbrido,2,Dentro del mercado,263,0,20.9
24,1915675,Más de 1M,Básico,Específica,Remoto,14,Por encima del mercado,285,1,58.21
19,594220,250k a 1M,Intermedio,General,Híbrido,19,Por encima del mercado,301,1,49.22
21,1990173,Más de 1M,Experto,Sin Experiencia,Presencial,9,Dentro del mercado,270,0,54.75
11,342315,Menos de 250k,Experto,Sin Experiencia,Híbrido,6,Por debajo del mercado,30,1,28.82
28,737704,Menos de 250k,Experto,Sin Experiencia,Remoto,7,Por encima del mercado,330,0,42.53
16,783412,250k a 1M,Experto,General,Presencial,14,Dentro del mercado,89,0,51.0
7,1132254,Menos de 250k,Básico,Sin Experiencia,Presencial,6,Dentro del mercado,448,0,29.26
5,2390061,250k a 1M,Básico,General,Remoto,18,Por debajo del mercado,137,0,51.51
18,1080549,Menos de 250k,Experto,Sin Experiencia,Presencial,1,Dentro del mercado,496,1,46.44
32,1876310,Más de 1M,Intermedio,Específica,Híbrido,9,Por encima del mercado,335,1,65.56
30,363306,Más de 1M,Experto,General,Híbrido,20,Dentro del mercado,181,0,54.06
33,1054860,250k a 1M,Básico,Sin Experiencia,Híbrido,16,Por debajo del mercado,132,0,26.51
8,2897183,Más de 1M,Intermedio,Específica,Híbrido,11,Dentro del mercado,158,1,71.96
2,1248667,250k a 1M,Básico,General,Presencial,12,Por encima del mercado,273,0,39.68
21,2121027,250k a 1M,Experto,Sin Experiencia,Remoto,2,Dentro del mercado,19,0,43.28
20,667635,Más de 1M,Experto,Sin Experiencia,Remoto,8,Por debajo del mercado,426,0,45.46
17,2291674,Menos de 250k,Intermedio,General,Híbrido,6,Por debajo del mercado,446,1,60.8
25,2958251,Más de 1M,Intermedio,Específica,Presencial,1,Por encima del mercado,202,0,66.39
15,679148,250k a 1M,Experto,General,Híbrido,18,Por debajo del mercado,55,1,51.94
15,2763345,250k a 1M,Experto,Específica,Híbrido,8,Dentro del mercado,216,1,80.11
19,517923,250k a 1M,Intermedio,General,Presencial,1,Por debajo del mercado,47,0,27.34
19,1758520,250k a 1M,Experto,Específica,Híbrido,2,Por debajo del mercado,317,1,68.6
12,1893818,250k a 1M,Intermedio,Sin Experiencia,Híbrido,9,Dentro del mercado,314,0,45.11
8,356167,Menos de 250k,Intermedio,General,Presencial,15,Dentro del mercado,129,0,38.68
24,2226879,Menos de 250k,Experto,Específica,Presencial,12,Por debajo del mercado,384,1,82.79
21,1637614,250k a 1M,Básico,Sin Experiencia,Híbrido,6,Por debajo del mercado,108,0,24.12
9,1777331,250k a 1M,Intermedio,General,Remoto,10,Por encima del mercado,54,0,46.89
11,2307372,Menos de 250k,Experto,General,Presencial,6,Por encima del mercado,469,1,71.64
23,823545,Menos de 250k,Experto,Sin Experiencia,Híbrido,15,Por debajo del mercado,118,0,43.03
3,428037,250k a 1M,Experto,General,Remoto,15,Por encima del mercado,25,1,46.28
36,2216750,Más de 1M,Intermedio,General,Híbrido,14,Por debajo del mercado,199,1,58.64
15,1220159,Menos de 250k,Básico,Sin Experiencia,Remoto,18,Por encima del mercado,468,0,39.74
34,2317408,Más de 1M,Intermedio,Específica,Híbrido,16,Por encima del mercado,90,1,67.87
10,1003424,250k a 1M,Experto,General,Híbrido,3,Por debajo del mercado,150,0,46.78
23,579604,Menos de 250k,Intermedio,Específica,Remoto,13,Por encima del mercado,89,1,48.22
22,238304,Menos de 250k,Básico,Sin Experiencia,Remoto,4,Por debajo del mercado,101,0,8.41
28,2247278,Más de 1M,Básico,Sin Experiencia,Presencial,9,Por debajo del mercado,213,0,35.61
22,833724,Más de 1M,Básico,Sin Experiencia,Presencial,6,Por debajo del mercado,378,0,24.18
4,2080786,Menos de 250k,Intermedio,Específica,Híbrido,9,Por debajo del mercado,467,0,71.57
3,1944743,Menos de 250k,Experto,Específica,Híbrido,17,Por debajo del mercado,74,0,74.42
15,1670105,Más de 1M,Intermedio,Específica,Remoto,4,Dentro del mercado,179,1,55.07
13,689891,Más de 1M,Experto,General,Presencial,17,Por debajo del mercado,108,0,52.89
33,2333118,Más de 1M,Básico,Específica,Remoto,1,Dentro del mercado,208,1,50.32
2,1237839,250k a 1M,Experto,General,Remoto,13,Por encima del mercado,244,1,59.45
4,1643004,Más de 1M,Intermedio,General,Remoto,18,Por encima del mercado,239,1,57.1
28,1593623,250k a 1M,Intermedio,Sin Experiencia,Presencial,5,Por debajo del mercado,368,0,40.73
5,2564152,250k a 1M,Intermedio,General,Remoto,9,Por debajo del mercado,470,1,66.49
29,1504761,Menos de 250k,Intermedio,General,Híbrido,9,Por encima del mercado,390,1,53.5
11,1000941,Menos de 250k,Básico,Específica,Remoto,3,Por debajo del mercado,85,1,34.81
35,685228,Menos de 250k,Básico,Sin Experiencia,Híbrido,10,Dentro del mercado,387,1,25.96
35,2170458,250k a 1M,Básico,Sin Experiencia,Híbrido,10,Dentro del mercado,187,0,34.81
9,1259783,250k a 1M,Básico,Sin Experiencia,Remoto,3,Por debajo del mercado,195,0,20.7
28,2770011,250k a 1M,Intermedio,Específica,Remoto,11,Por encima del mercado,436,1,79.03
26,511740,Menos de 250k,Intermedio,General,Remoto,16,Dentro del mercado,300,0,46.12
23,2774369,Más de 1M,Experto,Sin Experiencia,Presencial,3,Por debajo del mercado,372,1,61.15
25,251080,250k a 1M,Intermedio,Sin Experiencia,Híbrido,1,Dentro del mercado,190,0,18.96
18,1766801,Más de 1M,Intermedio,Específica,Remoto,6,Por encima del mercado,317,1,61.68
1,1571395,Menos de 250k,Básico,Sin Experiencia,Híbrido,8,Por encima del mercado,6,0,21.89
24,2923419,Más de 1M,Intermedio,General,Híbrido,8,Por debajo del mercado,75,1,57.48
7,2727799,Más de 1M,Experto,Específica,Híbrido,12,Dentro del mercado,3,0,76.37
33,1117469,Más de 1M,Experto,Específica,Híbrido,19,Dentro del mercado,244,1,72.74
9,2477717,Menos de 250k,Básico,General,Híbrido,17,Por debajo del mercado,321,1,57.16
12,2740100,Menos de 250k,Básico,Específica,Presencial,18,Dentro del mercado,160,0,65.7
13,2414967,250k a 1M,Intermedio,Sin Experiencia,Remoto,8,Por debajo del mercado,457,0,53.86
15,2197058,Menos de 250k,Intermedio,Sin Experiencia,Presencial,14,Dentro del mercado,127,1,46.28
34,1195384,Más de 1M,Básico,Sin Experiencia,Remoto,18,Por encima del mercado,362,0,36.31
15,335066,Menos de 250k,Experto,Sin Experiencia,Presencial,20,Por debajo del mercado,363,0,49.24
26,2617859,250k a 1M,Básico,Sin Experiencia,Híbrido,2,Dentro del mercado,187,1,33.29
5,460148,Más de 1M,Intermedio,Sin Experiencia,Remoto,2,Dentro del mercado,34,0,17.12
25,947648,Menos de 250k,Intermedio,Sin Experiencia,Híbrido,13,Dentro del mercado,255,1,36.88
33,1309494,Menos de 250k,Intermedio,Específica,Presencial,17,Dentro del mercado,417,0,68.35
17,2573540,250k a 1M,Experto,Sin Experiencia,Presencial,7,Por debajo del mercado,7,1,51.2
14,1568902,250k a 1M,Básico,Específica,Remoto,12,Por encima del mercado,428,0,57.53
5,694641,Más de 1M,Experto,Específica,Remoto,19,Por encima del mercado,147,1,65.61
15,1809314,250k a 1M,Experto,Sin Experiencia,Remoto,9,Dentro del mercado,136,0,48.92
8,23351,250k a 1M,Intermedio,General,Híbrido,17,Dentro del mercado,54,0,34.6
30,966690,Más de 1M,Intermedio,General,Presencial,16,Por encima del mercado,354,0,52.29
10,656961,250k a 1M,Experto,General,Presencial,16,Por encima del mercado,14,0,48.99
8,223467,250k a 1M,Experto,Específica,Híbrido,7,Por debajo del mercado,308,0,56.72
2,2150330,Más de 1M,Experto,Sin Experiencia,Híbrido,19,Por encima del mercado,181,0,61.18
24,1062209,Más de 1M,Básico,General,Remoto,1,Dentro del mercado,35,0,22.42
16,821325,Menos de 250k,Básico,Sin Experiencia,Presencial,14,Por encima del mercado,17,0,19.22
5,248962,Más de 1M,Intermedio,Sin Experiencia,Remoto,13,Por encima del mercado,357,0,32.95
28,2350416,Más de 1M,Intermedio,General,Remoto,1,Dentro del mercado,144,1,48.57
33,2786922,Menos de 250k,Básico,Sin Experiencia,Presencial,7,Por debajo del mercado,206,1,39.3
21,2418333,Menos de 250k,Básico,Específica,Híbrido,16,Por debajo del mercado,298,0,65.12
34,940297,250k a 1M,Intermedio,General,Presencial,10,Por encima del mercado,299,1,45.87
17,2145107,Menos de 250k,Experto,Sin Experiencia,Híbrido,17,Por debajo del mercado,455,1,67.85
16,1111501,Más de 1M,Intermedio,General,Remoto,8,Dentro del mercado,81,1,39.55
22,1342273,Más de 1M,Intermedio,Específica,Híbrido,14,Por debajo del mercado,99,1,56.89
11,2624765,Menos de 250k,Intermedio,Sin Experiencia,Híbrido,6,Por debajo del mercado,20,1,41.35
6,789452,Menos de 250k,Básico,General,Presencial,8,Por debajo del mercado,136,0,27.97
14,1696563,Más de 1M,Básico,Específica,Híbrido,10,Dentro del mercado,427,0,57.28
10,2971912,Menos de 250k,Experto,Sin Experiencia,Presencial,18,Dentro del mercado,346,1,73.6
30,2315718,Más de 1M,Básico,Específica,Presencial,10,Por encima del mercado,92,1,53.42
34,2435577,250k a 1M,Básico,Específica,Presencial,15,Por encima del mercado,20,1,56.21
31,490404,Más de 1M,Experto,General,Presencial,9,Dentro del mercado,351,0,52.18
1,92796,250k a 1M,Básico,Específica,Remoto,4,Por encima del mercado,380,0,35.33
35,2798413,Menos de 250k,Básico,Específica,Híbrido,19,Por encima del mercado,238,1,69.37
36,2442087,Menos de 250k,Experto,Sin Experiencia,Presencial,3,Por debajo del mercado,127,1,50.48
27,450152,250k a 1M,Intermedio,Específica,Híbrido,14,Dentro del mercado,367,1,56.01
18,2528325,Menos de 250k,Básico,Sin Experiencia,Presencial,9,Por debajo del mercado,162,0,36.89
33,1507936,Más de 1M,Intermedio,Sin Experiencia,Híbrido,3,Dentro del mercado,81,0,29.76
36,758282,Menos de 250k,Básico,Específica,Presencial,16,Por debajo del mercado,349,1,50.05
34,2718934,Menos de 250k,Experto,Sin Experiencia,Presencial,8,Por encima del mercado,121,1,56.82
19,2749604,250k a 1M,Experto,Sin Experiencia,Híbrido,8,Por encima del mercado,356,0,64.18
26,1099380,250k a 1M,Experto,General,Híbrido,5,Por encima del mercado,6,1,44.92
23,954320,Más de 1M,Intermedio,General,Híbrido,5,Dentro del mercado,237,0,40.4
33,1002818,Más de 1M,Experto,Específica,Híbrido,1,Por encima del mercado,374,1,62.0
16,1106837,Más de 1M,Básico,Específica,Presencial,4,Por encima del mercado,453,0,47.66
34,342856,250k a 1M,Intermedio,Sin Experiencia,Remoto,3,Por encima del mercado,108,0,18.92
23,1712953,Menos de 250k,Intermedio,Sin Experiencia,Presencial,2,Por debajo del mercado,445,1,41.98
28,1997200,250k a 1M,Intermedio,General,Presencial,20,Por encima del mercado,489,0,69.64
32,1306338,Más de 1M,Básico,General,Híbrido,12,Por debajo del mercado,110,1,35.36
19,2475447,Menos de 250k,Experto,General,Presencial,17,Por debajo del mercado,418,1,80.04
7,781349,250k a 1M,Básico,General,Híbrido,15,Dentro del mercado,475,1,43.31
14,1107088,Menos de 250k,Intermedio,Sin Experiencia,Remoto,14,Por debajo del mercado,59,0,33.34
12,724451,250k a 1M,Experto,General,Híbrido,17,Por encima del mercado,499,1,64.96
32,1315277,250k a 1M,Experto,Sin Experiencia,Remoto,7,Por debajo del mercado,483,0,52.89
12,2707423,250k a 1M,Experto,Sin Experiencia,Presencial,13,Por debajo del mercado,128,0,60.66
7,517192,250k a 1M,Intermedio,Sin Experiencia,Remoto,18,Dentro del mercado,473,0,42.86
1,585225,Más de 1M,Experto,Específica,Remoto,15,Dentro del mercado,393,1,68.89
36,2353354,Menos de 250k,Intermedio,General,Híbrido,8,Por debajo del mercado,363,1,60.42
31,2195235,Más de 1M,Intermedio,General,Presencial,3,Por debajo del mercado,478,0,58.54
9,2989425,Menos de 250k,Experto,Sin Experiencia,Remoto,16,Por debajo del mercado,70,0,63.99
10,2284800,Menos de 250k,Experto,Específica,Híbrido,4,Por debajo del mercado,239,1,73.02
34,2330686,250k a 1M,Básico,General,Híbrido,5,Dentro del mercado,401,1,49.09
14,1564022,Más de 1M,Intermedio,General,Presencial,2,Por debajo del mercado,172,1,42.3
33,403805,Menos de 250k,Básico,Sin Experiencia,Presencial,18,Por debajo del mercado,54,0,19.16
1,368487,Menos de 250k,Experto,Sin Experiencia,Remoto,3,Por encima del mercado,44,0,27.25
20,2542609,250k a 1M,Básico,Sin Experiencia,Híbrido,17,Dentro del mercado,138,1,42.32
35,766535,250k a 1M,Intermedio,Específica,Presencial,3,Dentro del mercado,294,0,48.74
1,1764464,Menos de 250k,Experto,Sin Experiencia,Presencial,16,Dentro del mercado,182,1,55.1
22,330559,Más de 1M,Intermedio,Específica,Remoto,14,Por debajo del mercado,328,1,53.65
13,2040132,Más de 1M,Intermedio,Sin Experiencia,Remoto,3,Dentro del mercado,71,0,34.78
25,904722,Menos de 250k,Básico,Sin Experiencia,Híbrido,15,Por debajo del mercado,167,0,25.31
27,1143030,Más de 1M,Básico,Sin Experiencia,Híbrido,2,Dentro del mercado,40,0,14.13
17,2403211,Menos de 250k,Intermedio,General,Híbrido,9,Por encima del mercado,77,1,53.09
1,1110264,250k a 1M,Experto,Específica,Remoto,17,Por debajo del mercado,133,0,67.84
12,1511411,250k a 1M,Experto,Específica,Híbrido,1,Dentro del mercado,194,1,61.68
11,1609335,Menos de 250k,Intermedio,Sin Experiencia,Híbrido,11,Por debajo del mercado,300,0,43.34
1,584213,250k a 1M,Básico,Sin Experiencia,Presencial,8,Dentro del mercado,490,0,26.54
27,532249,250k a 1M,Intermedio,General,Remoto,12,Por encima del mercado,201,0,40.35
9,2750505,250k a 1M,Experto,Específica,Híbrido,17,Dentro del mercado,239,0,87.43
28,2228041,250k a 1M,Experto,Sin Experiencia,Híbrido,8,Por encima del mercado,112,0,51.64
23,2641971,Más de 1M,Básico,General,Presencial,7,Por debajo del mercado,22,0,42.33
16,912884,Más de 1M,Intermedio,Específica,Presencial,17,Dentro del mercado,475,0,66.13
21,490248,Más de 1M,Básico,General,Remoto,16,Por encima del mercado,43,0,28.19
22,793952,Más de 1M,Intermedio,General,Presencial,10,Dentro del mercado,196,1,41.32
10,703420,Menos de 250k,Básico,General,Remoto,9,Por debajo del mercado,473,1,37.97
18,125779,250k a 1M,Experto,General,Híbrido,16,Dentro del mercado,499,0,58.23
1,861948,Menos de 250k,Básico,Específica,Remoto,13,Por encima del mercado,407,1,50.58
15,2949960,Más de 1M,Intermedio,General,Remoto,2,Por encima del mercado,26,0,51.78
28,2786397,Menos de 250k,Básico,General,Híbrido,3,Por encima del mercado,194,0,45.93
2,1384814,250k a 1M,Experto,Específica,Remoto,13,Dentro del mercado,142,0,67.86
2,1108474,250k a 1M,Básico,General,Remoto,7,Por encima del mercado,339,0,36.5
14,1932288,Más de 1M,Intermedio,Específica,Presencial,4,Dentro del mercado,280,0,60.72
5,2171548,Más de 1M,Experto,Específica,Híbrido,14,Dentro del mercado,299,1,81.19
25,2820671,250k a 1M,Básico,Sin Experiencia,Híbrido,5,Por encima del mercado,389,0,43.63
19,429567,250k a 1M,Intermedio,Sin Experiencia,Remoto,7,Dentro del mercado,492,0,34.31
22,1748607,Más de 1M,Básico,Específica,Presencial,12,Dentro del mercado,363,0,57.38
1,1237252,Más de 1M,Intermedio,General,Remoto,15,Por debajo del mercado,49,1,45.09
7,59845,Menos de 250k,Experto,Sin Experiencia,Presencial,1,Por encima del mercado,382,0,32.81
7,359156,Menos de 250k,Básico,Específica,Presencial,20,Dentro del mercado,407,0,50.8
8,119391,250k a 1M,Experto,Específica,Híbrido,8,Dentro del mercado,385,0,58.74
36,74070,Menos de 250k,Experto,Específica,Presencial,12,Por debajo del mercado,373,1,60.93
13,1713885,250k a 1M,Experto,Sin Experiencia,Híbrido,1,Por debajo del mercado,11,0,38.22
1,1609282,Menos de 250k,Experto,Sin Experiencia,Remoto,10,Por encima del mercado,156,1,48.27
7,129606,Menos de 250k,Básico,General,Presencial,4,Dentro del mercado,61,0,16.13
11,2119960,Menos de 250k,Experto,Específica,Remoto,14,Por encima del mercado,110,1,75.0
25,645581,250k a 1M,Experto,General,Remoto,12,Por debajo del mercado,63,0,47.35
29,2248329,250k a 1M,Básico,Específica,Remoto,14,Por encima del mercado,275,1,61.23
11,364597,Más de 1M,Experto,General,Presencial,9,Dentro del mercado,230,0,47.3
35,2978982,Menos de 250k,Básico,General,Híbrido,18,Por debajo del mercado,119,1,56.86
12,1896286,Más de 1M,Básico,Sin Experiencia,Presencial,18,Por debajo del mercado,296,0,41.34
8,411156,Más de 1M,Intermedio,Sin Experiencia,Híbrido,7,Dentro del mercado,118,0,22.9
26,2563281,250k a 1M,Básico,General,Remoto,13,Por encima del mercado,132,0,49.34
22,1672380,Más de 1M,Básico,Sin Experiencia,Híbrido,11,Dentro del mercado,75,0,27.22
22,326887,Menos de 250k,Intermedio,Específica,Presencial,13,Dentro del mercado,13,0,43.41
33,2691369,Menos de 250k,Experto,General,Presencial,6,Dentro del mercado,90,0,64.11
33,1434302,Menos de 250k,Experto,Sin Experiencia,Remoto,6,Por debajo del mercado,219,0,45.41
13,2877194,Más de 1M,Experto,Específica,Remoto,7,Dentro del mercado,413,1,86.41
22,1352250,250k a 1M,Experto,General,Híbrido,3,Dentro del mercado,294,1,54.59
21,108703,Menos de 250k,Básico,General,Remoto,12,Dentro del mercado,199,0,26.06
25,2620810,250k a 1M,Experto,Sin Experiencia,Presencial,6,Dentro del mercado,21,1,51.34
2,1904730,250k a 1M,Experto,Específica,Presencial,18,Por encima del mercado,87,0,75.16
1,1335536,Más de 1M,Básico,General,Presencial,9,Dentro del mercado,46,0,31.49
30,350692,Menos de 250k,Experto,Específica,Presencial,20,Por encima del mercado,81,0,60.94
23,1115261,Más de 1M,Experto,Sin Experiencia,Híbrido,15,Por debajo del mercado,496,1,57.28
29,2413599,250k a 1M,Experto,General,Presencial,6,Dentro del mercado,60,1,60.44
27,2770319,Menos de 250k,Intermedio,General,Híbrido,7,Por encima del mercado,226,1,59.73
30,1026663,250k a 1M,Básico,General,Remoto,15,Por encima del mercado,311,0,40.85
34,1440545,Menos de 250k,Intermedio,Sin Experiencia,Híbrido,9,Por encima del mercado,228,1,38.0
21,1398611,250k a 1M,Intermedio,General,Híbrido,19,Por debajo del mercado,344,1,58.56
27,1304038,Menos de 250k,Básico,Sin Experiencia,Presencial,14,Por debajo del mercado,73,0,25.73
26,1248364,250k a 1M,Intermedio,Específica,Híbrido,11,Por encima del mercado,199,1,56.7
26,1981954,Menos de 250k,Experto,Sin Experiencia,Remoto,20,Dentro del mercado,314,1,64.24
7,2431306,Menos de 250k,Básico,Específica,Híbrido,14,Por debajo del mercado,142,1,59.07
24,2904524,Menos de 250k,Básico,General,Híbrido,16,Por debajo del mercado,29,1,51.92
18,1783116,250k a 1M,Intermedio,General,Presencial,8,Por encima del mercado,232,1,50.79
26,2531015,Menos de 250k,Intermedio,Específica,Presencial,4,Por debajo del mercado,452,1,71.87
27,1105892,250k a 1M,Básico,Específica,Híbrido,11,Por debajo del mercado,457,0,53.02
23,870089,Más de 1M,Intermedio,Específica,Presencial,13,Por debajo del mercado,398,1,60.39
18,250224,Menos de 250k,Intermedio,Sin Experiencia,Híbrido,3,Por encima del mercado,6,0,14.93
10,1150219,250k a 1M,Básico,Específica,Presencial,12,Dentro del mercado,302,0,49.56
3,2070558,Menos de 250k,Experto,Sin Experiencia,Remoto,3,Dentro del mercado,3,0,43.05
26,948518,Más de 1M,Básico,Específica,Presencial,14,Dentro del mercado,320,1,49.59
34,721827,Más de 1M,Experto,General,Híbrido,6,Por encima del mercado,96,0,44.6
17,2452004,250k a 1M,Experto,General,Remoto,8,Dentro del mercado,397,0,72.43
19,175524,Más de 1M,Básico,Sin Experiencia,Presencial,15,Dentro del mercado,306,0,22.19
30,1298526,Más de 1M,Intermedio,Específica,Remoto,7,Por debajo del mercado,62,1,50.1
14,2761053,Menos de 250k,Básico,Sin Experiencia,Presencial,12,Por debajo del mercado,451,0,50.14
15,2004227,250k a 1M,Básico,Específica,Presencial,20,Por debajo del mercado,345,0,65.39
10,713453,Menos de 250k,Intermedio,Sin Experiencia,Presencial,19,Dentro del mercado,464,0,45.3
33,59264,Menos de 250k,Básico,General,Presencial,5,Dentro del mercado,440,0,27.54
2,1983396,Más de 1M,Experto,Sin Experiencia,Remoto,11,Por encima del mercado,224,0,54.8
16,2909845,Más de 1M,Experto,Sin Experiencia,Remoto,14,Por debajo del mercado,281,1,68.03
35,430173,250k a 1M,Intermedio,Sin Experiencia,Híbrido,7,Dentro del mercado,281,0,27.98
31,1612128,250k a 1M,Experto,Sin Experiencia,Híbrido,18,Por debajo del mercado,170,1,54.72
11,1991564,Menos de 250k,Intermedio,Específica,Remoto,13,Por encima del mercado,214,0,66.09
3,764951,Más de 1M,Experto,General,Híbrido,11,Por encima del mercado,133,1,49.89
35,2654859,Más de 1M,Experto,General,Remoto,11,Por encima del mercado,360,1,75.6
17,911824,Menos de 250k,Experto,Sin Experiencia,Híbrido,10,Dentro del mercado,254,1,44.24
4,1244675,Más de 1M,Experto,Sin Experiencia,Remoto,20,Dentro del mercado,283,1,55.94
28,432292,250k a 1M,Básico,General,Híbrido,18,Por debajo del mercado,178,1,33.16
15,1306783,Más de 1M,Intermedio,Específica,Remoto,19,Por debajo del mercado,464,1,71.24
20,1410631,Menos de 250k,Experto,General,Híbrido,17,Dentro del mercado,179,1,62.23
15,472240,250k a 1M,Experto,General,Remoto,6,Por encima del mercado,397,1,51.13
35,2115018,Menos de 250k,Básico,General,Híbrido,12,Dentro del mercado,448,1,53.59
12,130189,250k a 1M,Experto,Sin Experiencia,Remoto,2,Dentro del mercado,393,0,34.59
33,2381994,Más de 1M,Experto,Sin Experiencia,Remoto,4,Dentro del mercado,392,0,58.58
20,2967802,Más de 1M,Intermedio,General,Presencial,11,Dentro del mercado,72,1,60.09
5,971257,Menos de 250k,Intermedio,Sin Experiencia,Presencial,16,Dentro del mercado,231,0,38.64
29,2645112,Más de 1M,Experto,Sin Experiencia,Remoto,12,Por encima del mercado,38,0,56.59
22,2041001,Menos de 250k,Experto,Sin Experiencia,Híbrido,20,Por encima del mercado,125,0,59.16
34,1743540,Menos de 250k,Experto,Sin Experiencia,Híbrido,3,Por encima del mercado,392,0,51.45
11,1136662,Más de 1M,Experto,General,Presencial,13,Dentro del mercado,137,0,55.23
13,2197143,Menos de 250k,Intermedio,Sin Experiencia,Presencial,9,Por debajo del mercado,219,1,45.29
15,500684,250k a 1M,Intermedio,Sin Experiencia,Híbrido,5,Dentro del mercado,392,0,30.52
7,1859251,Más de 1M,Básico,Sin Experiencia,Híbrido,15,Dentro del mercado,190,0,35.54
18,2924025,250k a 1M,Básico,Específica,Remoto,13,Por debajo del mercado,395,0,70.84
