duracion,presupuesto,facturacion_anual,fortaleza_tecnologica,experiencia_requerida,lugar_trabajo,numero_perfiles_requeridos,precio_hora,volumetria,prob_exito
21,133694,Más de 1M,Experto,Específica,Remoto,12,Alto,0,85.0
2,529014,Entre 250k y 1M,Alto,Generalista,Presencial,9,Dentro del mercado,1,70.0
21,718617,Menos de 250k,Básico,Generalista,Híbrido,7,Dentro del mercado,1,60.0
28,387311,Entre 250k y 1M,Alto,Generalista,Híbrido,11,Bajo,0,40.0
20,715490,Entre 250k y 1M,Experto,Generalista,Remoto,4,Alto,1,80.0
34,228651,Más de 1M,Básico,Generalista,Híbrido,3,Dentro del mercado,1,65.0
24,670877,Entre 250k y 1M,Experto,Generalista,Híbrido,12,Bajo,1,70.0
30,619345,Menos de 250k,Básico,Generalista,Presencial,20,Alto,0,60.0
3,435389,Entre 250k y 1M,Experto,Generalista,Remoto,12,Dentro del mercado,0,80.0
35,883336,Entre 250k y 1M,Alto,Específica,Remoto,15,Bajo,0,60.0
20,170919,Entre 250k y 1M,Básico,Generalista,Remoto,5,Dentro del mercado,0,60.0
9,417775,Más de 1M,Alto,Específica,Híbrido,4,Alto,1,55.0
13,625828,Menos de 250k,Básico,Específica,Remoto,7,Bajo,1,60.0
33,172647,Más de 1M,Alto,Específica,Híbrido,11,Bajo,1,55.0
11,634876,Entre 250k y 1M,Experto,Específica,Híbrido,6,Dentro del mercado,0,80.0
28,635243,Entre 250k y 1M,Alto,Generalista,Remoto,18,Bajo,1,60.0
20,420424,Menos de 250k,Básico,Generalista,Presencial,20,Alto,0,50.0
34,145947,Más de 1M,Alto,Generalista,Híbrido,11,Alto,1,55.0
9,165355,Entre 250k y 1M,Básico,Generalista,Remoto,17,Dentro del mercado,0,60.0
13,920492,Menos de 250k,Alto,Específica,Presencial,1,Dentro del mercado,1,70.0
34,797316,Más de 1M,Experto,Generalista,Remoto,5,Bajo,1,95.0
15,775699,Entre 250k y 1M,Básico,Generalista,Presencial,15,Dentro del mercado,1,70.0
1,483412,Menos de 250k,Alto,Específica,Presencial,12,Dentro del mercado,0,60.0
35,63551,Más de 1M,Básico,Generalista,Híbrido,8,Dentro del mercado,0,65.0
12,481102,Más de 1M,Alto,Generalista,Presencial,4,Alto,1,65.0
30,405842,Menos de 250k,Básico,Específica,Remoto,13,Bajo,1,50.0
22,710262,Menos de 250k,Básico,Específica,Remoto,14,Bajo,1,60.0
22,241739,Menos de 250k,Experto,Generalista,Remoto,6,Bajo,1,70.0
29,867199,Menos de 250k,Alto,Generalista,Remoto,8,Alto,0,60.0
19,575647,Más de 1M,Experto,Específica,Híbrido,14,Alto,0,85.0
27,448157,Más de 1M,Alto,Generalista,Presencial,13,Alto,0,65.0
32,349961,Menos de 250k,Básico,Específica,Híbrido,7,Bajo,1,40.0
4,827818,Más de 1M,Experto,Generalista,Presencial,1,Dentro del mercado,1,100.0
5,640920,Más de 1M,Experto,Generalista,Presencial,6,Dentro del mercado,1,100.0
12,747475,Más de 1M,Básico,Específica,Presencial,6,Dentro del mercado,0,85.0
26,357279,Más de 1M,Experto,Específica,Presencial,7,Dentro del mercado,1,95.0
31,859718,Menos de 250k,Básico,Específica,Remoto,13,Bajo,1,60.0
6,145101,Más de 1M,Experto,Generalista,Híbrido,13,Alto,0,75.0
2,764423,Más de 1M,Experto,Generalista,Híbrido,14,Alto,1,85.0
30,551515,Menos de 250k,Alto,Específica,Híbrido,11,Dentro del mercado,1,60.0
8,187726,Menos de 250k,Básico,Específica,Presencial,17,Dentro del mercado,0,60.0
22,852676,Más de 1M,Experto,Específica,Remoto,14,Dentro del mercado,0,100.0
28,476624,Menos de 250k,Experto,Específica,Remoto,4,Dentro del mercado,0,80.0
36,222562,Entre 250k y 1M,Alto,Generalista,Presencial,10,Alto,0,50.0
6,519470,Entre 250k y 1M,Experto,Generalista,Remoto,13,Alto,1,80.0
32,419913,Más de 1M,Básico,Específica,Híbrido,13,Alto,0,55.0
25,258595,Más de 1M,Experto,Específica,Híbrido,17,Bajo,1,75.0
20,569284,Más de 1M,Experto,Específica,Presencial,15,Dentro del mercado,1,100.0
18,808878,Más de 1M,Experto,Generalista,Presencial,20,Alto,1,95.0
5,169066,Entre 250k y 1M,Alto,Generalista,Híbrido,1,Alto,1,40.0
1,698499,Menos de 250k,Experto,Específica,Remoto,7,Alto,1,80.0
21,896453,Entre 250k y 1M,Básico,Generalista,Híbrido,16,Dentro del mercado,1,60.0
24,753648,Más de 1M,Alto,Específica,Presencial,19,Dentro del mercado,0,85.0
19,418975,Más de 1M,Alto,Específica,Híbrido,10,Dentro del mercado,0,65.0
22,738011,Menos de 250k,Básico,Específica,Presencial,3,Dentro del mercado,0,70.0
18,175193,Entre 250k y 1M,Básico,Específica,Híbrido,19,Dentro del mercado,1,50.0
34,567994,Menos de 250k,Alto,Específica,Presencial,11,Dentro del mercado,1,70.0
22,542748,Menos de 250k,Básico,Generalista,Presencial,4,Bajo,1,60.0
18,28207,Más de 1M,Alto,Específica,Remoto,3,Alto,1,65.0
28,629442,Menos de 250k,Experto,Específica,Remoto,10,Bajo,0,80.0
36,505474,Menos de 250k,Experto,Generalista,Remoto,20,Alto,0,80.0
1,968725,Menos de 250k,Básico,Generalista,Remoto,13,Dentro del mercado,1,70.0
23,799569,Más de 1M,Básico,Generalista,Presencial,18,Dentro del mercado,0,85.0
7,455089,Entre 250k y 1M,Alto,Generalista,Presencial,1,Bajo,0,50.0
8,831211,Entre 250k y 1M,Experto,Específica,Remoto,13,Bajo,0,80.0
28,366171,Menos de 250k,Alto,Generalista,Híbrido,3,Alto,0,40.0
17,257261,Entre 250k y 1M,Alto,Generalista,Presencial,1,Bajo,1,50.0
18,589652,Menos de 250k,Alto,Generalista,Remoto,3,Dentro del mercado,1,70.0
1,836535,Menos de 250k,Alto,Específica,Presencial,14,Alto,1,60.0
33,239946,Entre 250k y 1M,Experto,Específica,Híbrido,15,Bajo,0,60.0
1,239852,Entre 250k y 1M,Alto,Específica,Híbrido,3,Bajo,0,40.0
30,834951,Entre 250k y 1M,Alto,Específica,Híbrido,14,Alto,0,50.0
10,636196,Entre 250k y 1M,Básico,Específica,Híbrido,17,Alto,0,50.0
27,634797,Más de 1M,Básico,Generalista,Híbrido,4,Dentro del mercado,1,75.0
22,781395,Entre 250k y 1M,Experto,Específica,Remoto,3,Bajo,1,80.0
8,211155,Entre 250k y 1M,Alto,Generalista,Híbrido,12,Bajo,0,40.0
30,247325,Más de 1M,Experto,Generalista,Remoto,15,Bajo,1,85.0
16,906743,Menos de 250k,Alto,Específica,Presencial,12,Bajo,1,60.0
35,665356,Menos de 250k,Básico,Específica,Híbrido,16,Dentro del mercado,0,60.0
23,629982,Más de 1M,Básico,Generalista,Remoto,15,Alto,0,75.0
23,893815,Entre 250k y 1M,Básico,Generalista,Híbrido,18,Alto,1,50.0
17,321988,Más de 1M,Básico,Generalista,Remoto,5,Alto,1,65.0
15,458570,Entre 250k y 1M,Experto,Generalista,Híbrido,13,Bajo,0,60.0
5,604685,Más de 1M,Alto,Específica,Remoto,11,Bajo,1,75.0
23,258839,Más de 1M,Básico,Generalista,Remoto,14,Dentro del mercado,1,75.0
15,55040,Menos de 250k,Alto,Generalista,Presencial,6,Bajo,0,50.0
15,53486,Menos de 250k,Experto,Generalista,Híbrido,17,Bajo,1,60.0
3,103488,Más de 1M,Básico,Generalista,Remoto,9,Alto,1,65.0
2,246245,Entre 250k y 1M,Alto,Generalista,Presencial,1,Bajo,1,50.0
18,16650,Entre 250k y 1M,Alto,Específica,Remoto,18,Dentro del mercado,0,60.0
36,912963,Más de 1M,Básico,Generalista,Presencial,10,Dentro del mercado,1,85.0
5,521187,Menos de 250k,Básico,Específica,Presencial,14,Bajo,1,60.0
36,410397,Menos de 250k,Experto,Específica,Híbrido,3,Alto,1,60.0
25,534609,Más de 1M,Básico,Específica,Híbrido,1,Alto,1,65.0
22,947815,Menos de 250k,Experto,Generalista,Remoto,11,Bajo,1,80.0
22,737816,Menos de 250k,Alto,Generalista,Híbrido,6,Bajo,1,50.0
7,20023,Menos de 250k,Experto,Específica,Presencial,13,Bajo,0,70.0
7,26055,Menos de 250k,Alto,Generalista,Remoto,6,Bajo,1,50.0
25,446136,Entre 250k y 1M,Alto,Generalista,Híbrido,5,Alto,1,40.0
1,521842,Menos de 250k,Experto,Generalista,Híbrido,1,Alto,1,70.0
12,313017,Más de 1M,Alto,Específica,Híbrido,7,Alto,0,55.0
23,662945,Menos de 250k,Alto,Específica,Híbrido,11,Alto,0,50.0
12,429240,Menos de 250k,Experto,Generalista,Híbrido,16,Dentro del mercado,1,70.0
10,923574,Menos de 250k,Alto,Específica,Remoto,5,Bajo,1,60.0
27,894808,Menos de 250k,Experto,Generalista,Presencial,1,Alto,0,80.0
32,440460,Entre 250k y 1M,Experto,Específica,Híbrido,4,Alto,0,60.0
18,516198,Entre 250k y 1M,Experto,Específica,Presencial,15,Bajo,0,80.0
34,247950,Menos de 250k,Alto,Específica,Presencial,12,Bajo,1,50.0
26,551163,Entre 250k y 1M,Básico,Específica,Remoto,11,Dentro del mercado,0,70.0
25,318890,Más de 1M,Básico,Generalista,Remoto,15,Dentro del mercado,0,75.0
10,365219,Menos de 250k,Básico,Específica,Híbrido,9,Alto,1,40.0
35,793065,Menos de 250k,Experto,Generalista,Remoto,4,Alto,0,80.0
35,120399,Entre 250k y 1M,Alto,Específica,Presencial,19,Dentro del mercado,1,60.0
17,110775,Entre 250k y 1M,Básico,Específica,Presencial,10,Bajo,0,50.0
3,834969,Entre 250k y 1M,Experto,Generalista,Remoto,12,Alto,1,80.0
36,977399,Menos de 250k,Alto,Específica,Híbrido,20,Dentro del mercado,0,60.0
18,997147,Entre 250k y 1M,Básico,Generalista,Remoto,13,Bajo,0,60.0
29,700504,Entre 250k y 1M,Alto,Específica,Híbrido,15,Alto,1,50.0
10,143372,Entre 250k y 1M,Alto,Generalista,Híbrido,1,Bajo,0,40.0
15,930673,Más de 1M,Experto,Específica,Remoto,15,Bajo,0,95.0
30,259081,Más de 1M,Experto,Específica,Híbrido,10,Alto,1,75.0
36,529837,Más de 1M,Alto,Generalista,Presencial,16,Alto,0,75.0
6,128916,Más de 1M,Básico,Generalista,Remoto,3,Alto,1,65.0
17,507241,Menos de 250k,Alto,Específica,Híbrido,19,Bajo,1,50.0
14,610631,Menos de 250k,Experto,Generalista,Híbrido,1,Dentro del mercado,1,80.0
14,175001,Más de 1M,Básico,Específica,Presencial,20,Dentro del mercado,0,75.0
34,610605,Más de 1M,Alto,Específica,Presencial,12,Alto,1,75.0
7,861816,Entre 250k y 1M,Experto,Específica,Presencial,10,Alto,1,80.0
34,386656,Menos de 250k,Básico,Generalista,Híbrido,16,Alto,1,40.0
19,91830,Más de 1M,Alto,Específica,Presencial,20,Bajo,0,65.0
3,667523,Más de 1M,Alto,Generalista,Remoto,11,Bajo,1,75.0
35,372085,Entre 250k y 1M,Experto,Generalista,Híbrido,9,Bajo,1,60.0
32,144014,Más de 1M,Experto,Específica,Presencial,4,Bajo,0,85.0
8,977074,Menos de 250k,Básico,Generalista,Remoto,1,Bajo,0,60.0
21,553377,Menos de 250k,Experto,Específica,Remoto,3,Bajo,0,80.0
13,675301,Menos de 250k,Básico,Específica,Híbrido,13,Alto,1,50.0
2,31745,Entre 250k y 1M,Básico,Específica,Presencial,1,Dentro del mercado,0,60.0
3,911759,Más de 1M,Alto,Específica,Remoto,10,Alto,1,75.0
22,263803,Entre 250k y 1M,Alto,Generalista,Presencial,8,Bajo,1,50.0
4,955979,Más de 1M,Alto,Específica,Híbrido,20,Alto,0,65.0
1,505249,Entre 250k y 1M,Básico,Específica,Remoto,9,Bajo,1,60.0
20,466112,Más de 1M,Experto,Específica,Híbrido,6,Alto,0,75.0
14,186312,Menos de 250k,Alto,Específica,Híbrido,4,Dentro del mercado,1,50.0
10,111986,Entre 250k y 1M,Experto,Específica,Remoto,15,Bajo,1,70.0
31,780318,Menos de 250k,Básico,Generalista,Presencial,10,Dentro del mercado,0,70.0
5,798195,Menos de 250k,Básico,Específica,Remoto,19,Alto,1,60.0
17,734983,Menos de 250k,Básico,Generalista,Híbrido,12,Alto,0,50.0
18,322345,Más de 1M,Básico,Generalista,Presencial,17,Bajo,1,65.0
5,880238,Menos de 250k,Alto,Generalista,Presencial,13,Dentro del mercado,1,70.0
23,785997,Más de 1M,Alto,Específica,Híbrido,10,Dentro del mercado,1,75.0
17,553765,Más de 1M,Experto,Específica,Remoto,10,Alto,0,95.0
22,787799,Más de 1M,Básico,Específica,Híbrido,11,Alto,0,65.0
33,745996,Más de 1M,Básico,Específica,Presencial,18,Alto,1,75.0
29,908340,Más de 1M,Experto,Específica,Remoto,11,Dentro del mercado,0,100.0
22,638660,Más de 1M,Alto,Específica,Híbrido,18,Bajo,1,65.0
14,179531,Más de 1M,Básico,Generalista,Híbrido,2,Dentro del mercado,1,65.0
7,97594,Entre 250k y 1M,Alto,Generalista,Remoto,4,Bajo,1,50.0
29,963634,Más de 1M,Experto,Específica,Remoto,16,Dentro del mercado,1,100.0
36,879760,Menos de 250k,Experto,Generalista,Híbrido,11,Bajo,0,70.0
15,247874,Entre 250k y 1M,Básico,Generalista,Remoto,18,Bajo,1,50.0
6,793771,Más de 1M,Experto,Específica,Presencial,13,Dentro del mercado,0,100.0
13,943344,Entre 250k y 1M,Experto,Generalista,Presencial,5,Alto,1,80.0
9,28998,Entre 250k y 1M,Alto,Generalista,Remoto,18,Bajo,0,50.0
6,909809,Menos de 250k,Experto,Específica,Presencial,10,Bajo,0,80.0
27,617225,Más de 1M,Experto,Generalista,Híbrido,15,Alto,1,85.0
16,197850,Entre 250k y 1M,Básico,Específica,Presencial,7,Alto,1,50.0
16,32908,Menos de 250k,Alto,Generalista,Remoto,3,Dentro del mercado,0,60.0
31,33816,Entre 250k y 1M,Básico,Generalista,Híbrido,19,Dentro del mercado,0,50.0
31,369069,Más de 1M,Alto,Específica,Remoto,6,Bajo,1,65.0
4,474856,Menos de 250k,Experto,Generalista,Remoto,17,Bajo,1,70.0
8,940155,Menos de 250k,Alto,Generalista,Presencial,10,Bajo,0,60.0
27,611893,Entre 250k y 1M,Experto,Generalista,Híbrido,15,Dentro del mercado,1,80.0
15,155938,Más de 1M,Alto,Específica,Remoto,15,Bajo,0,65.0
12,324211,Más de 1M,Alto,Específica,Presencial,2,Alto,1,65.0
11,296039,Entre 250k y 1M,Experto,Generalista,Presencial,17,Bajo,0,70.0
36,942082,Menos de 250k,Experto,Generalista,Híbrido,1,Dentro del mercado,0,80.0
8,140719,Menos de 250k,Básico,Generalista,Presencial,5,Dentro del mercado,1,60.0
8,229529,Más de 1M,Básico,Específica,Híbrido,4,Bajo,0,55.0
35,30703,Menos de 250k,Alto,Generalista,Presencial,20,Dentro del mercado,0,60.0
21,607173,Menos de 250k,Básico,Generalista,Remoto,9,Bajo,1,60.0
30,928953,Entre 250k y 1M,Alto,Específica,Remoto,17,Alto,0,60.0
26,942000,Más de 1M,Básico,Generalista,Presencial,12,Bajo,0,75.0
31,989083,Menos de 250k,Básico,Específica,Presencial,9,Dentro del mercado,1,70.0
23,794031,Entre 250k y 1M,Alto,Generalista,Híbrido,4,Alto,0,50.0
24,591444,Entre 250k y 1M,Experto,Generalista,Presencial,6,Alto,1,80.0
9,801884,Menos de 250k,Experto,Específica,Híbrido,8,Alto,0,70.0
15,611246,Entre 250k y 1M,Experto,Específica,Presencial,2,Bajo,0,80.0
12,261967,Entre 250k y 1M,Experto,Específica,Remoto,19,Dentro del mercado,1,80.0
34,288459,Menos de 250k,Alto,Específica,Presencial,11,Bajo,1,50.0
18,795324,Más de 1M,Alto,Generalista,Remoto,5,Bajo,1,75.0
13,116353,Menos de 250k,Alto,Específica,Presencial,2,Bajo,0,50.0
30,215213,Menos de 250k,Alto,Generalista,Presencial,3,Bajo,1,50.0
36,773404,Menos de 250k,Experto,Generalista,Híbrido,6,Dentro del mercado,0,80.0
32,747710,Menos de 250k,Básico,Específica,Híbrido,20,Alto,1,50.0
36,243424,Más de 1M,Básico,Específica,Presencial,4,Alto,1,65.0
21,759109,Menos de 250k,Experto,Generalista,Remoto,18,Alto,1,80.0
6,689336,Más de 1M,Alto,Específica,Presencial,16,Alto,0,75.0
36,128407,Menos de 250k,Básico,Generalista,Presencial,13,Bajo,0,50.0
30,412985,Menos de 250k,Básico,Específica,Híbrido,16,Alto,1,40.0
8,247194,Menos de 250k,Experto,Generalista,Híbrido,4,Dentro del mercado,1,70.0
17,213665,Más de 1M,Básico,Generalista,Presencial,13,Dentro del mercado,1,75.0
21,97724,Menos de 250k,Alto,Específica,Remoto,9,Dentro del mercado,1,60.0
28,163331,Menos de 250k,Alto,Específica,Presencial,13,Bajo,0,50.0
17,942852,Menos de 250k,Alto,Específica,Híbrido,17,Bajo,0,50.0
1,364386,Menos de 250k,Básico,Generalista,Remoto,7,Dentro del mercado,0,60.0
25,893253,Entre 250k y 1M,Experto,Generalista,Híbrido,13,Bajo,0,70.0
24,668313,Más de 1M,Básico,Generalista,Híbrido,1,Alto,1,65.0
7,690291,Más de 1M,Alto,Generalista,Presencial,1,Bajo,0,75.0
8,218300,Entre 250k y 1M,Alto,Generalista,Híbrido,2,Alto,1,40.0
3,627107,Más de 1M,Experto,Generalista,Remoto,6,Bajo,0,95.0
28,963027,Menos de 250k,Alto,Generalista,Presencial,8,Alto,0,60.0
23,311968,Menos de 250k,Experto,Generalista,Remoto,1,Bajo,1,70.0
4,909600,Más de 1M,Básico,Específica,Presencial,7,Alto,1,75.0
22,419692,Entre 250k y 1M,Básico,Generalista,Híbrido,8,Dentro del mercado,0,50.0
36,392009,Menos de 250k,Alto,Específica,Remoto,7,Dentro del mercado,1,60.0
36,589469,Más de 1M,Básico,Generalista,Presencial,1,Dentro del mercado,1,85.0
30,307936,Menos de 250k,Experto,Generalista,Híbrido,19,Dentro del mercado,1,70.0
13,936702,Más de 1M,Experto,Generalista,Presencial,4,Bajo,0,95.0
10,723240,Más de 1M,Básico,Generalista,Remoto,2,Bajo,1,75.0
13,287115,Menos de 250k,Básico,Generalista,Híbrido,12,Bajo,1,40.0
36,697884,Más de 1M,Básico,Específica,Remoto,6,Alto,0,75.0
14,726061,Más de 1M,Alto,Específica,Híbrido,11,Bajo,1,65.0
8,852716,Entre 250k y 1M,Básico,Específica,Híbrido,4,Alto,1,50.0
4,530933,Menos de 250k,Alto,Generalista,Híbrido,10,Alto,0,50.0
22,263203,Entre 250k y 1M,Experto,Específica,Remoto,12,Alto,0,70.0
16,632284,Menos de 250k,Experto,Específica,Presencial,2,Bajo,0,80.0
15,350107,Menos de 250k,Básico,Específica,Remoto,14,Alto,0,50.0
17,843999,Menos de 250k,Básico,Específica,Presencial,15,Dentro del mercado,1,70.0
4,266182,Más de 1M,Alto,Generalista,Híbrido,7,Bajo,1,55.0
11,598040,Entre 250k y 1M,Experto,Generalista,Híbrido,11,Alto,0,70.0
10,763043,Más de 1M,Experto,Generalista,Presencial,8,Alto,1,95.0
21,411793,Menos de 250k,Alto,Generalista,Presencial,12,Dentro del mercado,1,60.0
31,919392,Más de 1M,Básico,Generalista,Presencial,1,Alto,0,75.0
33,32296,Entre 250k y 1M,Básico,Generalista,Remoto,17,Bajo,1,50.0
8,498304,Entre 250k y 1M,Alto,Generalista,Híbrido,17,Alto,0,40.0
26,400305,Menos de 250k,Alto,Específica,Híbrido,13,Bajo,0,40.0
2,597147,Más de 1M,Alto,Generalista,Remoto,8,Dentro del mercado,1,85.0
28,69736,Menos de 250k,Alto,Específica,Híbrido,12,Bajo,0,40.0
27,253806,Menos de 250k,Alto,Generalista,Presencial,13,Bajo,0,50.0
8,172107,Menos de 250k,Alto,Específica,Remoto,18,Dentro del mercado,0,60.0
31,811896,Más de 1M,Básico,Generalista,Presencial,3,Bajo,0,75.0
17,803794,Más de 1M,Experto,Generalista,Presencial,15,Alto,1,95.0
34,847727,Entre 250k y 1M,Básico,Específica,Presencial,17,Bajo,0,60.0
32,727493,Menos de 250k,Experto,Generalista,Remoto,18,Dentro del mercado,0,90.0
13,814755,Más de 1M,Básico,Específica,Híbrido,14,Alto,0,65.0
6,134247,Menos de 250k,Alto,Generalista,Presencial,13,Alto,0,50.0
22,401289,Más de 1M,Básico,Generalista,Remoto,20,Dentro del mercado,0,75.0
3,695467,Entre 250k y 1M,Alto,Generalista,Híbrido,11,Bajo,0,50.0
35,80243,Más de 1M,Básico,Generalista,Presencial,18,Dentro del mercado,0,75.0
7,203411,Más de 1M,Experto,Específica,Híbrido,13,Dentro del mercado,1,85.0
11,303143,Entre 250k y 1M,Alto,Generalista,Presencial,16,Bajo,0,50.0
24,306981,Entre 250k y 1M,Alto,Generalista,Presencial,9,Bajo,1,50.0
25,913396,Más de 1M,Alto,Generalista,Remoto,1,Bajo,1,75.0
18,646185,Más de 1M,Experto,Generalista,Presencial,5,Alto,0,95.0
1,112001,Más de 1M,Básico,Generalista,Presencial,5,Bajo,1,65.0
6,998150,Entre 250k y 1M,Básico,Específica,Presencial,3,Dentro del mercado,0,70.0
12,102362,Entre 250k y 1M,Experto,Generalista,Presencial,15,Dentro del mercado,0,80.0
5,890436,Más de 1M,Alto,Específica,Remoto,13,Alto,0,75.0
31,214456,Más de 1M,Experto,Específica,Remoto,16,Bajo,0,85.0
18,899561,Menos de 250k,Básico,Generalista,Presencial,18,Bajo,0,60.0
7,788947,Más de 1M,Experto,Específica,Híbrido,19,Alto,1,85.0
9,16131,Más de 1M,Básico,Específica,Remoto,7,Alto,0,65.0
13,592439,Menos de 250k,Básico,Generalista,Remoto,19,Alto,0,60.0
31,610543,Menos de 250k,Alto,Específica,Remoto,5,Bajo,1,60.0
31,509158,Más de 1M,Experto,Generalista,Híbrido,6,Alto,0,85.0
17,823448,Menos de 250k,Experto,Específica,Presencial,13,Bajo,1,80.0
36,135687,Menos de 250k,Experto,Específica,Presencial,9,Dentro del mercado,1,80.0
23,26379,Menos de 250k,Experto,Específica,Híbrido,20,Bajo,1,60.0
17,211900,Entre 250k y 1M,Experto,Específica,Remoto,11,Alto,1,70.0
9,927862,Entre 250k y 1M,Experto,Específica,Híbrido,6,Dentro del mercado,1,80.0
33,439425,Menos de 250k,Básico,Específica,Remoto,18,Alto,1,50.0
18,657732,Menos de 250k,Básico,Generalista,Remoto,13,Dentro del mercado,1,70.0
11,484613,Menos de 250k,Alto,Generalista,Híbrido,13,Dentro del mercado,1,50.0
29,64083,Entre 250k y 1M,Básico,Específica,Presencial,12,Bajo,0,50.0
6,798663,Menos de 250k,Experto,Específica,Híbrido,8,Bajo,1,70.0
1,889383,Más de 1M,Básico,Específica,Presencial,1,Dentro del mercado,0,85.0
17,436003,Menos de 250k,Alto,Generalista,Presencial,2,Alto,1,50.0
3,774886,Más de 1M,Experto,Generalista,Híbrido,18,Dentro del mercado,0,95.0
35,264262,Más de 1M,Básico,Específica,Híbrido,4,Bajo,0,55.0
28,806324,Menos de 250k,Experto,Específica,Híbrido,11,Bajo,1,70.0
18,85302,Entre 250k y 1M,Experto,Generalista,Presencial,20,Bajo,1,70.0
34,638669,Menos de 250k,Experto,Generalista,Presencial,1,Alto,0,80.0
5,767585,Entre 250k y 1M,Experto,Específica,Presencial,14,Dentro del mercado,0,90.0
20,484661,Entre 250k y 1M,Básico,Generalista,Remoto,12,Alto,0,50.0
30,166625,Entre 250k y 1M,Alto,Específica,Remoto,14,Bajo,0,50.0
6,626492,Menos de 250k,Alto,Específica,Remoto,6,Bajo,1,60.0
29,220845,Más de 1M,Básico,Específica,Remoto,2,Bajo,1,65.0
27,573251,Menos de 250k,Experto,Específica,Presencial,15,Alto,0,80.0
34,559250,Menos de 250k,Experto,Generalista,Remoto,18,Dentro del mercado,1,90.0
34,948194,Entre 250k y 1M,Alto,Generalista,Remoto,19,Alto,1,60.0
35,985774,Menos de 250k,Alto,Generalista,Presencial,12,Bajo,1,60.0
36,23765,Más de 1M,Básico,Generalista,Híbrido,17,Alto,0,55.0
4,506958,Menos de 250k,Experto,Específica,Híbrido,17,Alto,0,70.0
22,786017,Menos de 250k,Básico,Generalista,Remoto,9,Bajo,0,60.0
35,29014,Menos de 250k,Básico,Generalista,Presencial,13,Bajo,0,50.0
3,728493,Entre 250k y 1M,Alto,Específica,Híbrido,1,Dentro del mercado,0,60.0
34,120734,Más de 1M,Experto,Generalista,Híbrido,20,Dentro del mercado,1,85.0
32,599947,Menos de 250k,Básico,Generalista,Presencial,13,Alto,1,60.0
3,34511,Menos de 250k,Experto,Específica,Remoto,13,Dentro del mercado,0,80.0
1,660284,Entre 250k y 1M,Básico,Generalista,Presencial,1,Dentro del mercado,0,70.0
35,977830,Menos de 250k,Experto,Específica,Remoto,6,Bajo,0,80.0
15,482736,Entre 250k y 1M,Básico,Específica,Remoto,20,Alto,0,50.0
22,758580,Entre 250k y 1M,Básico,Específica,Presencial,4,Alto,1,60.0
20,158913,Menos de 250k,Experto,Generalista,Presencial,18,Bajo,0,70.0
36,898271,Más de 1M,Básico,Generalista,Presencial,3,Bajo,1,75.0
28,676542,Entre 250k y 1M,Alto,Generalista,Híbrido,14,Alto,1,50.0
27,589726,Menos de 250k,Experto,Generalista,Híbrido,15,Bajo,1,70.0
10,526354,Menos de 250k,Básico,Generalista,Remoto,10,Alto,1,60.0
9,168497,Más de 1M,Experto,Específica,Remoto,20,Dentro del mercado,1,95.0
14,763895,Más de 1M,Alto,Específica,Presencial,8,Bajo,1,75.0
5,688173,Entre 250k y 1M,Alto,Generalista,Presencial,3,Alto,0,60.0
29,224933,Entre 250k y 1M,Alto,Específica,Remoto,1,Alto,1,50.0
16,920946,Entre 250k y 1M,Experto,Generalista,Presencial,11,Bajo,1,80.0
6,639601,Más de 1M,Básico,Específica,Presencial,14,Dentro del mercado,1,85.0
34,72238,Menos de 250k,Experto,Específica,Presencial,14,Bajo,1,70.0
17,357438,Entre 250k y 1M,Básico,Generalista,Híbrido,19,Dentro del mercado,0,50.0
26,814838,Entre 250k y 1M,Experto,Generalista,Híbrido,15,Bajo,0,70.0
36,275999,Menos de 250k,Experto,Específica,Presencial,18,Alto,0,70.0
33,640706,Más de 1M,Experto,Generalista,Presencial,13,Alto,0,95.0
17,443526,Menos de 250k,Básico,Específica,Remoto,3,Alto,0,50.0
28,589476,Menos de 250k,Alto,Específica,Híbrido,20,Bajo,0,50.0
15,386489,Menos de 250k,Alto,Generalista,Presencial,6,Dentro del mercado,0,60.0
18,283351,Menos de 250k,Alto,Generalista,Remoto,2,Alto,0,50.0
11,22314,Entre 250k y 1M,Básico,Generalista,Remoto,8,Bajo,1,50.0
14,21505,Más de 1M,Experto,Generalista,Presencial,14,Alto,0,85.0
31,592710,Menos de 250k,Básico,Específica,Remoto,8,Bajo,1,60.0
22,73599,Más de 1M,Alto,Específica,Presencial,18,Dentro del mercado,1,75.0
28,521604,Más de 1M,Básico,Específica,Presencial,9,Alto,0,75.0
2,854197,Más de 1M,Experto,Generalista,Híbrido,1,Alto,1,85.0
33,58847,Más de 1M,Alto,Generalista,Presencial,16,Dentro del mercado,1,75.0
5,229383,Más de 1M,Alto,Específica,Presencial,16,Bajo,0,65.0
32,941186,Más de 1M,Experto,Específica,Remoto,4,Alto,1,95.0
15,971401,Menos de 250k,Alto,Específica,Remoto,9,Dentro del mercado,1,70.0
20,574575,Entre 250k y 1M,Experto,Específica,Remoto,7,Bajo,1,80.0
7,692411,Más de 1M,Alto,Específica,Presencial,15,Dentro del mercado,1,85.0
28,618009,Entre 250k y 1M,Alto,Generalista,Remoto,15,Bajo,1,60.0
20,261802,Más de 1M,Experto,Específica,Híbrido,15,Bajo,0,75.0
10,259960,Más de 1M,Básico,Generalista,Remoto,15,Bajo,1,65.0
