duracion,presupuesto,facturacion_anual,fortaleza_tecnologica,experiencia_requerida,lugar_trabajo,numero_perfiles_requeridos,precio_hora,volumetria,prob_exito
12,938845,Entre 250k y 1M,Experto,Generalista,Híbrido,4,Dentro del mercado,1,80.0
28,367523,Más de 1M,Alto,Generalista,Remoto,5,Dentro del mercado,0,75.0
13,186713,Más de 1M,Alto,Específica,Híbrido,10,Bajo,0,55.0
24,482254,Menos de 250k,Alto,Específica,Híbrido,13,Alto,1,40.0
31,950323,Más de 1M,Básico,Generalista,Híbrido,15,Bajo,1,65.0
28,791829,Entre 250k y 1M,Experto,Generalista,Presencial,13,Dentro del mercado,1,90.0
35,58778,Entre 250k y 1M,Experto,Generalista,Remoto,13,Bajo,1,70.0
12,114223,Entre 250k y 1M,Alto,Específica,Híbrido,17,Dentro del mercado,0,50.0
26,772229,Entre 250k y 1M,Experto,Específica,Presencial,13,Bajo,1,80.0
30,277947,Menos de 250k,Experto,Específica,Presencial,17,Bajo,0,70.0
28,415296,Más de 1M,Experto,Generalista,Híbrido,5,Alto,1,75.0
15,468639,Menos de 250k,Básico,Específica,Remoto,10,Dentro del mercado,1,60.0
36,809693,Menos de 250k,Experto,Generalista,Híbrido,14,Dentro del mercado,0,80.0
27,119529,Menos de 250k,Alto,Generalista,Híbrido,3,Dentro del mercado,1,50.0
19,840571,Más de 1M,Experto,Generalista,Remoto,9,Bajo,1,95.0
29,460714,Menos de 250k,Experto,Específica,Híbrido,19,Dentro del mercado,1,70.0
21,432458,Menos de 250k,Alto,Específica,Presencial,11,Dentro del mercado,0,60.0
23,106324,Entre 250k y 1M,Experto,Generalista,Híbrido,13,Alto,0,60.0
14,617114,Entre 250k y 1M,Alto,Específica,Remoto,1,Alto,0,60.0
29,131862,Menos de 250k,Experto,Generalista,Remoto,14,Dentro del mercado,1,80.0
11,739765,Menos de 250k,Experto,Específica,Remoto,7,Bajo,0,80.0
28,408450,Menos de 250k,Alto,Específica,Remoto,1,Dentro del mercado,1,60.0
4,659314,Entre 250k y 1M,Experto,Generalista,Presencial,8,Alto,0,80.0
2,261551,Menos de 250k,Alto,Generalista,Presencial,12,Bajo,1,50.0
4,738219,Más de 1M,Experto,Específica,Remoto,1,Dentro del mercado,1,100.0
20,621760,Entre 250k y 1M,Alto,Generalista,Presencial,18,Alto,0,60.0
34,685522,Más de 1M,Alto,Específica,Presencial,13,Bajo,0,75.0
35,190480,Menos de 250k,Alto,Específica,Presencial,1,Dentro del mercado,1,60.0
22,697341,Entre 250k y 1M,Experto,Específica,Híbrido,16,Bajo,0,70.0
5,452052,Entre 250k y 1M,Básico,Específica,Presencial,6,Dentro del mercado,0,60.0
29,222545,Menos de 250k,Básico,Específica,Remoto,15,Bajo,1,50.0
35,767381,Más de 1M,Experto,Específica,Remoto,15,Dentro del mercado,1,100.0
28,836923,Menos de 250k,Básico,Específica,Presencial,4,Alto,1,60.0
4,364955,Más de 1M,Básico,Generalista,Híbrido,9,Dentro del mercado,0,65.0
6,408565,Más de 1M,Básico,Generalista,Remoto,4,Bajo,1,65.0
24,868072,Entre 250k y 1M,Básico,Generalista,Híbrido,15,Alto,1,50.0
7,898632,Entre 250k y 1M,Alto,Generalista,Remoto,16,Bajo,0,60.0
2,844056,Más de 1M,Básico,Generalista,Presencial,14,Bajo,1,75.0
5,597152,Más de 1M,Básico,Específica,Presencial,11,Alto,0,75.0
18,234037,Entre 250k y 1M,Básico,Específica,Remoto,7,Alto,0,50.0
35,782244,Más de 1M,Alto,Específica,Híbrido,18,Bajo,0,65.0
2,416053,Entre 250k y 1M,Básico,Específica,Presencial,13,Alto,0,50.0
18,499838,Más de 1M,Básico,Generalista,Remoto,13,Alto,0,65.0
25,69567,Menos de 250k,Básico,Específica,Remoto,18,Alto,1,50.0
36,312280,Menos de 250k,Alto,Específica,Remoto,18,Bajo,0,50.0
3,884477,Entre 250k y 1M,Básico,Generalista,Remoto,7,Alto,1,60.0
14,930057,Más de 1M,Básico,Generalista,Remoto,8,Bajo,0,75.0
28,356938,Más de 1M,Básico,Específica,Presencial,12,Bajo,0,65.0
18,131130,Entre 250k y 1M,Experto,Específica,Remoto,5,Bajo,0,70.0
12,674526,Más de 1M,Alto,Generalista,Híbrido,9,Bajo,0,65.0
14,886472,Menos de 250k,Experto,Generalista,Híbrido,14,Bajo,0,70.0
31,488494,Más de 1M,Alto,Específica,Remoto,11,Bajo,0,65.0
16,984084,Entre 250k y 1M,Básico,Generalista,Híbrido,10,Alto,1,50.0
3,591879,Más de 1M,Alto,Específica,Presencial,7,Bajo,1,75.0
5,49073,Entre 250k y 1M,Básico,Generalista,Híbrido,7,Dentro del mercado,1,50.0
17,165660,Menos de 250k,Alto,Generalista,Presencial,10,Dentro del mercado,1,60.0
20,839037,Menos de 250k,Alto,Específica,Presencial,2,Alto,1,60.0
33,100149,Más de 1M,Básico,Generalista,Remoto,8,Dentro del mercado,0,75.0
34,776465,Entre 250k y 1M,Experto,Específica,Presencial,10,Alto,0,80.0
10,398859,Más de 1M,Alto,Generalista,Remoto,3,Dentro del mercado,1,75.0
34,191093,Menos de 250k,Experto,Generalista,Remoto,11,Bajo,1,70.0
33,78956,Entre 250k y 1M,Básico,Específica,Presencial,14,Dentro del mercado,0,60.0
35,910241,Entre 250k y 1M,Básico,Generalista,Presencial,19,Dentro del mercado,1,70.0
2,222392,Entre 250k y 1M,Básico,Generalista,Híbrido,5,Alto,1,40.0
4,729703,Más de 1M,Básico,Generalista,Híbrido,14,Bajo,0,65.0
34,57625,Menos de 250k,Básico,Específica,Remoto,1,Alto,0,50.0
17,368308,Menos de 250k,Básico,Específica,Presencial,12,Alto,0,50.0
28,884236,Entre 250k y 1M,Experto,Generalista,Remoto,2,Bajo,0,80.0
19,981042,Entre 250k y 1M,Alto,Generalista,Remoto,6,Dentro del mercado,1,70.0
6,281581,Más de 1M,Básico,Específica,Presencial,8,Dentro del mercado,1,75.0
4,545010,Más de 1M,Básico,Generalista,Remoto,20,Bajo,1,75.0
20,184120,Más de 1M,Alto,Específica,Presencial,8,Dentro del mercado,0,75.0
35,633275,Más de 1M,Básico,Específica,Remoto,14,Alto,0,75.0
10,913990,Entre 250k y 1M,Básico,Generalista,Híbrido,10,Alto,1,50.0
35,908092,Menos de 250k,Básico,Específica,Híbrido,4,Dentro del mercado,1,60.0
36,87032,Más de 1M,Experto,Específica,Remoto,19,Dentro del mercado,1,95.0
4,901870,Entre 250k y 1M,Alto,Específica,Presencial,18,Bajo,0,60.0
34,318067,Entre 250k y 1M,Básico,Específica,Remoto,10,Bajo,0,50.0
27,887160,Más de 1M,Experto,Generalista,Presencial,6,Dentro del mercado,0,100.0
14,948080,Entre 250k y 1M,Experto,Generalista,Presencial,20,Alto,1,80.0
35,516495,Menos de 250k,Alto,Generalista,Remoto,11,Bajo,1,60.0
16,857325,Entre 250k y 1M,Básico,Generalista,Híbrido,19,Dentro del mercado,0,60.0
5,57876,Más de 1M,Experto,Generalista,Remoto,4,Dentro del mercado,0,95.0
28,89401,Entre 250k y 1M,Básico,Generalista,Híbrido,16,Dentro del mercado,0,50.0
29,184949,Más de 1M,Alto,Generalista,Presencial,20,Dentro del mercado,0,75.0
10,438967,Más de 1M,Alto,Generalista,Híbrido,16,Dentro del mercado,1,65.0
34,799951,Más de 1M,Alto,Específica,Híbrido,3,Bajo,1,65.0
2,151201,Entre 250k y 1M,Alto,Específica,Remoto,16,Alto,1,50.0
8,210450,Menos de 250k,Alto,Específica,Remoto,19,Alto,0,50.0
7,519488,Menos de 250k,Alto,Generalista,Remoto,9,Alto,1,60.0
31,472841,Más de 1M,Básico,Específica,Remoto,18,Bajo,1,65.0
28,586774,Más de 1M,Básico,Generalista,Híbrido,17,Bajo,1,65.0
32,389268,Entre 250k y 1M,Experto,Generalista,Híbrido,12,Alto,0,60.0
21,997749,Más de 1M,Experto,Específica,Híbrido,20,Alto,0,85.0
26,754815,Entre 250k y 1M,Básico,Generalista,Híbrido,17,Alto,0,50.0
2,875588,Menos de 250k,Básico,Generalista,Híbrido,3,Bajo,0,50.0
3,675437,Más de 1M,Básico,Específica,Remoto,18,Bajo,0,75.0
17,477897,Entre 250k y 1M,Alto,Generalista,Remoto,11,Dentro del mercado,0,60.0
21,416985,Menos de 250k,Experto,Específica,Presencial,17,Alto,1,70.0
32,795720,Entre 250k y 1M,Alto,Generalista,Híbrido,13,Dentro del mercado,0,60.0
28,148963,Menos de 250k,Experto,Específica,Remoto,8,Bajo,1,70.0
30,521438,Entre 250k y 1M,Básico,Específica,Híbrido,3,Bajo,0,50.0
7,438633,Más de 1M,Experto,Generalista,Remoto,17,Dentro del mercado,1,95.0
16,184065,Menos de 250k,Básico,Específica,Híbrido,2,Alto,0,40.0
28,877005,Menos de 250k,Experto,Generalista,Presencial,5,Dentro del mercado,0,90.0
5,12207,Menos de 250k,Experto,Generalista,Remoto,15,Dentro del mercado,1,80.0
24,387791,Más de 1M,Alto,Específica,Remoto,14,Bajo,1,65.0
8,739152,Entre 250k y 1M,Experto,Específica,Híbrido,17,Alto,0,70.0
30,298383,Menos de 250k,Básico,Específica,Presencial,10,Bajo,1,50.0
20,118671,Entre 250k y 1M,Experto,Generalista,Presencial,7,Dentro del mercado,0,80.0
15,262176,Más de 1M,Alto,Generalista,Híbrido,5,Alto,1,55.0
23,809481,Entre 250k y 1M,Experto,Específica,Remoto,19,Bajo,0,80.0
26,490006,Menos de 250k,Experto,Específica,Híbrido,8,Alto,0,60.0
25,97091,Más de 1M,Experto,Generalista,Presencial,1,Alto,1,85.0
35,702007,Entre 250k y 1M,Alto,Generalista,Híbrido,10,Dentro del mercado,0,60.0
30,803785,Menos de 250k,Alto,Específica,Presencial,2,Dentro del mercado,1,70.0
7,404507,Menos de 250k,Básico,Específica,Remoto,14,Alto,1,50.0
30,386905,Más de 1M,Alto,Generalista,Presencial,5,Bajo,1,65.0
3,649452,Más de 1M,Alto,Generalista,Híbrido,20,Dentro del mercado,0,75.0
28,672603,Menos de 250k,Básico,Específica,Híbrido,15,Alto,1,50.0
16,88969,Más de 1M,Alto,Específica,Remoto,6,Bajo,1,65.0
22,940192,Más de 1M,Experto,Generalista,Híbrido,11,Bajo,1,85.0
25,231246,Más de 1M,Experto,Específica,Presencial,5,Alto,1,85.0
27,237038,Menos de 250k,Experto,Específica,Híbrido,16,Dentro del mercado,0,70.0
4,884989,Entre 250k y 1M,Experto,Específica,Presencial,16,Bajo,0,80.0
33,122833,Más de 1M,Alto,Específica,Híbrido,11,Bajo,0,55.0
17,649402,Entre 250k y 1M,Experto,Específica,Híbrido,11,Dentro del mercado,0,80.0
2,253641,Menos de 250k,Experto,Específica,Híbrido,19,Dentro del mercado,0,70.0
34,569731,Menos de 250k,Básico,Generalista,Presencial,3,Bajo,1,60.0
26,724612,Entre 250k y 1M,Alto,Específica,Presencial,9,Dentro del mercado,1,70.0
20,404663,Más de 1M,Alto,Específica,Híbrido,9,Dentro del mercado,0,65.0
28,184482,Entre 250k y 1M,Alto,Generalista,Remoto,11,Bajo,0,50.0
35,45114,Entre 250k y 1M,Alto,Generalista,Presencial,18,Bajo,0,50.0
31,786799,Menos de 250k,Alto,Generalista,Híbrido,15,Dentro del mercado,0,60.0
27,720186,Más de 1M,Alto,Específica,Presencial,4,Bajo,0,75.0
21,537395,Más de 1M,Básico,Específica,Híbrido,1,Dentro del mercado,0,75.0
28,295328,Menos de 250k,Alto,Específica,Híbrido,2,Dentro del mercado,1,50.0
1,664768,Más de 1M,Básico,Generalista,Presencial,8,Bajo,1,75.0
7,18216,Más de 1M,Alto,Específica,Remoto,11,Dentro del mercado,1,75.0
35,913296,Entre 250k y 1M,Básico,Generalista,Híbrido,4,Dentro del mercado,0,60.0
25,289794,Más de 1M,Experto,Específica,Híbrido,10,Bajo,0,75.0
26,997284,Entre 250k y 1M,Alto,Específica,Remoto,16,Alto,1,60.0
5,302312,Entre 250k y 1M,Básico,Específica,Híbrido,8,Alto,1,40.0
17,150908,Más de 1M,Básico,Específica,Presencial,10,Dentro del mercado,1,75.0
1,759992,Entre 250k y 1M,Alto,Generalista,Presencial,19,Alto,1,60.0
33,587209,Más de 1M,Experto,Generalista,Presencial,3,Alto,0,95.0
7,264096,Menos de 250k,Básico,Específica,Híbrido,14,Dentro del mercado,0,50.0
18,214452,Más de 1M,Experto,Específica,Presencial,8,Alto,1,85.0
7,354927,Más de 1M,Experto,Específica,Remoto,19,Dentro del mercado,1,95.0
17,952704,Menos de 250k,Alto,Específica,Remoto,10,Dentro del mercado,1,70.0
1,915872,Entre 250k y 1M,Experto,Generalista,Híbrido,18,Dentro del mercado,0,80.0
5,466718,Entre 250k y 1M,Básico,Específica,Remoto,7,Dentro del mercado,0,60.0
32,53206,Menos de 250k,Experto,Específica,Híbrido,3,Bajo,0,60.0
23,524476,Entre 250k y 1M,Básico,Específica,Remoto,16,Alto,0,60.0
8,41594,Menos de 250k,Experto,Generalista,Remoto,4,Bajo,1,70.0
35,426280,Menos de 250k,Básico,Específica,Remoto,12,Alto,0,50.0
13,865746,Menos de 250k,Alto,Específica,Presencial,14,Alto,1,60.0
14,535421,Más de 1M,Experto,Específica,Remoto,4,Alto,0,95.0
17,703006,Más de 1M,Básico,Generalista,Híbrido,8,Dentro del mercado,0,75.0
12,376763,Menos de 250k,Alto,Específica,Híbrido,3,Alto,0,40.0
20,422340,Entre 250k y 1M,Básico,Específica,Remoto,5,Alto,1,50.0
31,982360,Más de 1M,Experto,Generalista,Presencial,10,Dentro del mercado,0,100.0
10,557411,Más de 1M,Alto,Específica,Presencial,17,Bajo,1,75.0
7,60163,Entre 250k y 1M,Experto,Generalista,Remoto,19,Bajo,0,70.0
34,490260,Menos de 250k,Básico,Generalista,Remoto,10,Bajo,1,50.0
5,845758,Entre 250k y 1M,Alto,Generalista,Remoto,6,Bajo,1,60.0
2,245570,Menos de 250k,Experto,Específica,Híbrido,10,Bajo,1,60.0
30,345282,Menos de 250k,Básico,Generalista,Remoto,19,Alto,1,50.0
